"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Washington County, AR"	"05143"	14	203065	6.9 (Unreliable)
	"White County, AR"	"05145"	Suppressed	77076	Suppressed
	"Woodruff County, AR"	"05147"	Suppressed	7260	Suppressed
	"Yell County, AR"	"05149"	Suppressed	22185	Suppressed
	"Alameda County, CA"	"06001"	132	1510271	8.7
	"Alpine County, CA"	"06003"	Suppressed	1175	Suppressed
	"Amador County, CA"	"06005"	11	38091	28.9 (Unreliable)
	"Butte County, CA"	"06007"	85	220000	38.6
	"Calaveras County, CA"	"06009"	12	45578	26.3 (Unreliable)
	"Colusa County, CA"	"06011"	Suppressed	21419	Suppressed
	"Contra Costa County, CA"	"06013"	94	1049025	9.0
	"Del Norte County, CA"	"06015"	Suppressed	28610	Suppressed
	"El Dorado County, CA"	"06017"	43	181058	23.7
	"Fresno County, CA"	"06019"	104	930450	11.2
	"Glenn County, CA"	"06021"	Suppressed	28122	Suppressed
	"Humboldt County, CA"	"06023"	48	134623	35.7
	"Imperial County, CA"	"06025"	10	174528	5.7 (Unreliable)
	"Inyo County, CA"	"06027"	Suppressed	18546	Suppressed
	"Kern County, CA"	"06029"	140	839631	16.7
	"Kings County, CA"	"06031"	14	152982	9.2 (Unreliable)
	"Lake County, CA"	"06033"	36	64665	55.7
	"Lassen County, CA"	"06035"	12	34895	34.4 (Unreliable)
	"Los Angeles County, CA"	"06037"	701	9818605	7.1
	"Madera County, CA"	"06039"	20	150865	13.3
	"Marin County, CA"	"06041"	35	252409	13.9
	"Mariposa County, CA"	"06043"	Suppressed	18251	Suppressed
	"Mendocino County, CA"	"06045"	19	87841	21.6 (Unreliable)
	"Merced County, CA"	"06047"	29	255793	11.3
	"Modoc County, CA"	"06049"	Suppressed	9686	Suppressed
	"Mono County, CA"	"06051"	Suppressed	14202	Suppressed
	"Monterey County, CA"	"06053"	43	415057	10.4
	"Napa County, CA"	"06055"	17	136484	12.5 (Unreliable)
	"Nevada County, CA"	"06057"	14	98764	14.2 (Unreliable)
	"Orange County, CA"	"06059"	313	3010232	10.4
	"Placer County, CA"	"06061"	27	348432	7.7
	"Plumas County, CA"	"06063"	Suppressed	20007	Suppressed
	"Riverside County, CA"	"06065"	255	2189641	11.6
	"Sacramento County, CA"	"06067"	216	1418788	15.2
	"San Benito County, CA"	"06069"	Suppressed	55269	Suppressed
	"San Bernardino County, CA"	"06071"	134	2035210	6.6
	"San Diego County, CA"	"06073"	368	3095313	11.9
	"San Francisco County, CA"	"06075"	170	805235	21.1
	"San Joaquin County, CA"	"06077"	129	685306	18.8
	"San Luis Obispo County, CA"	"06079"	40	269637	14.8
	"San Mateo County, CA"	"06081"	55	718451	7.7
	"Santa Barbara County, CA"	"06083"	49	423895	11.6
	"Santa Clara County, CA"	"06085"	133	1781642	7.5
	"Santa Cruz County, CA"	"06087"	47	262382	17.9
	"Shasta County, CA"	"06089"	49	177223	27.6
	"Sierra County, CA"	"06091"	Suppressed	3240	Suppressed
	"Siskiyou County, CA"	"06093"	13	44900	29.0 (Unreliable)
	"Solano County, CA"	"06095"	52	413344	12.6
	"Sonoma County, CA"	"06097"	83	483878	17.2
	"Stanislaus County, CA"	"06099"	90	514453	17.5
	"Sutter County, CA"	"06101"	18	94737	19.0 (Unreliable)
	"Tehama County, CA"	"06103"	Suppressed	63463	Suppressed
	"Trinity County, CA"	"06105"	Suppressed	13786	Suppressed
	"Tulare County, CA"	"06107"	26	442179	5.9
	"Tuolumne County, CA"	"06109"	18	55365	32.5 (Unreliable)
	"Ventura County, CA"	"06111"	96	823318	11.7
	"Yolo County, CA"	"06113"	15	200849	7.5 (Unreliable)
	"Yuba County, CA"	"06115"	Suppressed	72155	Suppressed
	"Adams County, CO"	"08001"	66	441603	14.9
	"Alamosa County, CO"	"08003"	Suppressed	15445	Suppressed
	"Arapahoe County, CO"	"08005"	82	572003	14.3
	"Archuleta County, CO"	"08007"	Suppressed	12084	Suppressed
	"Baca County, CO"	"08009"	Suppressed	3788	Suppressed
	"Bent County, CO"	"08011"	Suppressed	6499	Suppressed
	"Boulder County, CO"	"08013"	23	294567	7.8
	"Broomfield County, CO"	"08014"	Suppressed	55889	Suppressed
	"Chaffee County, CO"	"08015"	Suppressed	17809	Suppressed
	"Cheyenne County, CO"	"08017"	Suppressed	1836	Suppressed
	"Clear Creek County, CO"	"08019"	Suppressed	9088	Suppressed
	"Conejos County, CO"	"08021"	Suppressed	8256	Suppressed
	"Costilla County, CO"	"08023"	Suppressed	3524	Suppressed
	"Crowley County, CO"	"08025"	Suppressed	5823	Suppressed
	"Custer County, CO"	"08027"	Suppressed	4255	Suppressed
	"Delta County, CO"	"08029"	Suppressed	30952	Suppressed
	"Denver County, CO"	"08031"	128	600158	21.3
	"Dolores County, CO"	"08033"	Suppressed	2064	Suppressed
	"Douglas County, CO"	"08035"	23	285465	8.1
	"Eagle County, CO"	"08037"	Suppressed	52197	Suppressed
	"Elbert County, CO"	"08039"	Suppressed	23086	Suppressed
	"El Paso County, CO"	"08041"	79	622263	12.7
	"Fremont County, CO"	"08043"	Suppressed	46824	Suppressed
	"Garfield County, CO"	"08045"	Suppressed	56389	Suppressed
	"Gilpin County, CO"	"08047"	Suppressed	5441	Suppressed
	"Grand County, CO"	"08049"	Suppressed	14843	Suppressed
	"Gunnison County, CO"	"08051"	Suppressed	15324	Suppressed
	"Hinsdale County, CO"	"08053"	Suppressed	843	Suppressed
	"Huerfano County, CO"	"08055"	Suppressed	6711	Suppressed
	"Jackson County, CO"	"08057"	Suppressed	1394	Suppressed
	"Jefferson County, CO"	"08059"	57	534543	10.7
	"Kiowa County, CO"	"08061"	Suppressed	1398	Suppressed
	"Kit Carson County, CO"	"08063"	Suppressed	8270	Suppressed
	"Lake County, CO"	"08065"	Suppressed	7310	Suppressed
	"La Plata County, CO"	"08067"	Suppressed	51334	Suppressed
	"Larimer County, CO"	"08069"	40	299630	13.3
	"Las Animas County, CO"	"08071"	Suppressed	15507	Suppressed
	"Lincoln County, CO"	"08073"	Suppressed	5467	Suppressed
	"Logan County, CO"	"08075"	Suppressed	22709	Suppressed
	"Mesa County, CO"	"08077"	22	146723	15.0
	"Mineral County, CO"	"08079"	Suppressed	712	Suppressed
	"Moffat County, CO"	"08081"	Suppressed	13795	Suppressed
	"Montezuma County, CO"	"08083"	Suppressed	25535	Suppressed
	"Montrose County, CO"	"08085"	Suppressed	41276	Suppressed
	"Morgan County, CO"	"08087"	Suppressed	28159	Suppressed
	"Otero County, CO"	"08089"	Suppressed	18831	Suppressed
	"Ouray County, CO"	"08091"	Suppressed	4436	Suppressed
	"Park County, CO"	"08093"	Suppressed	16206	Suppressed
	"Phillips County, CO"	"08095"	Suppressed	4442	Suppressed
	"Pitkin County, CO"	"08097"	Suppressed	17148	Suppressed
	"Prowers County, CO"	"08099"	Suppressed	12551	Suppressed
	"Pueblo County, CO"	"08101"	23	159063	14.5
	"Rio Blanco County, CO"	"08103"	Suppressed	6666	Suppressed
	"Rio Grande County, CO"	"08105"	Suppressed	11982	Suppressed
	"Routt County, CO"	"08107"	Suppressed	23509	Suppressed
	"Saguache County, CO"	"08109"	Suppressed	6108	Suppressed
	"San Juan County, CO"	"08111"	Suppressed	699	Suppressed
	"San Miguel County, CO"	"08113"	Suppressed	7359	Suppressed
	"Sedgwick County, CO"	"08115"	Suppressed	2379	Suppressed
	"Summit County, CO"	"08117"	Suppressed	27994	Suppressed
	"Teller County, CO"	"08119"	Suppressed	23350	Suppressed
	"Washington County, CO"	"08121"	Suppressed	4814	Suppressed
	"Weld County, CO"	"08123"	28	252825	11.1
	"Yuma County, CO"	"08125"	Suppressed	10043	Suppressed
	"Fairfield County, CT"	"09001"	61	916829	6.7
	"Hartford County, CT"	"09003"	84	894014	9.4
	"Litchfield County, CT"	"09005"	21	189927	11.1
	"Middlesex County, CT"	"09007"	26	165676	15.7
	"New Haven County, CT"	"09009"	116	862477	13.4
	"New London County, CT"	"09011"	31	274055	11.3
	"Tolland County, CT"	"09013"	Suppressed	152691	Suppressed
	"Windham County, CT"	"09015"	18	118428	15.2 (Unreliable)
	"Kent County, DE"	"10001"	27	162310	16.6
	"New Castle County, DE"	"10003"	84	538479	15.6
	"Sussex County, DE"	"10005"	34	197145	17.2
	"District of Columbia, DC"	"11001"	78	601723	13.0
	"Alachua County, FL"	"12001"	25	247336	10.1
	"Baker County, FL"	"12003"	Suppressed	27115	Suppressed
	"Bay County, FL"	"12005"	27	168852	16.0
	"Bradford County, FL"	"12007"	Suppressed	28520	Suppressed
	"Brevard County, FL"	"12009"	137	543376	25.2
	"Broward County, FL"	"12011"	262	1748066	15.0
	"Calhoun County, FL"	"12013"	Suppressed	14625	Suppressed
	"Charlotte County, FL"	"12015"	11	159978	6.9 (Unreliable)
	"Citrus County, FL"	"12017"	34	141236	24.1
	"Clay County, FL"	"12019"	26	190865	13.6
	"Collier County, FL"	"12021"	45	321520	14.0
	"Columbia County, FL"	"12023"	18	67531	26.7 (Unreliable)
	"DeSoto County, FL"	"12027"	Suppressed	34862	Suppressed
	"Dixie County, FL"	"12029"	Suppressed	16422	Suppressed
	"Duval County, FL"	"12031"	149	864263	17.2
	"Escambia County, FL"	"12033"	34	297619	11.4
	"Flagler County, FL"	"12035"	13	95696	13.6 (Unreliable)
	"Franklin County, FL"	"12037"	Suppressed	11549	Suppressed
	"Gadsden County, FL"	"12039"	Suppressed	46389	Suppressed
	"Gilchrist County, FL"	"12041"	Suppressed	16939	Suppressed
	"Glades County, FL"	"12043"	Suppressed	12884	Suppressed
	"Gulf County, FL"	"12045"	Suppressed	15863	Suppressed
	"Hamilton County, FL"	"12047"	Suppressed	14799	Suppressed
	"Hardee County, FL"	"12049"	Suppressed	27731	Suppressed
	"Hendry County, FL"	"12051"	Suppressed	39140	Suppressed
	"Hernando County, FL"	"12053"	57	172778	33.0
	"Highlands County, FL"	"12055"	13	98786	13.2 (Unreliable)
	"Hillsborough County, FL"	"12057"	264	1229226	21.5
	"Holmes County, FL"	"12059"	Suppressed	19927	Suppressed
	"Indian River County, FL"	"12061"	22	138028	15.9
	"Jackson County, FL"	"12063"	Suppressed	49746	Suppressed
	"Jefferson County, FL"	"12065"	Suppressed	14761	Suppressed
	"Lafayette County, FL"	"12067"	Suppressed	8870	Suppressed
	"Lake County, FL"	"12069"	39	297052	13.1
	"Lee County, FL"	"12071"	107	618754	17.3
	"Leon County, FL"	"12073"	13	275487	4.7 (Unreliable)
	"Levy County, FL"	"12075"	11	40801	27.0 (Unreliable)
	"Liberty County, FL"	"12077"	Suppressed	8365	Suppressed
	"Madison County, FL"	"12079"	Suppressed	19224	Suppressed
	"Manatee County, FL"	"12081"	78	322833	24.2
	"Marion County, FL"	"12083"	59	331298	17.8
	"Martin County, FL"	"12085"	22	146318	15.0
	"Miami-Dade County, FL"	"12086"	98	2496435	3.9
	"Monroe County, FL"	"12087"	18	73090	24.6 (Unreliable)
	"Nassau County, FL"	"12089"	16	73314	21.8 (Unreliable)
	"Okaloosa County, FL"	"12091"	19	180822	10.5 (Unreliable)
	"Okeechobee County, FL"	"12093"	Suppressed	39996	Suppressed
	"Orange County, FL"	"12095"	156	1145956	13.6
	"Osceola County, FL"	"12097"	27	268685	10.0
	"Palm Beach County, FL"	"12099"	238	1320134	18.0
	"Pasco County, FL"	"12101"	177	464697	38.1
	"Pinellas County, FL"	"12103"	284	916542	31.0
	"Polk County, FL"	"12105"	95	602095	15.8
	"Putnam County, FL"	"12107"	23	74364	30.9
	"St. Johns County, FL"	"12109"	22	190039	11.6
	"St. Lucie County, FL"	"12111"	54	277789	19.4
	"Santa Rosa County, FL"	"12113"	23	151372	15.2
	"Sarasota County, FL"	"12115"	83	379448	21.9
	"Seminole County, FL"	"12117"	71	422718	16.8
	"Sumter County, FL"	"12119"	Suppressed	93420	Suppressed
	"Suwannee County, FL"	"12121"	Suppressed	41551	Suppressed
	"Taylor County, FL"	"12123"	Suppressed	22570	Suppressed
	"Union County, FL"	"12125"	Suppressed	15535	Suppressed
	"Volusia County, FL"	"12127"	112	494593	22.6
	"Wakulla County, FL"	"12129"	Suppressed	30776	Suppressed
	"Walton County, FL"	"12131"	Suppressed	55043	Suppressed
	"Washington County, FL"	"12133"	Suppressed	24896	Suppressed
	"Appling County, GA"	"13001"	Suppressed	18236	Suppressed
	"Atkinson County, GA"	"13003"	Suppressed	8375	Suppressed
	"Bacon County, GA"	"13005"	Suppressed	11096	Suppressed
	"Baker County, GA"	"13007"	Suppressed	3451	Suppressed
	"Baldwin County, GA"	"13009"	Suppressed	45720	Suppressed
	"Banks County, GA"	"13011"	Suppressed	18395	Suppressed
	"Barrow County, GA"	"13013"	13	69367	18.7 (Unreliable)
	"Bartow County, GA"	"13015"	22	100157	22.0
	"Ben Hill County, GA"	"13017"	Suppressed	17634	Suppressed
	"Berrien County, GA"	"13019"	Suppressed	19286	Suppressed
	"Bibb County, GA"	"13021"	14	155547	9.0 (Unreliable)
	"Bleckley County, GA"	"13023"	Suppressed	13063	Suppressed
	"Brantley County, GA"	"13025"	Suppressed	18411	Suppressed
	"Brooks County, GA"	"13027"	Suppressed	16243	Suppressed
	"Bryan County, GA"	"13029"	Suppressed	30233	Suppressed
	"Bulloch County, GA"	"13031"	Suppressed	70217	Suppressed
	"Burke County, GA"	"13033"	Suppressed	23316	Suppressed
	"Butts County, GA"	"13035"	Suppressed	23655	Suppressed
	"Calhoun County, GA"	"13037"	Suppressed	6694	Suppressed
	"Camden County, GA"	"13039"	Suppressed	50513	Suppressed
	"Candler County, GA"	"13043"	Suppressed	10998	Suppressed
	"Carroll County, GA"	"13045"	19	110527	17.2 (Unreliable)
	"Catoosa County, GA"	"13047"	13	63942	20.3 (Unreliable)
	"Charlton County, GA"	"13049"	Suppressed	12171	Suppressed
	"Chatham County, GA"	"13051"	26	265128	9.8
	"Chattahoochee County, GA"	"13053"	Suppressed	11267	Suppressed
	"Chattooga County, GA"	"13055"	Suppressed	26015	Suppressed
	"Cherokee County, GA"	"13057"	26	214346	12.1
	"Clarke County, GA"	"13059"	Suppressed	116714	Suppressed
	"Clay County, GA"	"13061"	Suppressed	3183	Suppressed
	"Clayton County, GA"	"13063"	20	259424	7.7
	"Clinch County, GA"	"13065"	Suppressed	6798	Suppressed
	"Cobb County, GA"	"13067"	60	688078	8.7
	"Coffee County, GA"	"13069"	Suppressed	42356	Suppressed
	"Colquitt County, GA"	"13071"	Suppressed	45498	Suppressed
	"Columbia County, GA"	"13073"	15	124053	12.1 (Unreliable)
	"Cook County, GA"	"13075"	Suppressed	17212	Suppressed
	"Coweta County, GA"	"13077"	Suppressed	127317	Suppressed
	"Crawford County, GA"	"13079"	Suppressed	12630	Suppressed
	"Crisp County, GA"	"13081"	Suppressed	23439	Suppressed
	"Dade County, GA"	"13083"	Suppressed	16633	Suppressed
	"Dawson County, GA"	"13085"	Suppressed	22330	Suppressed
	"Decatur County, GA"	"13087"	Suppressed	27842	Suppressed
	"DeKalb County, GA"	"13089"	43	691893	6.2
	"Dodge County, GA"	"13091"	Suppressed	21796	Suppressed
	"Dooly County, GA"	"13093"	Suppressed	14918	Suppressed
	"Dougherty County, GA"	"13095"	Suppressed	94565	Suppressed
	"Douglas County, GA"	"13097"	15	132403	11.3 (Unreliable)
	"Early County, GA"	"13099"	Suppressed	11008	Suppressed
	"Echols County, GA"	"13101"	Suppressed	4034	Suppressed
	"Effingham County, GA"	"13103"	Suppressed	52250	Suppressed
	"Elbert County, GA"	"13105"	Suppressed	20166	Suppressed
	"Emanuel County, GA"	"13107"	Suppressed	22598	Suppressed
	"Evans County, GA"	"13109"	Suppressed	11000	Suppressed
