County_cd,Deaths,State,County_nm,Year,Month
04013,47,AZ,Maricopa,2007,01
04019,19,AZ,Pima,2007,01
06001,18,CA,Alameda,2007,01
06037,65,CA,Los Angeles,2007,01
06059,23,CA,Orange,2007,01
06065,14,CA,Riverside,2007,01
06067,13,CA,Sacramento,2007,01
06073,35,CA,San Diego,2007,01
06075,25,CA,San Francisco,2007,01
06085,11,CA,Santa Clara,2007,01
09003,12,CT,Hartford,2007,01
12011,20,FL,Broward,2007,01
12031,12,FL,Duval,2007,01
12057,15,FL,Hillsborough,2007,01
12086,12,FL,Miami-Dade,2007,01
12099,21,FL,Palm Beach,2007,01
12103,22,FL,Pinellas,2007,01
17031,39,IL,Cook,2007,01
24510,15,MD,Baltimo,2007,01
25009,15,MA,Essex,2007,01
25017,14,MA,Middlesex,2007,01
25025,14,MA,Suffolk,2007,01
25027,10,MA,Worcester,2007,01
26099,16,MI,Macomb,2007,01
26163,26,MI,Wayne,2007,01
29077,14,MO,Greene,2007,01
32003,22,NV,Clark,2007,01
34003,12,NJ,Bergen,2007,01
34007,10,NJ,Camden,2007,01
35001,17,NM,Bernalillo,2007,01
36005,14,NY,Bronx,2007,01
36047,16,NY,Kings,2007,01
36061,10,NY,New York,2007,01
36081,14,NY,Queens,2007,01
36103,11,NY,Suffolk,2007,01
39035,14,OH,Cuyahoga,2007,01
39049,19,OH,Franklin,2007,01
39113,13,OH,Montgomery,2007,01
40109,16,OK,Oklahoma,2007,01
40143,19,OK,Tulsa,2007,01
41051,15,OR,Multnomah,2007,01
42017,10,PA,Bucks,2007,01
42045,12,PA,Delaware,2007,01
42101,26,PA,Philadelphia,2007,01
45045,10,SC,Greenville,2007,01
47037,11,TN,Davidson,2007,01
47157,10,TN,Shelby,2007,01
48029,14,TX,Bexar,2007,01
48113,20,TX,Dallas,2007,01
48201,36,TX,Harris,2007,01
49035,17,UT,Salt Lake,2007,01
51059,10,VA,Fairfax,2007,01
53033,21,WA,King,2007,01
53053,13,WA,Pierce,2007,01
55079,20,WI,Milwaukee,2007,01
04013,40,AZ,Maricopa,2007,02
04019,14,AZ,Pima,2007,02
06001,17,CA,Alameda,2007,02
06019,11,CA,Fresno,2007,02
06037,52,CA,Los Angeles,2007,02
06059,27,CA,Orange,2007,02
06065,14,CA,Riverside,2007,02
06067,21,CA,Sacramento,2007,02
06073,28,CA,San Diego,2007,02
06075,12,CA,San Francisco,2007,02
06085,11,CA,Santa Clara,2007,02
08001,10,CO,Adams,2007,02
08031,13,CO,Denver,2007,02
09009,14,CT,New Haven,2007,02
11001,10,DC,District of C,2007,02
12011,23,FL,Broward,2007,02
12031,12,FL,Duval,2007,02
12057,19,FL,Hillsborough,2007,02
12086,11,FL,Miami-Dade,2007,02
12099,20,FL,Palm Beach,2007,02
12101,13,FL,Pasco,2007,02
12103,28,FL,Pinellas,2007,02
13121,11,GA,Fulton,2007,02
17031,27,IL,Cook,2007,02
18097,11,IN,Marion,2007,02
24510,15,MD,Baltimo,2007,02
25009,13,MA,Essex,2007,02
25017,12,MA,Middlesex,2007,02
25023,11,MA,Plymouth,2007,02
25025,19,MA,Suffolk,2007,02
26099,12,MI,Macomb,2007,02
26163,24,MI,Wayne,2007,02
29077,10,MO,Greene,2007,02
32003,31,NV,Clark,2007,02
35001,17,NM,Bernalillo,2007,02
36005,15,NY,Bronx,2007,02
36047,11,NY,Kings,2007,02
36061,10,NY,New York,2007,02
36081,11,NY,Queens,2007,02
36103,23,NY,Suffolk,2007,02
39035,14,OH,Cuyahoga,2007,02
39049,20,OH,Franklin,2007,02
39061,14,OH,Hamilton,2007,02
39113,14,OH,Montgomery,2007,02
40109,19,OK,Oklahoma,2007,02
40143,13,OK,Tulsa,2007,02
