County_Code,Deaths,Population,State,County_nm
19053,-1,8457,IA,Decatur
19055,-1,17764,IA,Delaware
19057,-1,40325,IA,Des Moines
19059,-1,16667,IA,Dickinson
19061,-1,93653,IA,Dubuque
19063,-1,10302,IA,Emmet
19065,-1,20880,IA,Fayette
19067,-1,16303,IA,Floyd
19069,-1,10680,IA,Franklin
19071,-1,7441,IA,Fremont
19073,-1,9336,IA,Greene
19075,-1,12453,IA,Grundy
19077,-1,10954,IA,Guthrie
19079,-1,15673,IA,Hamilton
19081,-1,11341,IA,Hancock
19083,-1,17534,IA,Hardin
19085,-1,14928,IA,Harrison
19087,-1,20145,IA,Henry
19089,-1,9566,IA,Howard
19091,-1,9815,IA,Humboldt
19093,-1,7089,IA,Ida
19095,-1,16355,IA,Iowa
19097,-1,19848,IA,Jackson
19099,-1,36842,IA,Jasper
19101,-1,16843,IA,Jefferson
19103,-1,130882,IA,Johnson
19105,-1,20638,IA,Jones
19107,-1,10511,IA,Keokuk
19109,-1,15543,IA,Kossuth
19111,-1,35862,IA,Lee
19113,20,211226,IA,Linn
19115,-1,11387,IA,Louisa
19117,-1,8898,IA,Lucas
19119,-1,11581,IA,Lyon
19121,-1,15679,IA,Madison
19123,-1,22381,IA,Mahaska
19125,-1,33309,IA,Marion
19127,-1,40648,IA,Marshall
19129,-1,15059,IA,Mills
19131,-1,10776,IA,Mitchell
19133,-1,9243,IA,Monona
19135,-1,7970,IA,Monroe
19137,-1,10740,IA,Montgomery
19139,-1,42745,IA,Muscatine
19141,-1,14398,IA,O'Brien
19143,-1,6462,IA,Osceola
19145,-1,15932,IA,Page
19147,-1,9421,IA,Palo Alto
19149,-1,24986,IA,Plymouth
19151,-1,7310,IA,Pocahontas
19153,49,430640,IA,Polk
19155,-1,93158,IA,Pottawattamie
19157,-1,18914,IA,Poweshiek
19159,-1,5131,IA,Ringgold
19161,-1,10350,IA,Sac
19163,17,165224,IA,Scott
19165,-1,12167,IA,Shelby
19167,-1,33704,IA,Sioux
19169,-1,89542,IA,Story
19171,-1,17767,IA,Tama
19173,-1,6317,IA,Taylor
19175,-1,12534,IA,Union
19177,-1,7570,IA,Van Buren
19179,-1,35625,IA,Wapello
19181,-1,46225,IA,Warren
19183,-1,21704,IA,Washington
19185,-1,6403,IA,Wayne
19187,10,38013,IA,Webster
19189,-1,10866,IA,Winnebago
19191,-1,21056,IA,Winneshiek
19193,-1,102172,IA,Woodbury
19195,-1,7598,IA,Worth
19197,-1,13229,IA,Wright
20001,-1,13371,KS,Allen
20003,-1,8102,KS,Anderson
20005,-1,16924,KS,Atchison
20007,-1,4861,KS,Barber
20009,-1,27674,KS,Barton
20011,-1,15173,KS,Bourbon
20013,-1,9984,KS,Brown
20015,14,65880,KS,Butler
20017,-1,2790,KS,Chase
20019,-1,3669,KS,Chautauqua
20021,-1,21603,KS,Cherokee
20023,-1,2726,KS,Cheyenne
20025,-1,2215,KS,Clark
20027,-1,8535,KS,Clay
20029,-1,9533,KS,Cloud
20031,-1,8601,KS,Coffey
20033,-1,1891,KS,Comanche
20035,-1,36311,KS,Cowley
20037,-1,39134,KS,Crawford
20039,-1,2961,KS,Decatur
20041,-1,19754,KS,Dickinson
20043,-1,7945,KS,Doniphan
20045,10,110826,KS,Douglas
20047,-1,3037,KS,Edwards
20049,-1,2882,KS,Elk
20051,-1,28452,KS,Ellis
20053,-1,6497,KS,Ellsworth
20055,-1,36776,KS,Finney
20057,-1,33848,KS,Ford
20059,-1,25992,KS,Franklin
20061,-1,34362,KS,Geary
20063,-1,2695,KS,Gove
20065,-1,2597,KS,Graham
20067,-1,7829,KS,Grant
20069,-1,6006,KS,Gray
20071,-1,1247,KS,Greeley
20073,-1,6689,KS,Greenwood
20075,-1,2690,KS,Hamilton
20077,-1,6034,KS,Harper
20079,-1,34684,KS,Harvey
20081,-1,4256,KS,Haskell
20083,-1,1916,KS,Hodgeman
20085,-1,13462,KS,Jackson
20087,-1,19126,KS,Jefferson
20089,-1,3077,KS,Jewell
20091,38,544179,KS,Johnson
20093,-1,3977,KS,Kearny
20095,-1,7858,KS,Kingman
20097,-1,2553,KS,Kiowa
20099,-1,21607,KS,Labette
20101,-1,1750,KS,Lane
20103,-1,76227,KS,Leavenworth
20105,-1,3241,KS,Lincoln
20107,-1,9656,KS,Linn
20109,-1,2756,KS,Logan
20111,-1,33690,KS,Lyon
20113,-1,29180,KS,McPherson
20115,-1,12660,KS,Marion
20117,-1,10117,KS,Marshall
20119,-1,4575,KS,Meade
20121,-1,32787,KS,Miami
20123,-1,6373,KS,Mitchell
20125,-1,35471,KS,Montgomery
20127,-1,5923,KS,Morris
20129,-1,3233,KS,Morton
20131,-1,10178,KS,Nemaha
20133,-1,16512,KS,Neosho
20135,-1,3107,KS,Ness
20137,-1,5671,KS,Norton
20139,-1,16295,KS,Osage
20141,-1,3858,KS,Osborne
20143,-1,6091,KS,Ottawa
20145,-1,6973,KS,Pawnee
20147,-1,5642,KS,Phillips
20149,-1,21604,KS,Pottawatomie
20151,-1,9656,KS,Pratt
20153,-1,2519,KS,Rawlins
20155,-1,64511,KS,Reno
20157,-1,4980,KS,Republic
20159,-1,10083,KS,Rice
20161,-1,71115,KS,Riley
20163,-1,5181,KS,Rooks
20165,-1,3307,KS,Rush
20167,-1,6970,KS,Russell
20169,-1,55606,KS,Saline
20171,-1,4936,KS,Scott
20173,55,498365,KS,Sedgwick
20175,-1,22952,KS,Seward
20177,26,177934,KS,Shawnee
20179,-1,2556,KS,Sheridan
20181,-1,6010,KS,Sherman
20183,-1,3853,KS,Smith
20185,-1,4437,KS,Stafford
20187,-1,2235,KS,Stanton
20189,-1,5724,KS,Stevens
20191,-1,24132,KS,Sumner
20193,-1,7900,KS,Thomas
20195,-1,3001,KS,Trego
20197,-1,7053,KS,Wabaunsee
20199,-1,1485,KS,Wallace
20201,-1,5799,KS,Washington
20203,-1,2234,KS,Wichita
20205,-1,9409,KS,Wilson
20207,-1,3309,KS,Woodson
20209,23,157505,KS,Wyandotte
21001,-1,18656,KY,Adair
21003,-1,19956,KY,Allen
21005,-1,21421,KY,Anderson
21007,-1,8249,KY,Ballard
21009,-1,42173,KY,Barren
21011,-1,11591,KY,Bath
21013,26,28691,KY,Bell
21015,31,118811,KY,Boone
21017,-1,19985,KY,Bourbon
21019,22,49542,KY,Boyd
21021,-1,28432,KY,Boyle
21023,-1,8488,KY,Bracken
21025,12,13878,KY,Breathitt
21027,-1,20059,KY,Breckinridge
21029,11,74319,KY,Bullitt
21031,-1,12690,KY,Butler
21033,-1,12984,KY,Caldwell
21035,-1,37191,KY,Calloway
21037,28,90336,KY,Campbell
21039,-1,5104,KY,Carlisle
21041,-1,10811,KY,Carroll
21043,16,27720,KY,Carter
21045,-1,15955,KY,Casey
21047,-1,73955,KY,Christian
21049,10,35613,KY,Clark
21051,16,21730,KY,Clay
21053,-1,10272,KY,Clinton
21055,-1,9315,KY,Crittenden
21057,-1,6856,KY,Cumberland
21059,16,96656,KY,Daviess
21061,-1,12161,KY,Edmonson
21063,-1,7852,KY,Elliott
21065,-1,14672,KY,Estill
21067,54,295803,KY,Fayette
21069,-1,14348,KY,Fleming
21071,39,39451,KY,Floyd
21073,-1,49285,KY,Franklin
21075,-1,6813,KY,Fulton
21077,-1,8589,KY,Gallatin
21079,-1,16912,KY,Garrard
21081,-1,24662,KY,Grant
21083,-1,37121,KY,Graves
21085,-1,25746,KY,Grayson
21087,-1,11258,KY,Green
21089,13,36910,KY,Greenup
21091,-1,8565,KY,Hancock
21093,17,105543,KY,Hardin
21095,14,29278,KY,Harlan
21097,-1,18846,KY,Harrison
21099,-1,18199,KY,Hart
21101,-1,46250,KY,Henderson
21103,-1,15416,KY,Henry
21105,-1,4902,KY,Hickman
21107,-1,46920,KY,Hopkins
21109,-1,13494,KY,Jackson
21111,113,741096,KY,Jefferson
21113,-1,48586,KY,Jessamine
21115,21,23356,KY,Johnson
21117,67,159720,KY,Kenton
21119,11,16346,KY,Knott
21121,10,31883,KY,Knox
21123,-1,14193,KY,Larue
21125,12,58849,KY,Laurel
21127,-1,15860,KY,Lawrence
21129,-1,7887,KY,Lee
21131,-1,11310,KY,Leslie
21133,16,24519,KY,Letcher
21135,-1,13870,KY,Lewis
21137,-1,24742,KY,Lincoln
21139,-1,9519,KY,Livingston
21141,-1,26835,KY,Logan
21143,-1,8314,KY,Lyon
21145,13,65565,KY,McCracken
21147,-1,18306,KY,McCreary
21149,-1,9531,KY,McLean
21151,22,82916,KY,Madison
21153,-1,13333,KY,Magoffin
21155,-1,19820,KY,Marion
21157,-1,31448,KY,Marshall
21159,-1,12929,KY,Martin
21161,-1,17490,KY,Mason
21163,-1,28602,KY,Meade
21165,-1,6306,KY,Menifee
21167,-1,21331,KY,Mercer
21169,-1,10099,KY,Metcalfe
21171,-1,10963,KY,Monroe
21173,-1,26499,KY,Montgomery
21175,-1,13923,KY,Morgan
21177,-1,31499,KY,Muhlenberg
21179,-1,43437,KY,Nelson
21181,-1,7135,KY,Nicholas
21183,-1,23842,KY,Ohio
21185,-1,60316,KY,Oldham
21187,-1,10841,KY,Owen
21189,-1,4755,KY,Owsley
21191,-1,14877,KY,Pendleton
21193,-1,28712,KY,Perry
21195,36,65024,KY,Pike
21197,16,12613,KY,Powell
21199,-1,63063,KY,Pulaski
21201,-1,2282,KY,Robertson
21203,-1,17056,KY,Rockcastle
21205,-1,23333,KY,Rowan
21207,-1,17565,KY,Russell
21209,-1,47173,KY,Scott
21211,-1,42074,KY,Shelby
21213,-1,17327,KY,Simpson
21215,-1,17061,KY,Spencer
21217,-1,24512,KY,Taylor
21219,-1,12460,KY,Todd
21221,-1,14339,KY,Trigg
21223,-1,8809,KY,Trimble
21225,-1,15007,KY,Union
21227,11,113792,KY,Warren
21229,-1,11717,KY,Washington
21231,-1,20813,KY,Wayne
21233,-1,13621,KY,Webster
21235,19,35637,KY,Whitley
21237,-1,7355,KY,Wolfe
21239,-1,24939,KY,Woodford
22001,21,61773,LA,Acadia
22003,-1,25764,LA,Allen
22005,-1,107215,LA,Ascension
22007,-1,23421,LA,Assumption
22009,-1,42073,LA,Avoyelles
22011,-1,35654,LA,Beauregard
22013,-1,14353,LA,Bienville
22015,12,116979,LA,Bossier
22017,22,254969,LA,Caddo
22019,26,192768,LA,Calcasieu
22021,-1,10132,LA,Caldwell
22023,-1,6839,LA,Cameron
22025,-1,10407,LA,Catahoula
22027,-1,17195,LA,Claiborne
22029,-1,20822,LA,Concordia
22031,-1,26656,LA,De Soto
22033,37,440171,LA,East Baton Rouge
22035,-1,7759,LA,East Carroll
22037,-1,20267,LA,East Feliciana
22039,-1,33984,LA,Evangeline
22041,-1,20767,LA,Franklin
22043,-1,22309,LA,Grant
22045,-1,73240,LA,Iberia
22047,-1,33387,LA,Iberville
22049,-1,16274,LA,Jackson
22051,64,432552,LA,Jefferson
22053,10,31594,LA,Jefferson Davis
22055,32,221578,LA,Lafayette
22057,23,96318,LA,Lafourche
22059,-1,14890,LA,LaSalle
22061,-1,46735,LA,Lincoln
22063,36,128026,LA,Livingston
22065,-1,12093,LA,Madison
22067,-1,27979,LA,Morehouse
22069,-1,39566,LA,Natchitoches
22071,19,343829,LA,Orleans
22073,13,153720,LA,Ouachita
22075,-1,23042,LA,Plaquemines
22077,-1,22802,LA,Pointe Coupee
22079,18,131613,LA,Rapides
22081,-1,9091,LA,Red River
22083,-1,20725,LA,Richland
22085,-1,24233,LA,Sabine
22087,11,35897,LA,St. Bernard
22089,-1,52780,LA,St. Charles
22091,-1,11203,LA,St. Helena
22093,-1,22102,LA,St. James
22095,10,45924,LA,St. John the Baptist
22097,10,83384,LA,St. Landry
22099,-1,52160,LA,St. Martin
22101,-1,54650,LA,St. Mary
22103,47,233740,LA,St. Tammany
22105,30,121097,LA,Tangipahoa
22107,-1,5252,LA,Tensas
22109,23,111860,LA,Terrebonne
22111,-1,22721,LA,Union
22113,-1,57999,LA,Vermilion
22115,-1,52334,LA,Vernon
22117,-1,47168,LA,Washington
22119,-1,41207,LA,Webster
22121,-1,23788,LA,West Baton Rouge
22123,-1,11604,LA,West Carroll
22125,-1,15625,LA,West Feliciana
22127,-1,15313,LA,Winn
23001,15,107702,ME,Androscoggin
23003,-1,71870,ME,Aroostook
23005,28,281674,ME,Cumberland
23007,-1,30768,ME,Franklin
23009,-1,54418,ME,Hancock
23011,15,122151,ME,Kennebec
23013,-1,39736,ME,Knox
23015,-1,34457,ME,Lincoln
23017,-1,57833,ME,Oxford
23019,15,153923,ME,Penobscot
23021,-1,17535,ME,Piscataquis
23023,-1,35293,ME,Sagadahoc
23025,-1,52228,ME,Somerset
23027,-1,38786,ME,Waldo
23029,-1,32856,ME,Washington
23031,21,197131,ME,York
24001,12,75087,MD,Allegany
24003,66,537656,MD,Anne Arundel
24005,129,805029,MD,Baltimore
24009,11,88737,MD,Calvert
24011,-1,33066,MD,Caroline
24013,15,167134,MD,Carroll
24015,28,101108,MD,Cecil
24017,13,146551,MD,Charles
24019,-1,32618,MD,Dorchester
24021,16,233385,MD,Frederick
24023,-1,30097,MD,Garrett
24025,39,244826,MD,Harford
24027,14,287085,MD,Howard
24029,-1,20197,MD,Kent
24031,32,971777,MD,Montgomery
24033,51,863420,MD,Prince George's
24035,-1,47798,MD,Queen Anne's
24037,15,105151,MD,St. Mary's
24039,-1,26470,MD,Somerset
24041,-1,37782,MD,Talbot
24043,18,147430,MD,Washington
24045,10,98733,MD,Wicomico
24047,-1,51454,MD,Worcester
24510,145,620961,MD,Baltimo
25001,28,215888,MA,Barnstable
25003,10,131219,MA,Berkshire
25005,108,548285,MA,Bristol
25007,-1,16535,MA,Dukes
25009,68,743159,MA,Essex
25011,-1,71372,MA,Franklin
25013,61,463490,MA,Hampden
25015,16,158080,MA,Hampshire
25017,127,1503085,MA,Middlesex
25019,-1,10172,MA,Nantucket
25021,79,670850,MA,Norfolk
25023,52,494919,MA,Plymouth
25025,83,722023,MA,Suffolk
25027,98,798552,MA,Worcester
26001,-1,10942,MI,Alcona
26003,-1,9601,MI,Alger
26005,12,111408,MI,Allegan
26007,-1,29598,MI,Alpena
26009,-1,23580,MI,Antrim
26011,-1,15899,MI,Arenac
26013,-1,8860,MI,Baraga
26015,-1,59173,MI,Barry
26017,15,107771,MI,Bay
26019,-1,17525,MI,Benzie
26021,21,156813,MI,Berrien
26023,-1,45248,MI,Branch
26025,33,136146,MI,Calhoun
26027,-1,52293,MI,Cass
26029,-1,25949,MI,Charlevoix
26031,-1,26152,MI,Cheboygan
26033,-1,38520,MI,Chippewa
26035,-1,30926,MI,Clare
26037,-1,75382,MI,Clinton
26039,-1,14074,MI,Crawford
26041,-1,37069,MI,Delta
26043,-1,26168,MI,Dickinson
26045,13,107759,MI,Eaton
26047,-1,32694,MI,Emmet
26049,110,425790,MI,Genesee
26051,-1,25692,MI,Gladwin
26053,-1,16427,MI,Gogebic
26055,12,86986,MI,Grand Traverse
26057,-1,42476,MI,Gratiot
26059,-1,46688,MI,Hillsdale
26061,-1,36628,MI,Houghton
26063,-1,33118,MI,Huron
26065,35,280895,MI,Ingham
26067,10,63905,MI,Ionia
26069,-1,25887,MI,Iosco
26071,-1,11817,MI,Iron
26073,-1,70311,MI,Isabella
26075,10,160248,MI,Jackson
26077,24,250331,MI,Kalamazoo
26079,-1,17153,MI,Kalkaska
26081,57,602622,MI,Kent
26083,-1,2156,MI,Keweenaw
26085,-1,11539,MI,Lake
26087,19,88319,MI,Lapeer
26089,-1,21708,MI,Leelanau
26091,10,99892,MI,Lenawee
26093,19,180967,MI,Livingston
26095,-1,6631,MI,Luce
26097,-1,11113,MI,Mackinac
26099,203,840978,MI,Macomb
26101,-1,24733,MI,Manistee
26103,-1,67077,MI,Marquette
26105,-1,28705,MI,Mason
26107,-1,42798,MI,Mecosta
26109,-1,24029,MI,Menominee
26111,-1,83629,MI,Midland
26113,-1,14849,MI,Missaukee
26115,21,152021,MI,Monroe
26117,-1,63342,MI,Montcalm
26119,-1,9765,MI,Montmorency
26121,39,172188,MI,Muskegon
26123,10,48460,MI,Newaygo
26125,85,1202362,MI,Oakland
26127,-1,26570,MI,Oceana
26129,-1,21699,MI,Ogemaw
26131,-1,6780,MI,Ontonagon
26133,-1,23528,MI,Osceola
26135,-1,8640,MI,Oscoda
26137,-1,24164,MI,Otsego
26139,22,263801,MI,Ottawa
26141,-1,13376,MI,Presque Isle
26143,-1,24449,MI,Roscommon
26145,24,200169,MI,Saginaw
26147,46,163040,MI,St. Clair
26149,-1,61295,MI,St. Joseph
26151,-1,43114,MI,Sanilac
26153,-1,8485,MI,Schoolcraft
26155,19,70648,MI,Shiawassee
26157,-1,55729,MI,Tuscola
26159,18,76258,MI,Van Buren
26161,44,344791,MI,Washtenaw
26163,272,1820584,MI,Wayne
26165,-1,32735,MI,Wexford
27001,-1,16202,MN,Aitkin
27003,36,330844,MN,Anoka
27005,-1,32504,MN,Becker
27007,-1,44442,MN,Beltrami
27009,-1,38451,MN,Benton
27011,-1,5269,MN,Big Stone
27013,-1,64013,MN,Blue Earth
27015,-1,25893,MN,Brown
27017,-1,35386,MN,Carlton
27019,-1,91042,MN,Carver
27021,-1,28567,MN,Cass
27023,-1,12441,MN,Chippewa
27025,-1,53887,MN,Chisago
27027,-1,58999,MN,Clay
27029,-1,8695,MN,Clearwater
27031,-1,5176,MN,Cook
27033,-1,11687,MN,Cottonwood
27035,-1,62500,MN,Crow Wing
27037,33,398552,MN,Dakota
27039,-1,20087,MN,Dodge
27041,-1,36009,MN,Douglas
27043,-1,14553,MN,Faribault
27045,-1,20866,MN,Fillmore
27047,-1,31255,MN,Freeborn
27049,-1,46183,MN,Goodhue
27051,-1,6018,MN,Grant
27053,110,1152425,MN,Hennepin
27055,-1,19027,MN,Houston
27057,-1,20428,MN,Hubbard
27059,-1,37816,MN,Isanti
27061,-1,45058,MN,Itasca
27063,-1,10266,MN,Jackson
27065,-1,16239,MN,Kanabec
27067,-1,42239,MN,Kandiyohi
27069,-1,4552,MN,Kittson
27071,-1,13311,MN,Koochiching
27073,-1,7259,MN,Lac qui Parle
27075,-1,10866,MN,Lake
27077,-1,4045,MN,Lake of the Woods
27079,-1,27703,MN,Le Sueur
27081,-1,5896,MN,Lincoln
27083,-1,25857,MN,Lyon
27085,-1,36651,MN,McLeod
27087,-1,5413,MN,Mahnomen
27089,-1,9439,MN,Marshall
27091,-1,20840,MN,Martin
27093,-1,23300,MN,Meeker
27095,-1,26097,MN,Mille Lacs
27097,-1,33198,MN,Morrison
27099,-1,39163,MN,Mower
27101,-1,8725,MN,Murray
27103,-1,32727,MN,Nicollet
27105,-1,21378,MN,Nobles
27107,-1,6852,MN,Norman
27109,-1,144248,MN,Olmsted
27111,-1,57303,MN,Otter Tail
27113,-1,13930,MN,Pennington
27115,-1,29750,MN,Pine
27117,-1,9596,MN,Pipestone
27119,-1,31600,MN,Polk
27121,-1,10995,MN,Pope
27123,48,508640,MN,Ramsey
27125,-1,4089,MN,Red Lake
27127,-1,16059,MN,Redwood
27129,-1,15730,MN,Renville
27131,-1,64142,MN,Rice
27133,-1,9687,MN,Rock
27135,-1,15629,MN,Roseau
27137,23,200226,MN,St. Louis
27139,-1,129928,MN,Scott
27141,-1,88499,MN,Sherburne
27143,-1,15226,MN,Sibley
27145,-1,150642,MN,Stearns
27147,-1,36576,MN,Steele
27149,-1,9726,MN,Stevens
27151,-1,9783,MN,Swift
27153,-1,24895,MN,Todd
27155,-1,3558,MN,Traverse
27157,-1,21676,MN,Wabasha
27159,-1,13843,MN,Wadena
27161,-1,19136,MN,Waseca
27163,14,238136,MN,Washington
27165,-1,11211,MN,Watonwan
27167,-1,6576,MN,Wilkin
27169,-1,51461,MN,Winona
27171,-1,124700,MN,Wright
27173,-1,10438,MN,Yellow Medicine
28001,-1,32297,MS,Adams
28003,-1,37057,MS,Alcorn
28005,-1,13131,MS,Amite
28007,-1,19564,MS,Attala
28009,-1,8729,MS,Benton
28011,-1,34145,MS,Bolivar
28013,-1,14962,MS,Calhoun
28015,-1,10597,MS,Carroll
28017,-1,17392,MS,Chickasaw
28019,-1,8547,MS,Choctaw
28021,-1,9604,MS,Claiborne
28023,-1,16732,MS,Clarke
28025,-1,20634,MS,Clay
28027,-1,26151,MS,Coahoma
28029,-1,29449,MS,Copiah
28031,-1,19568,MS,Covington
28033,17,161252,MS,DeSoto
28035,-1,74934,MS,Forrest
28037,-1,8118,MS,Franklin
28039,-1,22578,MS,George
28041,-1,14400,MS,Greene
28043,-1,21906,MS,Grenada
28045,14,43929,MS,Hancock
28047,36,187105,MS,Harrison
28049,-1,245285,MS,Hinds
28051,-1,19198,MS,Holmes
28053,-1,9375,MS,Humphreys
28055,-1,1406,MS,Issaquena
28057,-1,23401,MS,Itawamba
28059,42,139668,MS,Jackson
28061,-1,17062,MS,Jasper
28063,-1,7726,MS,Jefferson
28065,-1,12487,MS,Jefferson Davis
28067,-1,67761,MS,Jones
28069,-1,10456,MS,Kemper
28071,-1,47351,MS,Lafayette
28073,-1,55658,MS,Lamar
28075,-1,80261,MS,Lauderdale
28077,-1,12929,MS,Lawrence
28079,-1,23805,MS,Leake
28081,11,82910,MS,Lee
28083,-1,32317,MS,Leflore
28085,-1,34869,MS,Lincoln
28087,-1,59779,MS,Lowndes
28089,-1,95203,MS,Madison
28091,10,27088,MS,Marion
28093,-1,37144,MS,Marshall
28095,-1,36989,MS,Monroe
28097,-1,10925,MS,Montgomery
28099,-1,29676,MS,Neshoba
28101,-1,21720,MS,Newton
28103,-1,11545,MS,Noxubee
28105,-1,47671,MS,Oktibbeha
28107,-1,34707,MS,Panola
28109,16,55834,MS,Pearl River
28111,-1,12250,MS,Perry
28113,-1,40404,MS,Pike
28115,-1,29957,MS,Pontotoc
28117,-1,25276,MS,Prentiss
28119,-1,8223,MS,Quitman
28121,32,141617,MS,Rankin
28123,-1,28264,MS,Scott
28125,-1,4916,MS,Sharkey
28127,-1,27503,MS,Simpson
28129,-1,16491,MS,Smith
28131,-1,17786,MS,Stone
28133,-1,29450,MS,Sunflower
28135,-1,15378,MS,Tallahatchie
28137,-1,28886,MS,Tate
28139,-1,22232,MS,Tippah
28141,-1,19593,MS,Tishomingo
28143,-1,10778,MS,Tunica
28145,-1,27134,MS,Union
28147,-1,15443,MS,Walthall
28149,-1,48773,MS,Warren
28151,-1,51137,MS,Washington
28153,-1,20747,MS,Wayne
28155,-1,10253,MS,Webster
28157,-1,9878,MS,Wilkinson
28159,-1,19198,MS,Winston
28161,-1,12678,MS,Yalobusha
28163,-1,28065,MS,Yazoo
29001,-1,25607,MO,Adair
29003,-1,17291,MO,Andrew
29005,-1,5685,MO,Atchison
29007,-1,25529,MO,Audrain
29009,-1,35597,MO,Barry
29011,-1,12402,MO,Barton
29013,-1,17049,MO,Bates
29015,-1,19056,MO,Benton
29017,-1,12363,MO,Bollinger
29019,23,162642,MO,Boone
29021,-1,89201,MO,Buchanan
29023,-1,42794,MO,Butler
29025,-1,9424,MO,Caldwell
29027,-1,44332,MO,Callaway
29029,-1,44002,MO,Camden
29031,13,75674,MO,Cape Girardeau
29033,-1,9295,MO,Carroll
29035,-1,6265,MO,Carter
29037,11,99478,MO,Cass
29039,-1,13982,MO,Cedar
29041,-1,7831,MO,Chariton
29043,15,77422,MO,Christian
29045,-1,7139,MO,Clark
29047,27,221939,MO,Clay
29049,-1,20743,MO,Clinton
29051,11,75990,MO,Cole
29053,-1,17601,MO,Cooper
29055,-1,24696,MO,Crawford
29057,-1,7883,MO,Dade
29059,-1,16777,MO,Dallas
29061,-1,8433,MO,Daviess
29063,-1,12892,MO,DeKalb
29065,-1,15657,MO,Dent
29067,-1,13684,MO,Douglas
29069,-1,31953,MO,Dunklin
29071,23,101492,MO,Franklin
29073,-1,15222,MO,Gasconade
29075,-1,6738,MO,Gentry
29077,86,275174,MO,Greene
29079,-1,10261,MO,Grundy
29081,-1,8957,MO,Harrison
29083,-1,22272,MO,Henry
29085,-1,9627,MO,Hickory
29087,-1,4912,MO,Holt
29089,-1,10144,MO,Howard
29091,-1,40400,MO,Howell
29093,-1,10630,MO,Iron
29095,112,674158,MO,Jackson
29097,24,117404,MO,Jasper
29099,57,218733,MO,Jefferson
29101,-1,52595,MO,Johnson
29103,-1,4131,MO,Knox
29105,-1,35571,MO,Laclede
29107,-1,33381,MO,Lafayette
29109,-1,38634,MO,Lawrence
29111,-1,10211,MO,Lewis
29113,10,52566,MO,Lincoln
29115,-1,12761,MO,Linn
29117,-1,15195,MO,Livingston
29119,-1,23083,MO,McDonald
29121,-1,15566,MO,Macon
29123,-1,12226,MO,Madison
29125,-1,9176,MO,Maries
29127,-1,28781,MO,Marion
29129,-1,3785,MO,Mercer
29131,-1,24748,MO,Miller
29133,-1,14358,MO,Mississippi
29135,-1,15607,MO,Moniteau
29137,-1,8840,MO,Monroe
29139,-1,12236,MO,Montgomery
29141,-1,20565,MO,Morgan
29143,-1,18956,MO,New Madrid
29145,11,58114,MO,Newton
29147,-1,23370,MO,Nodaway
29149,-1,10881,MO,Oregon
29151,-1,13878,MO,Osage
29153,-1,9723,MO,Ozark
29155,12,18296,MO,Pemiscot
29157,-1,18971,MO,Perry
29159,-1,42201,MO,Pettis
29161,12,45156,MO,Phelps
29163,-1,18516,MO,Pike
29165,10,89322,MO,Platte
29167,10,31137,MO,Polk
29169,-1,52274,MO,Pulaski
29171,-1,4979,MO,Putnam
29173,-1,10167,MO,Ralls
29175,-1,25414,MO,Randolph
29177,-1,23494,MO,Ray
29179,-1,6696,MO,Reynolds
29181,-1,14100,MO,Ripley
29183,51,360485,MO,St. Charles
29185,-1,9805,MO,St. Clair
29186,-1,18145,MO,Ste. Genevieve
29187,14,65359,MO,St. Francois
29189,151,998954,MO,St. Louis
29195,-1,23370,MO,Saline
29197,-1,4431,MO,Schuyler
29199,-1,4843,MO,Scotland
29201,-1,39191,MO,Scott
29203,-1,8441,MO,Shannon
29205,-1,6373,MO,Shelby
29207,-1,29968,MO,Stoddard
29209,-1,32202,MO,Stone
29211,-1,6714,MO,Sullivan
29213,-1,51675,MO,Taney
29215,-1,26008,MO,Texas
29217,-1,21159,MO,Vernon
29219,-1,32513,MO,Warren
29221,-1,25195,MO,Washington
29223,-1,13521,MO,Wayne
29225,-1,36202,MO,Webster
29227,-1,2171,MO,Worth
29229,-1,18815,MO,Wright
29510,76,319294,MO,St. Lou
30001,-1,9246,MT,Beaverhead
30003,-1,12865,MT,Big Horn
30005,-1,6491,MT,Blaine
30007,-1,5612,MT,Broadwater
30009,-1,10078,MT,Carbon
30011,-1,1160,MT,Carter
30013,12,81327,MT,Cascade
30015,-1,5813,MT,Chouteau
30017,-1,11699,MT,Custer
30019,-1,1751,MT,Daniels
30021,-1,8966,MT,Dawson
30023,-1,9298,MT,Deer Lodge
30025,-1,2890,MT,Fallon
30027,-1,11586,MT,Fergus
30029,-1,90928,MT,Flathead
30031,-1,89513,MT,Gallatin
30033,-1,1206,MT,Garfield
30035,-1,13399,MT,Glacier
30037,-1,884,MT,Golden Valley
30039,-1,3079,MT,Granite
30041,-1,16096,MT,Hill
30043,-1,11406,MT,Jefferson
30045,-1,2072,MT,Judith Basin
30047,-1,28746,MT,Lake
30049,-1,63395,MT,Lewis and Clark
30051,-1,2339,MT,Liberty
30053,-1,19687,MT,Lincoln
30055,-1,1734,MT,McCone
30057,-1,7691,MT,Madison
30059,-1,1891,MT,Meagher
30061,-1,4223,MT,Mineral
30063,20,109299,MT,Missoula
30065,-1,4538,MT,Musselshell
30067,-1,15636,MT,Park
30069,-1,494,MT,Petroleum
30071,-1,4253,MT,Phillips
30073,-1,6153,MT,Pondera
30075,-1,1743,MT,Powder River
30077,-1,7027,MT,Powell
