County_cd,Deaths,State,County_nm,Year,Month
48453,14,TX,Travis,2012,04
49035,13,UT,Salt Lake,2012,04
49049,10,UT,Utah,2012,04
53033,15,WA,King,2012,04
53061,12,WA,Snohomish,2012,04
53063,11,WA,Spokane,2012,04
55079,12,WI,Milwaukee,2012,04
04013,64,AZ,Maricopa,2012,05
04019,18,AZ,Pima,2012,05
06001,13,CA,Alameda,2012,05
06013,11,CA,Contra Costa,2012,05
06037,56,CA,Los Angeles,2012,05
06059,31,CA,Orange,2012,05
06065,24,CA,Riverside,2012,05
06067,22,CA,Sacramento,2012,05
06071,11,CA,San Bernardino,2012,05
06073,36,CA,San Diego,2012,05
06075,14,CA,San Francisco,2012,05
06085,13,CA,Santa Clara,2012,05
06097,18,CA,Sonoma,2012,05
08041,11,CO,El Paso,2012,05
09001,12,CT,Fairfield,2012,05
10003,10,DE,New Castle,2012,05
12009,12,FL,Brevard,2012,05
12011,13,FL,Broward,2012,05
12031,22,FL,Duval,2012,05
12057,23,FL,Hillsborough,2012,05
12099,10,FL,Palm Beach,2012,05
12101,14,FL,Pasco,2012,05
12103,16,FL,Pinellas,2012,05
12105,12,FL,Polk,2012,05
12127,10,FL,Volusia,2012,05
13121,10,GA,Fulton,2012,05
17031,56,IL,Cook,2012,05
17043,11,IL,DuPage,2012,05
18097,12,IN,Marion,2012,05
21111,12,KY,Jefferson,2012,05
24005,22,MD,Baltimore,2012,05
24510,15,MD,Baltimo,2012,05
25013,10,MA,Hampden,2012,05
25027,10,MA,Worcester,2012,05
26049,12,MI,Genesee,2012,05
26081,10,MI,Kent,2012,05
26099,14,MI,Macomb,2012,05
26163,22,MI,Wayne,2012,05
27053,12,MN,Hennepin,2012,05
29095,14,MO,Jackson,2012,05
29189,12,MO,St. Louis,2012,05
32003,44,NV,Clark,2012,05
34007,13,NJ,Camden,2012,05
34013,14,NJ,Essex,2012,05
35001,20,NM,Bernalillo,2012,05
36005,15,NY,Bronx,2012,05
36029,11,NY,Erie,2012,05
36047,15,NY,Kings,2012,05
36059,11,NY,Nassau,2012,05
36061,16,NY,New York,2012,05
36081,12,NY,Queens,2012,05
36103,19,NY,Suffolk,2012,05
36119,11,NY,Westchester,2012,05
39017,11,OH,Butler,2012,05
39035,27,OH,Cuyahoga,2012,05
39049,15,OH,Franklin,2012,05
39061,15,OH,Hamilton,2012,05
39113,16,OH,Montgomery,2012,05
40109,27,OK,Oklahoma,2012,05
40143,12,OK,Tulsa,2012,05
42003,25,PA,Allegheny,2012,05
42045,19,PA,Delaware,2012,05
42091,10,PA,Montgomery,2012,05
42101,36,PA,Philadelphia,2012,05
47157,11,TN,Shelby,2012,05
48029,16,TX,Bexar,2012,05
48113,23,TX,Dallas,2012,05
48201,32,TX,Harris,2012,05
48439,22,TX,Tarrant,2012,05
48453,14,TX,Travis,2012,05
49035,16,UT,Salt Lake,2012,05
49049,10,UT,Utah,2012,05
53033,25,WA,King,2012,05
53053,13,WA,Pierce,2012,05
53061,14,WA,Snohomish,2012,05
55079,20,WI,Milwaukee,2012,05
04013,57,AZ,Maricopa,2012,06
04019,19,AZ,Pima,2012,06
06001,13,CA,Alameda,2012,06
06013,10,CA,Contra Costa,2012,06
06029,25,CA,Kern,2012,06
06037,40,CA,Los Angeles,2012,06
06059,24,CA,Orange,2012,06
06065,33,CA,Riverside,2012,06
06067,24,CA,Sacramento,2012,06
06071,14,CA,San Bernardino,2012,06
06073,44,CA,San Diego,2012,06
06075,11,CA,San Francisco,2012,06
06085,17,CA,Santa Clara,2012,06
06087,11,CA,Santa Cruz,2012,06
08001,14,CO,Adams,2012,06
08031,10,CO,Denver,2012,06
11001,11,DC,District of C,2012,06
12009,11,FL,Brevard,2012,06
12011,19,FL,Broward,2012,06
12031,11,FL,Duval,2012,06
12057,10,FL,Hillsborough,2012,06
12095,12,FL,Orange,2012,06
12099,20,FL,Palm Beach,2012,06
12101,14,FL,Pasco,2012,06
12103,17,FL,Pinellas,2012,06
13067,12,GA,Cobb,2012,06
17031,45,IL,Cook,2012,06
18097,18,IN,Marion,2012,06
21111,14,KY,Jefferson,2012,06
24005,15,MD,Baltimore,2012,06
24510,15,MD,Baltimo,2012,06
25005,12,MA,Bristol,2012,06
25009,10,MA,Essex,2012,06
25017,16,MA,Middlesex,2012,06
25027,12,MA,Worcester,2012,06
26099,10,MI,Macomb,2012,06
26163,20,MI,Wayne,2012,06
27053,14,MN,Hennepin,2012,06
29189,16,MO,St. Louis,2012,06
32003,21,NV,Clark,2012,06
34003,10,NJ,Bergen,2012,06
34005,10,NJ,Burlington,2012,06
34007,11,NJ,Camden,2012,06
34025,10,NJ,Monmouth,2012,06
34029,12,NJ,Ocean,2012,06
35001,18,NM,Bernalillo,2012,06
36005,20,NY,Bronx,2012,06
36047,14,NY,Kings,2012,06
36059,14,NY,Nassau,2012,06
36061,13,NY,New York,2012,06
36085,14,NY,Richmond,2012,06
36103,33,NY,Suffolk,2012,06
39035,18,OH,Cuyahoga,2012,06
39049,19,OH,Franklin,2012,06
39061,21,OH,Hamilton,2012,06
39095,12,OH,Lucas,2012,06
39099,10,OH,Mahoning,2012,06
39113,15,OH,Montgomery,2012,06
40109,11,OK,Oklahoma,2012,06
40143,13,OK,Tulsa,2012,06
42003,19,PA,Allegheny,2012,06
42017,10,PA,Bucks,2012,06
42045,12,PA,Delaware,2012,06
42101,49,PA,Philadelphia,2012,06
42129,13,PA,Westmoreland,2012,06
47037,11,TN,Davidson,2012,06
47093,12,TN,Knox,2012,06
47157,15,TN,Shelby,2012,06
48029,15,TX,Bexar,2012,06
48113,16,TX,Dallas,2012,06
48201,45,TX,Harris,2012,06
48453,15,TX,Travis,2012,06
49035,30,UT,Salt Lake,2012,06
53033,22,WA,King,2012,06
55079,14,WI,Milwaukee,2012,06
04013,59,AZ,Maricopa,2012,07
04019,21,AZ,Pima,2012,07
06037,50,CA,Los Angeles,2012,07
06059,26,CA,Orange,2012,07
06065,27,CA,Riverside,2012,07
06067,20,CA,Sacramento,2012,07
06071,11,CA,San Bernardino,2012,07
06073,26,CA,San Diego,2012,07
06075,16,CA,San Francisco,2012,07
06085,11,CA,Santa Clara,2012,07
06099,11,CA,Stanislaus,2012,07
09003,10,CT,Hartford,2012,07
12011,24,FL,Broward,2012,07
12031,10,FL,Duval,2012,07
12057,15,FL,Hillsborough,2012,07
12095,15,FL,Orange,2012,07
12099,15,FL,Palm Beach,2012,07
12103,21,FL,Pinellas,2012,07
12127,11,FL,Volusia,2012,07
15003,13,HI,Honolulu,2012,07
17031,55,IL,Cook,2012,07
17043,10,IL,DuPage,2012,07
18097,16,IN,Marion,2012,07
21111,18,KY,Jefferson,2012,07
22051,12,LA,Jefferson,2012,07
22071,11,LA,Orleans,2012,07
24005,13,MD,Baltimore,2012,07
24510,13,MD,Baltimo,2012,07
25009,11,MA,Essex,2012,07
25017,13,MA,Middlesex,2012,07
25025,12,MA,Suffolk,2012,07
25027,10,MA,Worcester,2012,07
26099,18,MI,Macomb,2012,07
26125,13,MI,Oakland,2012,07
26163,22,MI,Wayne,2012,07
27053,13,MN,Hennepin,2012,07
29189,11,MO,St. Louis,2012,07
29510,10,MO,St. Lou,2012,07
32003,34,NV,Clark,2012,07
32031,10,NV,Washoe,2012,07
34029,14,NJ,Ocean,2012,07
35001,12,NM,Bernalillo,2012,07
36005,10,NY,Bronx,2012,07
36047,22,NY,Kings,2012,07
36059,13,NY,Nassau,2012,07
36061,16,NY,New York,2012,07
36081,10,NY,Queens,2012,07
36103,28,NY,Suffolk,2012,07
39035,21,OH,Cuyahoga,2012,07
39049,15,OH,Franklin,2012,07
39061,13,OH,Hamilton,2012,07
39113,10,OH,Montgomery,2012,07
40109,11,OK,Oklahoma,2012,07
41051,12,OR,Multnomah,2012,07
42003,23,PA,Allegheny,2012,07
42045,14,PA,Delaware,2012,07
42091,13,PA,Montgomery,2012,07
42101,38,PA,Philadelphia,2012,07
42129,15,PA,Westmoreland,2012,07
47037,12,TN,Davidson,2012,07
47093,10,TN,Knox,2012,07
47157,17,TN,Shelby,2012,07
48029,19,TX,Bexar,2012,07
48113,26,TX,Dallas,2012,07
48201,30,TX,Harris,2012,07
48439,17,TX,Tarrant,2012,07
48453,13,TX,Travis,2012,07
49035,23,UT,Salt Lake,2012,07
53033,20,WA,King,2012,07
53053,11,WA,Pierce,2012,07
53061,10,WA,Snohomish,2012,07
53063,10,WA,Spokane,2012,07
55079,11,WI,Milwaukee,2012,07
04013,61,AZ,Maricopa,2012,08
04019,19,AZ,Pima,2012,08
06001,17,CA,Alameda,2012,08
06029,10,CA,Kern,2012,08
06037,72,CA,Los Angeles,2012,08
06059,31,CA,Orange,2012,08
06065,23,CA,Riverside,2012,08
06067,18,CA,Sacramento,2012,08
06073,40,CA,San Diego,2012,08
06075,18,CA,San Francisco,2012,08
06077,11,CA,San Joaquin,2012,08
06111,11,CA,Ventura,2012,08
08031,15,CO,Denver,2012,08
09003,12,CT,Hartford,2012,08
09009,13,CT,New Haven,2012,08
12009,10,FL,Brevard,2012,08
12011,14,FL,Broward,2012,08
12031,10,FL,Duval,2012,08
12057,17,FL,Hillsborough,2012,08
12086,10,FL,Miami-Dade,2012,08
12095,10,FL,Orange,2012,08
12099,20,FL,Palm Beach,2012,08
12103,20,FL,Pinellas,2012,08
15003,10,HI,Honolulu,2012,08
17031,61,IL,Cook,2012,08
17043,13,IL,DuPage,2012,08
17097,10,IL,Lake,2012,08
17197,10,IL,Will,2012,08
18097,19,IN,Marion,2012,08
19153,10,IA,Polk,2012,08
21111,16,KY,Jefferson,2012,08
24005,15,MD,Baltimore,2012,08
24510,25,MD,Baltimo,2012,08
25005,12,MA,Bristol,2012,08
25025,10,MA,Suffolk,2012,08
26099,16,MI,Macomb,2012,08
26163,32,MI,Wayne,2012,08
29099,10,MO,Jefferson,2012,08
29189,14,MO,St. Louis,2012,08
32003,34,NV,Clark,2012,08
34007,10,NJ,Camden,2012,08
34023,10,NJ,Middlesex,2012,08
35001,11,NM,Bernalillo,2012,08
36005,14,NY,Bronx,2012,08
36047,22,NY,Kings,2012,08
36059,11,NY,Nassau,2012,08
36061,35,NY,New York,2012,08
36103,33,NY,Suffolk,2012,08
36119,10,NY,Westchester,2012,08
39035,22,OH,Cuyahoga,2012,08
39049,21,OH,Franklin,2012,08
39061,15,OH,Hamilton,2012,08
39095,12,OH,Lucas,2012,08
39113,15,OH,Montgomery,2012,08
40109,19,OK,Oklahoma,2012,08
41051,10,OR,Multnomah,2012,08
42003,18,PA,Allegheny,2012,08
42017,15,PA,Bucks,2012,08
42045,11,PA,Delaware,2012,08
42091,11,PA,Montgomery,2012,08
42101,39,PA,Philadelphia,2012,08
47093,12,TN,Knox,2012,08
47157,12,TN,Shelby,2012,08
48029,22,TX,Bexar,2012,08
48113,22,TX,Dallas,2012,08
48121,10,TX,Denton,2012,08
48201,34,TX,Harris,2012,08
48439,12,TX,Tarrant,2012,08
49035,13,UT,Salt Lake,2012,08
53033,25,WA,King,2012,08
53061,10,WA,Snohomish,2012,08
55079,16,WI,Milwaukee,2012,08
04013,55,AZ,Maricopa,2012,09
04019,23,AZ,Pima,2012,09
06013,14,CA,Contra Costa,2012,09
06029,13,CA,Kern,2012,09
06037,53,CA,Los Angeles,2012,09
06059,27,CA,Orange,2012,09
06065,20,CA,Riverside,2012,09
06073,31,CA,San Diego,2012,09
06075,10,CA,San Francisco,2012,09
06111,18,CA,Ventura,2012,09
09009,12,CT,New Haven,2012,09
11001,10,DC,District of C,2012,09
12011,27,FL,Broward,2012,09
12057,11,FL,Hillsborough,2012,09
12086,13,FL,Miami-Dade,2012,09
12095,11,FL,Orange,2012,09
12099,17,FL,Palm Beach,2012,09
12103,20,FL,Pinellas,2012,09
13121,10,GA,Fulton,2012,09
17031,44,IL,Cook,2012,09
18097,16,IN,Marion,2012,09
21111,18,KY,Jefferson,2012,09
24005,14,MD,Baltimore,2012,09
24510,19,MD,Baltimo,2012,09
25005,10,MA,Bristol,2012,09
25009,12,MA,Essex,2012,09
25017,12,MA,Middlesex,2012,09
25021,10,MA,Norfolk,2012,09
26099,15,MI,Macomb,2012,09
26163,27,MI,Wayne,2012,09
27053,10,MN,Hennepin,2012,09
29189,11,MO,St. Louis,2012,09
32003,32,NV,Clark,2012,09
32031,10,NV,Washoe,2012,09
34003,12,NJ,Bergen,2012,09
34017,13,NJ,Hudson,2012,09
35001,16,NM,Bernalillo,2012,09
36005,10,NY,Bronx,2012,09
36047,11,NY,Kings,2012,09
36059,10,NY,Nassau,2012,09
36061,15,NY,New York,2012,09
36081,19,NY,Queens,2012,09
36103,20,NY,Suffolk,2012,09
36119,10,NY,Westchester,2012,09
37119,11,NC,Mecklenburg,2012,09
39035,19,OH,Cuyahoga,2012,09
39049,18,OH,Franklin,2012,09
39061,11,OH,Hamilton,2012,09
39095,15,OH,Lucas,2012,09
39113,17,OH,Montgomery,2012,09
40109,12,OK,Oklahoma,2012,09
40143,16,OK,Tulsa,2012,09
41051,13,OR,Multnomah,2012,09
42003,30,PA,Allegheny,2012,09
42017,12,PA,Bucks,2012,09
42045,12,PA,Delaware,2012,09
42101,31,PA,Philadelphia,2012,09
44007,13,RI,Providence,2012,09
47037,11,TN,Davidson,2012,09
48113,32,TX,Dallas,2012,09
48201,35,TX,Harris,2012,09
48439,19,TX,Tarrant,2012,09
48453,18,TX,Travis,2012,09
49035,18,UT,Salt Lake,2012,09
53033,28,WA,King,2012,09
53053,12,WA,Pierce,2012,09
55079,24,WI,Milwaukee,2012,09
01097,10,AL,Mobile,2012,10
04013,52,AZ,Maricopa,2012,10
04019,20,AZ,Pima,2012,10
06029,12,CA,Kern,2012,10
06037,64,CA,Los Angeles,2012,10
06059,22,CA,Orange,2012,10
06065,14,CA,Riverside,2012,10
06067,18,CA,Sacramento,2012,10
06073,33,CA,San Diego,2012,10
06077,12,CA,San Joaquin,2012,10
06085,15,CA,Santa Clara,2012,10
06111,10,CA,Ventura,2012,10
08001,10,CO,Adams,2012,10
08005,10,CO,Arapahoe,2012,10
08031,12,CO,Denver,2012,10
12009,10,FL,Brevard,2012,10
12011,24,FL,Broward,2012,10
12031,15,FL,Duval,2012,10
12057,16,FL,Hillsborough,2012,10
12099,21,FL,Palm Beach,2012,10
12103,17,FL,Pinellas,2012,10
17031,43,IL,Cook,2012,10
17043,11,IL,DuPage,2012,10
18097,17,IN,Marion,2012,10
21037,10,KY,Campbell,2012,10
21111,16,KY,Jefferson,2012,10
24003,10,MD,Anne Arundel,2012,10
24005,10,MD,Baltimore,2012,10
24510,13,MD,Baltimo,2012,10
25017,16,MA,Middlesex,2012,10
26099,17,MI,Macomb,2012,10
26125,15,MI,Oakland,2012,10
26163,36,MI,Wayne,2012,10
27053,10,MN,Hennepin,2012,10
29095,13,MO,Jackson,2012,10
29189,14,MO,St. Louis,2012,10
32003,31,NV,Clark,2012,10
34005,10,NJ,Burlington,2012,10
34007,13,NJ,Camden,2012,10
34025,10,NJ,Monmouth,2012,10
34029,12,NJ,Ocean,2012,10
35001,18,NM,Bernalillo,2012,10
36005,13,NY,Bronx,2012,10
36047,20,NY,Kings,2012,10
36059,15,NY,Nassau,2012,10
36081,13,NY,Queens,2012,10
36085,11,NY,Richmond,2012,10
36103,25,NY,Suffolk,2012,10
39035,14,OH,Cuyahoga,2012,10
39049,16,OH,Franklin,2012,10
39113,16,OH,Montgomery,2012,10
39153,12,OH,Summit,2012,10
40109,15,OK,Oklahoma,2012,10
40143,10,OK,Tulsa,2012,10
42003,28,PA,Allegheny,2012,10
42017,10,PA,Bucks,2012,10
42045,13,PA,Delaware,2012,10
42079,10,PA,Luzerne,2012,10
42091,16,PA,Montgomery,2012,10
42101,44,PA,Philadelphia,2012,10
47157,11,TN,Shelby,2012,10
48029,14,TX,Bexar,2012,10
48113,28,TX,Dallas,2012,10
48201,21,TX,Harris,2012,10
48439,18,TX,Tarrant,2012,10
48453,10,TX,Travis,2012,10
49035,22,UT,Salt Lake,2012,10
49049,10,UT,Utah,2012,10
53033,24,WA,King,2012,10
53053,17,WA,Pierce,2012,10
55079,13,WI,Milwaukee,2012,10
01073,11,AL,Jefferson,2012,11
04013,45,AZ,Maricopa,2012,11
04019,15,AZ,Pima,2012,11
04025,10,AZ,Yavapai,2012,11
06001,16,CA,Alameda,2012,11
06013,14,CA,Contra Costa,2012,11
06029,13,CA,Kern,2012,11
06037,65,CA,Los Angeles,2012,11
06059,15,CA,Orange,2012,11
06065,31,CA,Riverside,2012,11
06067,13,CA,Sacramento,2012,11
06073,31,CA,San Diego,2012,11
06077,10,CA,San Joaquin,2012,11
06085,10,CA,Santa Clara,2012,11
09003,10,CT,Hartford,2012,11
09009,12,CT,New Haven,2012,11
12009,10,FL,Brevard,2012,11
12011,21,FL,Broward,2012,11
12031,14,FL,Duval,2012,11
12057,11,FL,Hillsborough,2012,11
12071,11,FL,Lee,2012,11
12095,17,FL,Orange,2012,11
12099,20,FL,Palm Beach,2012,11
12103,18,FL,Pinellas,2012,11
12105,10,FL,Polk,2012,11
12115,10,FL,Sarasota,2012,11
15003,11,HI,Honolulu,2012,11
17031,51,IL,Cook,2012,11
18097,17,IN,Marion,2012,11
22051,13,LA,Jefferson,2012,11
24005,10,MD,Baltimore,2012,11
24510,14,MD,Baltimo,2012,11
25005,10,MA,Bristol,2012,11
25017,14,MA,Middlesex,2012,11
25025,12,MA,Suffolk,2012,11
26099,10,MI,Macomb,2012,11
26163,17,MI,Wayne,2012,11
27053,10,MN,Hennepin,2012,11
29189,12,MO,St. Louis,2012,11
