County_cd,Deaths,Population,State,County_nm
01123,-1,41144,AL,Tallapoosa
01125,31,198581,AL,Tuscaloosa
01127,23,66211,AL,Walker
01129,-1,17115,AL,Washington
01131,-1,11355,AL,Wilcox
01133,-1,24171,AL,Winston
02013,-1,3285,AK,Aleutians East 
02016,-1,5688,AK,Aleutians West Cens
02020,62,298527,AK,Anchorage 
02050,-1,17695,AK,Bethel Cens
02060,-1,983,AK,Bristol Bay 
02068,-1,1913,AK,Denali 
02070,-1,4963,AK,Dillingham Cens
02090,10,100330,AK,Fairbanks North Star 
02100,-1,2572,AK,Haines 
02105,Missing,Missing,AK,Hoonah-Angoon Cens
02110,-1,32434,AK,Juneau 
02122,12,56952,AK,Kenai Peninsula 
02130,-1,13711,AK,Ketchikan Gateway 
02150,-1,14051,AK,Kodiak Island 
02164,-1,1644,AK,Lake and Peninsula 
02170,24,93791,AK,Matanuska-Susitna 
02180,-1,9873,AK,Nome Cens
02185,-1,9662,AK,North Slope 
02188,-1,7721,AK,Northwest Arctic 
02195,Missing,Missing,AK,Petersburg Borough/Cens
02198,Missing,Missing,AK,Prince of Wales-Hyder Cens
02201,-1,6375,AK,Prince of Wales-Outer Ketchikan Cens
02220,-1,9048,AK,Sitka 
02230,Missing,Missing,AK,Skagway Munic
02232,-1,3121,AK,Skagway-Hoonah-Angoon Cens
02240,-1,7179,AK,Southeast Fairbanks Cens
02261,-1,9729,AK,Valdez-Cordova Cens
02270,-1,7792,AK,Wade Hampton Cens
02275,Missing,Missing,AK,Wrangell City and 
02280,-1,5665,AK,Wrangell-Petersburg Cens
02282,-1,657,AK,Yakutat 
02290,-1,5728,AK,Yukon-Koyukuk Cens
04001,-1,72968,AZ,Apache
04003,24,131843,AZ,Cochise
04005,11,135999,AZ,Coconino
04007,11,53036,AZ,Gila
04009,-1,36958,AZ,Graham
04011,-1,8763,AZ,Greenlee
04012,-1,20365,AZ,La Paz
04013,631,3942959,AZ,Maricopa
04015,67,203126,AZ,Mohave
04017,20,107037,AZ,Navajo
04019,214,992490,AZ,Pima
04021,45,382259,AZ,Pinal
04023,-1,47321,AZ,Santa Cruz
04025,66,212350,AZ,Yavapai
04027,33,202160,AZ,Yuma
05001,-1,18978,AR,Arkansas
05003,-1,21491,AR,Ashley
05005,-1,41068,AR,Baxter
05007,30,234243,AR,Benton
05009,-1,37356,AR,Boone
05011,-1,11273,AR,Bradley
05013,-1,5306,AR,Calhoun
05015,-1,27574,AR,Carroll
05017,-1,11473,AR,Chicot
05019,-1,22807,AR,Clark
05021,-1,15568,AR,Clay
05023,-1,25824,AR,Cleburne
05025,-1,8615,AR,Cleveland
05027,-1,24429,AR,Columbia
05029,-1,21205,AR,Conway
05031,10,99948,AR,Craighead
05033,-1,61940,AR,Crawford
05035,-1,50065,AR,Crittenden
05037,-1,17651,AR,Cross
05039,-1,7979,AR,Dallas
05041,-1,12575,AR,Desha
05043,-1,18762,AR,Drew
05045,15,118534,AR,Faulkner
05047,-1,17957,AR,Franklin
05049,-1,12246,AR,Fulton
05051,24,96794,AR,Garland
05053,-1,18026,AR,Grant
05055,-1,43166,AR,Greene
05057,-1,22346,AR,Hempstead
05059,-1,33457,AR,Hot Spring
05061,-1,13693,AR,Howard
05063,-1,36925,AR,Independence
05065,-1,13522,AR,Izard
05067,-1,17649,AR,Jackson
05069,-1,74618,AR,Jefferson
05071,-1,25911,AR,Johnson
05073,-1,7441,AR,Lafayette
05075,-1,17047,AR,Lawrence
05077,-1,10162,AR,Lee
05079,-1,14139,AR,Lincoln
05081,-1,12920,AR,Little River
05083,-1,22018,AR,Logan
05085,-1,70101,AR,Lonoke
05087,-1,15619,AR,Madison
05089,-1,16616,AR,Marion
05091,-1,43649,AR,Miller
05093,-1,45531,AR,Mississippi
05095,-1,7843,AR,Monroe
05097,-1,9320,AR,Montgomery
05099,-1,8911,AR,Nevada
05101,-1,8087,AR,Newton
05103,-1,25405,AR,Ouachita
05105,-1,10336,AR,Perry
05107,-1,20762,AR,Phillips
05109,-1,11270,AR,Pike
05111,-1,24293,AR,Poinsett
05113,-1,20440,AR,Polk
05115,-1,62631,AR,Pope
05117,-1,8460,AR,Prairie
05119,47,388905,AR,Pulaski
05121,-1,17854,AR,Randolph
05123,-1,27907,AR,St. Francis
05125,17,111758,AR,Saline
05127,-1,10986,AR,Scott
05129,-1,7988,AR,Searcy
05131,29,127418,AR,Sebastian
05133,-1,17153,AR,Sevier
05135,-1,17061,AR,Sharp
05137,-1,12610,AR,Stone
05139,-1,40864,AR,Union
05141,-1,17167,AR,Van Buren
05143,16,211497,AR,Washington
05145,-1,78670,AR,White
05147,-1,7068,AR,Woodruff
05149,-1,21804,AR,Yell
06001,134,1555542,CA,Alameda
06003,-1,1123,CA,Alpine
06005,10,37089,CA,Amador
06007,71,221180,CA,Butte
06009,-1,44760,CA,Calaveras
06011,-1,21323,CA,Colusa
06013,123,1078242,CA,Contra Costa
06015,-1,28212,CA,Del Norte
06017,35,180558,CA,El Dorado
06019,79,946844,CA,Fresno
06021,-1,27938,CA,Glenn
06023,48,134663,CA,Humboldt
06025,20,177287,CA,Imperial
06027,-1,18408,CA,Inyo
06029,159,855808,CA,Kern
06031,-1,151042,CA,Kings
06033,23,63942,CA,Lake
06035,-1,33662,CA,Lassen
06037,683,9953555,CA,Los Angeles
06039,25,151947,CA,Madera
06041,37,256064,CA,Marin
06043,-1,17858,CA,Mariposa
06045,-1,87409,CA,Mendocino
06047,37,261430,CA,Merced
06049,-1,9328,CA,Modoc
06051,-1,14325,CA,Mono
06053,43,425799,CA,Monterey
06055,16,138898,CA,Napa
06057,25,98305,CA,Nevada
06059,320,3084935,CA,Orange
06061,38,361018,CA,Placer
06063,-1,19327,CA,Plumas
06065,286,2264919,CA,Riverside
06067,206,1447236,CA,Sacramento
06069,-1,56799,CA,San Benito
06071,128,2077247,CA,San Bernardino
06073,424,3181513,CA,San Diego
06075,137,828816,CA,San Francisco
06077,105,700611,CA,San Joaquin
06079,39,274487,CA,San Luis Obispo
06081,58,739982,CA,San Mateo
06083,42,430638,CA,Santa Barbara
06085,142,1838988,CA,Santa Clara
06087,53,266435,CA,Santa Cruz
06089,52,178430,CA,Shasta
06091,-1,3076,CA,Sierra
06093,-1,44147,CA,Siskiyou
06095,29,419881,CA,Solano
06097,66,490509,CA,Sonoma
06099,73,521360,CA,Stanislaus
06101,12,94362,CA,Sutter
06103,12,63133,CA,Tehama
06105,-1,13500,CA,Trinity
06107,28,450701,CA,Tulare
06109,12,54134,CA,Tuolumne
06111,113,834519,CA,Ventura
06113,22,204929,CA,Yolo
06115,-1,72901,CA,Yuba
08001,96,460472,CO,Adams
08003,-1,16141,CO,Alamosa
08005,87,596066,CO,Arapahoe
08007,-1,12113,CO,Archuleta
08009,-1,3762,CO,Baca
08011,-1,5811,CO,Bent
08013,35,305350,CO,Boulder
08014,-1,58930,CO,Broomfield
08015,-1,18105,CO,Chaffee
08017,-1,1873,CO,Cheyenne
08019,-1,9075,CO,Clear Creek
08021,-1,8279,CO,Conejos
08023,-1,3603,CO,Costilla
08025,-1,5418,CO,Crowley
08027,-1,4241,CO,Custer
08029,-1,30438,CO,Delta
08031,126,633563,CO,Denver
08033,-1,1998,CO,Dolores
08035,30,298754,CO,Douglas
08037,-1,51942,CO,Eagle
08039,-1,23400,CO,Elbert
08041,100,645641,CO,El Paso
08043,-1,47122,CO,Fremont
08045,-1,56709,CO,Garfield
08047,-1,5453,CO,Gilpin
08049,-1,14147,CO,Grand
08051,-1,15425,CO,Gunnison
08053,-1,797,CO,Hinsdale
08055,-1,6582,CO,Huerfano
08057,-1,1347,CO,Jackson
08059,81,546080,CO,Jefferson
08061,-1,1438,CO,Kiowa
08063,-1,8107,CO,Kit Carson
08065,-1,7280,CO,Lake
08067,10,52356,CO,La Plata
08069,42,310965,CO,Larimer
08071,-1,14967,CO,Las Animas
08073,-1,5442,CO,Lincoln
08075,-1,21846,CO,Logan
08077,26,147471,CO,Mesa
08079,-1,710,CO,Mineral
08081,-1,13164,CO,Moffat
08083,-1,25437,CO,Montezuma
08085,-1,40678,CO,Montrose
08087,-1,28331,CO,Morgan
08089,-1,18689,CO,Otero
08091,-1,4546,CO,Ouray
08093,-1,16037,CO,Park
08095,-1,4382,CO,Phillips
08097,-1,17223,CO,Pitkin
08099,-1,12408,CO,Prowers
08101,36,160397,CO,Pueblo
08103,-1,6796,CO,Rio Blanco
08105,-1,11882,CO,Rio Grande
08107,-1,23285,CO,Routt
08109,-1,6305,CO,Saguache
08111,-1,691,CO,San Juan
08113,-1,7578,CO,San Miguel
08115,-1,2372,CO,Sedgwick
08117,-1,28223,CO,Summit
08119,-1,23373,CO,Teller
08121,-1,4737,CO,Washington
08123,28,263997,CO,Weld
08125,-1,10117,CO,Yuma
09001,81,934931,CT,Fairfield
09003,116,897420,CT,Hartford
09005,25,187487,CT,Litchfield
09007,29,165512,CT,Middlesex
09009,109,864177,CT,New Haven
09011,48,274267,CT,New London
09013,17,152006,CT,Tolland
09015,15,117995,CT,Windham
10001,32,167605,DE,Kent
10003,81,546041,DE,New Castle
10005,28,203347,DE,Sussex
11001,77,635327,DC,District of C
12001,24,251587,FL,Alachua
12003,-1,27055,FL,Baker
12005,19,172029,FL,Bay
12007,-1,27141,FL,Bradford
12009,116,547753,FL,Brevard
12011,234,1816552,FL,Broward
12013,-1,14717,FL,Calhoun
12015,-1,162937,FL,Charlotte
12017,41,139341,FL,Citrus
12019,35,194260,FL,Clay
12021,40,332332,FL,Collier
12023,17,67949,FL,Columbia
12027,-1,34781,FL,DeSoto
12029,-1,16074,FL,Dixie
12031,166,880870,FL,Duval
12033,33,304218,FL,Escambia
12035,12,98605,FL,Flagler
12037,-1,11637,FL,Franklin
12039,-1,46574,FL,Gadsden
12041,-1,16886,FL,Gilchrist
12043,-1,13007,FL,Glades
12045,-1,15669,FL,Gulf
12047,-1,14732,FL,Hamilton
12049,-1,27379,FL,Hardee
12051,-1,37777,FL,Hendry
12053,31,173110,FL,Hernando
12055,12,98045,FL,Highlands
12057,190,1281677,FL,Hillsborough
12059,-1,19739,FL,Holmes
12061,21,140650,FL,Indian River
12063,-1,49011,FL,Jackson
12065,-1,14204,FL,Jefferson
12067,-1,8811,FL,Lafayette
12069,30,303437,FL,Lake
12071,67,644096,FL,Lee
12073,13,283808,FL,Leon
12075,16,39935,FL,Levy
12077,-1,8247,FL,Liberty
12079,-1,18939,FL,Madison
12081,48,334096,FL,Manatee
12083,51,334294,FL,Marion
12085,19,148945,FL,Martin
12086,135,2607979,FL,Miami-Dade
12087,11,74833,FL,Monroe
12089,18,74638,FL,Nassau
12091,22,190254,FL,Okaloosa
12093,11,39287,FL,Okeechobee
12095,135,1202048,FL,Orange
12097,36,289501,FL,Osceola
12099,193,1354987,FL,Palm Beach
12101,112,470762,FL,Pasco
12103,231,922075,FL,Pinellas
12105,84,615294,FL,Polk
12107,-1,73021,FL,Putnam
12109,20,202308,FL,St. Johns
12111,40,283726,FL,St. Lucie
12113,19,158366,FL,Santa Rosa
12115,72,386135,FL,Sarasota
12117,48,431487,FL,Seminole
12119,-1,102790,FL,Sumter
12121,-1,43492,FL,Suwannee
12123,-1,22762,FL,Taylor
12125,-1,15235,FL,Union
12127,86,497279,FL,Volusia
12129,-1,30805,FL,Wakulla
12131,10,57330,FL,Walton
12133,-1,24856,FL,Washington
13001,-1,18379,GA,Appling
13003,-1,8255,GA,Atkinson
13005,-1,11188,GA,Bacon
13007,-1,3365,GA,Baker
13009,-1,46484,GA,Baldwin
13011,-1,18233,GA,Banks
13013,11,70161,GA,Barrow
13015,16,100488,GA,Bartow
13017,-1,17570,GA,Ben Hill
13019,-1,19160,GA,Berrien
13021,10,156189,GA,Bibb
13023,-1,12909,GA,Bleckley
13025,-1,18539,GA,Brantley
13027,-1,15648,GA,Brooks
13029,-1,32272,GA,Bryan
13031,-1,73162,GA,Bulloch
13033,-1,23131,GA,Burke
13035,-1,23426,GA,Butts
13037,-1,6489,GA,Calhoun
13039,-1,51407,GA,Camden
13043,-1,11126,GA,Candler
13045,16,111444,GA,Carroll
13047,20,65004,GA,Catoosa
13049,-1,13332,GA,Charlton
13051,26,276521,GA,Chatham
13053,-1,12632,GA,Chattahoochee
13055,-1,25629,GA,Chattooga
13057,24,220788,GA,Cherokee
13059,14,120174,GA,Clarke
13061,-1,3104,GA,Clay
13063,31,266073,GA,Clayton
13065,-1,6732,GA,Clinch
13067,82,707629,GA,Cobb
13069,-1,43140,GA,Coffee
13071,-1,46163,GA,Colquitt
13073,16,132518,GA,Columbia
13075,-1,16908,GA,Cook
13077,17,130793,GA,Coweta
13079,-1,12659,GA,Crawford
13081,-1,23555,GA,Crisp
13083,-1,16534,GA,Dade
13085,-1,22371,GA,Dawson
13087,-1,27494,GA,Decatur
13089,50,708800,GA,DeKalb
13091,-1,21343,GA,Dodge
13093,-1,14344,GA,Dooly
13095,12,94590,GA,Dougherty
13097,10,133804,GA,Douglas
13099,-1,10615,GA,Early
13101,-1,4010,GA,Echols
13103,-1,53400,GA,Effingham
13105,-1,19596,GA,Elbert
13107,-1,22852,GA,Emanuel
13109,-1,10664,GA,Evans
13111,-1,23476,GA,Fannin
13113,-1,107463,GA,Fayette
13115,15,96065,GA,Floyd
13117,15,187613,GA,Forsyth
13119,-1,21955,GA,Franklin
13121,95,975321,GA,Fulton
13123,-1,28210,GA,Gilmer
13125,-1,3126,GA,Glascock
13127,11,81026,GA,Glynn
13129,-1,55674,GA,Gordon
13131,-1,25352,GA,Grady
13133,-1,16169,GA,Greene
13135,50,839357,GA,Gwinnett
13137,-1,43478,GA,Habersham
13139,24,184929,GA,Hall
13141,-1,9050,GA,Hancock
13143,-1,28390,GA,Haralson
13145,-1,32611,GA,Harris
13147,-1,25582,GA,Hart
13149,-1,11657,GA,Heard
13151,19,208275,GA,Henry
13153,-1,146340,GA,Houston
13155,-1,9642,GA,Irwin
13157,11,60448,GA,Jackson
13159,-1,13586,GA,Jasper
13161,-1,15134,GA,Jeff Davis
13163,-1,16414,GA,Jefferson
13165,-1,9143,GA,Jenkins
13167,-1,9894,GA,Johnson
13169,-1,28778,GA,Jones
13171,-1,18055,GA,Lamar
13173,-1,10480,GA,Lanier
13175,-1,48004,GA,Laurens
13177,-1,28748,GA,Lee
13179,-1,65426,GA,Liberty
13181,-1,7752,GA,Lincoln
13183,-1,16164,GA,Long
13185,-1,114214,GA,Lowndes
13187,-1,30705,GA,Lumpkin
13189,-1,21666,GA,McDuffie
13191,-1,13842,GA,McIntosh
13193,-1,14304,GA,Macon
13195,-1,28050,GA,Madison
13197,-1,8736,GA,Marion
13199,-1,21325,GA,Meriwether
13201,-1,5971,GA,Miller
13205,-1,23126,GA,Mitchell
13207,-1,26741,GA,Monroe
13209,-1,8964,GA,Montgomery
13211,-1,17823,GA,Morgan
13213,10,39392,GA,Murray
13215,22,199466,GA,Muscogee
13217,-1,101122,GA,Newton
13219,-1,33526,GA,Oconee
13221,-1,14620,GA,Oglethorpe
13223,27,145025,GA,Paulding
13225,-1,27504,GA,Peach
13227,-1,29327,GA,Pickens
13229,-1,18861,GA,Pierce
13231,-1,17795,GA,Pike
13233,-1,41105,GA,Polk
13235,-1,11692,GA,Pulaski
13237,-1,21149,GA,Putnam
13239,-1,2407,GA,Quitman
13241,-1,16314,GA,Rabun
13243,-1,7317,GA,Randolph
13245,32,201856,GA,Richmond
13247,12,85625,GA,Rockdale
13249,-1,4986,GA,Schley
13251,-1,14193,GA,Screven
13253,-1,8908,GA,Seminole
13255,16,63727,GA,Spalding
13257,-1,25701,GA,Stephens
13259,-1,6127,GA,Stewart
13261,-1,31641,GA,Sumter
13263,-1,6546,GA,Talbot
13265,-1,1670,GA,Taliaferro
13267,-1,25313,GA,Tattnall
13269,-1,8381,GA,Taylor
13271,-1,16418,GA,Telfair
13273,-1,9244,GA,Terrell
13275,-1,44615,GA,Thomas
13277,-1,40998,GA,Tift
13279,-1,27136,GA,Toombs
13281,-1,10504,GA,Towns
13283,-1,6753,GA,Treutlen
13285,-1,68432,GA,Troup
13287,-1,8435,GA,Turner
13289,-1,8513,GA,Twiggs
13291,-1,21477,GA,Union
13293,-1,26626,GA,Upson
13295,13,68191,GA,Walker
13297,17,84882,GA,Walton
13299,-1,35859,GA,Ware
13301,-1,5568,GA,Warren
13303,-1,20864,GA,Washington
13305,-1,30362,GA,Wayne
13307,-1,2792,GA,Webster
13309,-1,7911,GA,Wheeler
13311,-1,27591,GA,White
13313,18,103193,GA,Whitfield
13315,-1,8977,GA,Wilcox
13317,-1,10058,GA,Wilkes
13319,-1,9548,GA,Wilkinson
13321,-1,21375,GA,Worth
15001,18,188765,HI,Hawaii
15003,103,975909,HI,Honolulu
15005,-1,89,HI,Kalawao
15007,-1,68558,HI,Kauai
15009,29,158499,HI,Maui
16001,42,408899,ID,Ada
16003,-1,3909,ID,Adams
16005,19,83806,ID,Bannock
16007,-1,5901,ID,Bear Lake
16009,-1,9125,ID,Benewah
16011,-1,45526,ID,Bingham
16013,-1,21107,ID,Blaine
16015,-1,6800,ID,Boise
16017,-1,40436,ID,Bonner
16019,18,106874,ID,Bonneville
16021,-1,10838,ID,Boundary
16023,-1,2722,ID,Butte
16025,-1,1080,ID,Camas
16027,16,193742,ID,Canyon
16029,-1,6773,ID,Caribou
16031,-1,23291,ID,Cassia
16033,-1,874,ID,Clark
16035,-1,8579,ID,Clearwater
16037,-1,4349,ID,Custer
16039,-1,26265,ID,Elmore
16041,-1,12826,ID,Franklin
16043,-1,12986,ID,Fremont
16045,-1,16688,ID,Gem
16047,-1,15238,ID,Gooding
16049,-1,16407,ID,Idaho
16051,-1,26658,ID,Jefferson
16053,-1,22491,ID,Jerome
16055,12,142311,ID,Kootenai
16057,-1,38187,ID,Latah
16059,-1,7778,ID,Lemhi
16061,-1,3839,ID,Lewis
16063,-1,5260,ID,Lincoln
16065,-1,37728,ID,Madison
16067,-1,20113,ID,Minidoka
16069,-1,39562,ID,Nez Perce
16071,-1,4233,ID,Oneida
16073,-1,11398,ID,Owyhee
16075,-1,22672,ID,Payette
16077,-1,7809,ID,Power
16079,-1,12739,ID,Shoshone
16081,-1,10083,ID,Teton
16083,-1,78440,ID,Twin Falls
16085,-1,9515,ID,Valley
16087,-1,10054,ID,Washington
17001,-1,67164,IL,Adams
17003,-1,7712,IL,Alexander
17005,-1,17508,IL,Bond
17007,-1,53802,IL,Boone
17009,-1,6894,IL,Brown
17011,-1,34350,IL,Bureau
17013,-1,5021,IL,Calhoun
17015,-1,15075,IL,Carroll
17017,-1,13411,IL,Cass
17019,19,203937,IL,Champaign
17021,-1,34520,IL,Christian
17023,-1,16301,IL,Clark
17025,-1,13717,IL,Clay
17027,-1,38071,IL,Clinton
17029,-1,53344,IL,Coles
17031,615,5230016,IL,Cook
17033,-1,19621,IL,Crawford
17035,-1,10942,IL,Cumberland
17037,10,104276,IL,DeKalb
17039,-1,16497,IL,De Witt
17041,-1,19822,IL,Douglas
17043,110,927668,IL,DuPage
17045,-1,18174,IL,Edgar
17047,-1,6726,IL,Edwards
17049,-1,34351,IL,Effingham
17051,-1,22130,IL,Fayette
17053,-1,13982,IL,Ford
17055,-1,39874,IL,Franklin
17057,-1,36624,IL,Fulton
17059,-1,5419,IL,Gallatin
17061,-1,13631,IL,Greene
17063,15,50168,IL,Grundy
17065,-1,8372,IL,Hamilton
17067,-1,18893,IL,Hancock
17069,-1,4263,IL,Hardin
17071,-1,7049,IL,Henderson
17073,-1,50160,IL,Henry
17075,-1,29300,IL,Iroquois
17077,-1,58962,IL,Jackson
17079,-1,9646,IL,Jasper
17081,-1,38666,IL,Jefferson
17083,-1,22732,IL,Jersey
17085,-1,22496,IL,Jo Daviess
17087,-1,12912,IL,Johnson
17089,52,521431,IL,Kane
17091,-1,112976,IL,Kankakee
17093,10,118344,IL,Kendall
17095,-1,52302,IL,Knox
17097,85,701220,IL,Lake
17099,22,113109,IL,LaSalle
17101,-1,16682,IL,Lawrence
17103,-1,35114,IL,Lee
17105,10,38553,IL,Livingston
17107,-1,30388,IL,Logan
17109,-1,32516,IL,McDonough
17111,46,307529,IL,McHenry
17113,26,172560,IL,McLean
17115,11,110083,IL,Macon
17117,-1,47179,IL,Macoupin
17119,62,268083,IL,Madison
17121,-1,38919,IL,Marion
17123,-1,12274,IL,Marshall
17125,-1,14346,IL,Mason
17127,-1,15149,IL,Massac
17129,-1,12726,IL,Menard
17131,-1,16190,IL,Mercer
17133,-1,33321,IL,Monroe
17135,-1,29605,IL,Montgomery
17137,-1,35365,IL,Morgan
17139,-1,14984,IL,Moultrie
17141,-1,52834,IL,Ogle
17143,30,187121,IL,Peoria
17145,-1,21862,IL,Perry
17147,-1,16523,IL,Piatt
17149,-1,16261,IL,Pike
17151,-1,4333,IL,Pope
17153,-1,5968,IL,Pulaski
17155,-1,5880,IL,Putnam
17157,-1,32987,IL,Randolph
17159,-1,16182,IL,Richland
17161,14,147638,IL,Rock Island
17163,48,268612,IL,St. Clair
17165,-1,24970,IL,Saline
17167,36,199269,IL,Sangamon
17169,-1,7458,IL,Schuyler
17171,-1,5293,IL,Scott
17173,-1,22252,IL,Shelby
17175,-1,5937,IL,Stark
17177,-1,46938,IL,Stephenson
17179,27,136111,IL,Tazewell
17181,-1,17639,IL,Union
17183,12,80774,IL,Vermilion
17185,-1,11722,IL,Wabash
17187,-1,17736,IL,Warren
17189,-1,14618,IL,Washington
17191,-1,16624,IL,Wayne
17193,-1,14562,IL,White
17195,-1,57786,IL,Whiteside
17197,76,682091,IL,Will
17199,10,66793,IL,Williamson
17201,82,291934,IL,Winnebago
17203,-1,38943,IL,Woodford
18001,-1,34439,IN,Adams
18003,43,360753,IN,Allen
18005,-1,78927,IN,Bartholomew
18007,-1,8812,IN,Benton
18009,-1,12535,IN,Blackford
18011,10,59070,IN,Boone
18013,-1,15051,IN,Brown
18015,-1,20129,IN,Carroll
18017,-1,38710,IN,Cass
18019,32,111912,IN,Clark
18021,-1,26825,IN,Clay
18023,-1,32942,IN,Clinton
18025,-1,10650,IN,Crawford
18027,-1,32139,IN,Daviess
18029,13,49751,IN,Dearborn
18031,-1,26049,IN,Decatur
18033,-1,42304,IN,De Kalb
18035,18,117090,IN,Delaware
18037,-1,42090,IN,Dubois
18039,19,199172,IN,Elkhart
18041,-1,23953,IN,Fayette
18043,15,75344,IN,Floyd
18045,-1,17103,IN,Fountain
18047,-1,22993,IN,Franklin
18049,-1,20655,IN,Fulton
18051,-1,33565,IN,Gibson
18053,24,69198,IN,Grant
18055,-1,33001,IN,Greene
18057,23,289681,IN,Hamilton
18059,-1,70645,IN,Hancock
18061,-1,39064,IN,Harrison
18063,18,150773,IN,Hendricks
18065,-1,49256,IN,Henry
18067,22,82914,IN,Howard
18069,-1,36993,IN,Huntington
18071,11,43028,IN,Jackson
18073,-1,33473,IN,Jasper
18075,-1,21368,IN,Jay
18077,-1,32510,IN,Jefferson
18079,-1,28182,IN,Jennings
18081,21,143535,IN,Johnson
18083,-1,38019,IN,Knox
18085,11,77731,IN,Kosciusko
18087,-1,37651,IN,Lagrange
18089,35,493071,IN,Lake
18091,19,111201,IN,La Porte
18093,-1,46032,IN,Lawrence
18095,45,130243,IN,Madison
18097,192,918692,IN,Marion
18099,-1,46972,IN,Marshall
18101,-1,10314,IN,Martin
18103,-1,36504,IN,Miami
18105,23,141311,IN,Monroe
18107,19,38171,IN,Montgomery
18109,23,69204,IN,Morgan
18111,-1,14062,IN,Newton
18113,-1,47429,IN,Noble
18115,-1,6107,IN,Ohio
18117,-1,19677,IN,Orange
18119,-1,21362,IN,Owen
18121,-1,17089,IN,Parke
18123,-1,19416,IN,Perry
18125,-1,12716,IN,Pike
18127,30,165772,IN,Porter
18129,-1,25627,IN,Posey
18131,-1,13060,IN,Pulaski
18133,-1,37725,IN,Putnam
18135,-1,25856,IN,Randolph
18137,-1,28571,IN,Ripley
18139,-1,17133,IN,Rush
18141,33,266612,IN,St. Joseph
18143,14,23769,IN,Scott
18145,-1,44345,IN,Shelby
18147,-1,20866,IN,Spencer
18149,-1,23195,IN,Starke
18151,-1,34164,IN,Steuben
18153,-1,21216,IN,Sullivan
18155,-1,10395,IN,Switzerland
18157,26,178430,IN,Tippecanoe
18159,-1,15728,IN,Tipton
18161,-1,7334,IN,Union
18163,42,181031,IN,Vanderburgh
18165,-1,15941,IN,Vermillion
18167,-1,108528,IN,Vigo
18169,-1,32437,IN,Wabash
18171,-1,8391,IN,Warren
18173,-1,60458,IN,Warrick
18175,11,27911,IN,Washington
18177,-1,68304,IN,Wayne
18179,-1,27713,IN,Wells
18181,-1,24390,IN,White
18183,-1,33283,IN,Whitley
19001,-1,7493,IA,Adair
19003,-1,3905,IA,Adams
19005,-1,14134,IA,Allamakee
19007,-1,12702,IA,Appanoose
19009,-1,5883,IA,Audubon
19011,-1,25855,IA,Benton
19013,-1,131761,IA,Black Hawk
19015,-1,26228,IA,Boone
19017,-1,24477,IA,Bremer
19019,-1,20964,IA,Buchanan
19021,-1,20543,IA,Buena Vista
19023,-1,14991,IA,Butler
19025,-1,9924,IA,Calhoun
19027,-1,20685,IA,Carroll
19029,-1,13711,IA,Cass
19031,-1,18402,IA,Cedar
19033,-1,43723,IA,Cerro Gordo
19035,-1,11959,IA,Cherokee
19037,-1,12284,IA,Chickasaw
19039,-1,9351,IA,Clarke
19041,-1,16576,IA,Clay
19043,-1,17926,IA,Clayton
19045,-1,48716,IA,Clinton
19047,-1,17325,IA,Crawford
19049,-1,72271,IA,Dallas
19051,-1,8697,IA,Davis
19053,-1,8255,IA,Decatur
19055,-1,17578,IA,Delaware
19057,-1,40265,IA,Des Moines
