County_cd,Deaths,Population,State,County_nm
12055,12,97788,FL,Highlands
12057,186,1171826,FL,Hillsborough
12059,-1,19824,FL,Holmes
12061,25,131463,FL,Indian River
12063,-1,48265,FL,Jackson
12065,-1,14461,FL,Jefferson
12067,-1,8341,FL,Lafayette
12069,19,281329,FL,Lake
12071,98,582678,FL,Lee
12073,13,263076,FL,Leon
12075,-1,39447,FL,Levy
12077,-1,8011,FL,Liberty
12079,-1,19299,FL,Madison
12081,57,313771,FL,Manatee
12083,65,316310,FL,Marion
12085,23,141802,FL,Martin
12086,144,2405911,FL,Miami-Dade
12087,20,73793,FL,Monroe
12089,12,67823,FL,Nassau
12091,33,184071,FL,Okaloosa
12093,-1,39668,FL,Okeechobee
12095,110,1083429,FL,Orange
12097,23,242081,FL,Osceola
12099,211,1284489,FL,Palm Beach
12101,101,439529,FL,Pasco
12103,217,924182,FL,Pinellas
12105,71,568324,FL,Polk
12107,-1,74663,FL,Putnam
12109,11,168480,FL,St. Johns
12111,34,255251,FL,St. Lucie
12113,33,142983,FL,Santa Rosa
12115,83,371361,FL,Sarasota
12117,47,413218,FL,Seminole
12119,-1,76202,FL,Sumter
12121,-1,39533,FL,Suwannee
12123,-1,20793,FL,Taylor
12125,-1,14873,FL,Union
12127,81,494748,FL,Volusia
12129,-1,27785,FL,Wakulla
12131,17,51145,FL,Walton
12133,-1,22860,FL,Washington
13001,-1,17725,GA,Appling
13003,-1,8197,GA,Atkinson
13005,-1,10682,GA,Bacon
13007,-1,3877,GA,Baker
13009,-1,46513,GA,Baldwin
13011,-1,17076,GA,Banks
13013,10,61395,GA,Barrow
13015,10,92983,GA,Bartow
13017,-1,17525,GA,Ben Hill
13019,-1,18051,GA,Berrien
13021,-1,154510,GA,Bibb
13023,-1,12553,GA,Bleckley
13025,-1,16895,GA,Brantley
13027,-1,16309,GA,Brooks
13029,-1,27346,GA,Bryan
13031,-1,64304,GA,Bulloch
13033,-1,22875,GA,Burke
13035,-1,22669,GA,Butts
13037,-1,6350,GA,Calhoun
13039,-1,47086,GA,Camden
13043,-1,10388,GA,Candler
13045,16,105853,GA,Carroll
13047,12,61095,GA,Catoosa
13049,-1,12089,GA,Charlton
13051,20,246896,GA,Chatham
13053,-1,11828,GA,Chattahoochee
13055,-1,25640,GA,Chattooga
13057,14,193241,GA,Cherokee
13059,-1,112074,GA,Clarke
13061,-1,3232,GA,Clay
13063,18,258552,GA,Clayton
13065,-1,6828,GA,Clinch
13067,59,661913,GA,Cobb
13069,-1,40702,GA,Coffee
13071,-1,43700,GA,Colquitt
13073,10,110845,GA,Columbia
13075,-1,16622,GA,Cook
13077,-1,113749,GA,Coweta
13079,-1,12943,GA,Crawford
13081,-1,22718,GA,Crisp
13083,-1,16411,GA,Dade
13085,-1,20660,GA,Dawson
13087,-1,27835,GA,Decatur
13089,35,676687,GA,DeKalb
13091,-1,20954,GA,Dodge
13093,-1,13719,GA,Dooly
13095,-1,94418,GA,Dougherty
13097,18,119918,GA,Douglas
13099,-1,11648,GA,Early
13101,-1,3913,GA,Echols
13103,-1,47823,GA,Effingham
13105,-1,20631,GA,Elbert
13107,-1,22091,GA,Emanuel
13109,-1,10889,GA,Evans
13111,-1,22758,GA,Fannin
13113,-1,104099,GA,Fayette
13115,19,95165,GA,Floyd
13117,-1,147228,GA,Forsyth
13119,-1,21956,GA,Franklin
13121,86,845181,GA,Fulton
13123,-1,27665,GA,Gilmer
13125,-1,2893,GA,Glascock
13127,13,74870,GA,Glynn
13129,-1,52161,GA,Gordon
13131,-1,24384,GA,Grady
13133,-1,15587,GA,Greene
13135,47,740267,GA,Gwinnett
13137,-1,40616,GA,Habersham
13139,20,166524,GA,Hall
13141,-1,9650,GA,Hancock
13143,-1,28121,GA,Haralson
13145,-1,29289,GA,Harris
13147,-1,24764,GA,Hart
13149,-1,11553,GA,Heard
13151,20,180304,GA,Henry
13153,-1,128978,GA,Houston
13155,-1,9852,GA,Irwin
13157,-1,54037,GA,Jackson
13159,-1,13370,GA,Jasper
13161,-1,14028,GA,Jeff Davis
13163,-1,16889,GA,Jefferson
13165,-1,8533,GA,Jenkins
13167,-1,9638,GA,Johnson
13169,-1,27563,GA,Jones
13171,-1,17115,GA,Lamar
13173,-1,8509,GA,Lanier
13175,-1,47287,GA,Laurens
13177,-1,27365,GA,Lee
13179,-1,63047,GA,Liberty
13181,-1,8198,GA,Lincoln
13183,-1,12152,GA,Long
13185,-1,100592,GA,Lowndes
13187,-1,27300,GA,Lumpkin
13189,-1,21564,GA,McDuffie
13191,-1,12950,GA,McIntosh
13193,-1,14364,GA,Macon
13195,-1,27347,GA,Madison
13197,-1,8089,GA,Marion
13199,-1,22694,GA,Meriwether
13201,-1,6104,GA,Miller
13205,-1,23579,GA,Mitchell
13207,-1,24924,GA,Monroe
13209,-1,9165,GA,Montgomery
13211,-1,17316,GA,Morgan
13213,-1,40173,GA,Murray
13215,-1,189464,GA,Muscogee
13217,-1,90647,GA,Newton
13219,-1,29720,GA,Oconee
13221,-1,14030,GA,Oglethorpe
13223,20,122635,GA,Paulding
13225,-1,25510,GA,Peach
13227,-1,28169,GA,Pickens
13229,-1,17502,GA,Pierce
13231,-1,16590,GA,Pike
13233,-1,40372,GA,Polk
13235,-1,11183,GA,Pulaski
13237,-1,20368,GA,Putnam
13239,-1,2545,GA,Quitman
13241,-1,16090,GA,Rabun
13243,-1,7786,GA,Randolph
13245,25,196449,GA,Richmond
13247,11,79911,GA,Rockdale
13249,-1,4374,GA,Schley
13251,-1,14884,GA,Screven
13253,-1,8869,GA,Seminole
13255,-1,61971,GA,Spalding
13257,-1,25488,GA,Stephens
13259,-1,5627,GA,Stewart
13261,-1,32785,GA,Sumter
13263,-1,6959,GA,Talbot
13265,-1,1863,GA,Taliaferro
13267,-1,23417,GA,Tattnall
13269,-1,8798,GA,Taylor
13271,-1,15401,GA,Telfair
13273,-1,9969,GA,Terrell
13275,-1,43901,GA,Thomas
13277,-1,39503,GA,Tift
13279,-1,26851,GA,Toombs
13281,-1,10281,GA,Towns
13283,-1,6771,GA,Treutlen
13285,-1,63897,GA,Troup
13287,-1,9133,GA,Turner
13289,-1,9715,GA,Twiggs
13291,-1,20460,GA,Union
13293,-1,27349,GA,Upson
13295,-1,66343,GA,Walker
13297,-1,77057,GA,Walton
13299,-1,35624,GA,Ware
13301,-1,6038,GA,Warren
13303,-1,20805,GA,Washington
13305,-1,28929,GA,Wayne
13307,-1,2630,GA,Webster
13309,-1,6954,GA,Wheeler
13311,-1,25575,GA,White
13313,13,96408,GA,Whitfield
13315,-1,8868,GA,Wilcox
13317,-1,10586,GA,Wilkes
13319,-1,9793,GA,Wilkinson
13321,-1,21783,GA,Worth
15001,14,173536,HI,Hawaii
15003,64,926954,HI,Honolulu
15005,-1,109,HI,Kalawao
15007,-1,63465,HI,Kauai
15009,-1,145667,HI,Maui
16001,40,363498,ID,Ada
16003,-1,3788,ID,Adams
16005,-1,78491,ID,Bannock
16007,-1,6071,ID,Bear Lake
16009,-1,9260,ID,Benewah
16011,-1,43396,ID,Bingham
16013,-1,21082,ID,Blaine
16015,-1,7151,ID,Boise
16017,-1,40127,ID,Bonner
16019,-1,94756,ID,Bonneville
16021,-1,10530,ID,Boundary
16023,-1,2786,ID,Butte
16025,-1,1073,ID,Camas
16027,-1,172188,ID,Canyon
16029,-1,6886,ID,Caribou
16031,-1,21281,ID,Cassia
16033,-1,947,ID,Clark
16035,-1,8776,ID,Clearwater
16037,-1,4155,ID,Custer
16039,-1,25927,ID,Elmore
16041,-1,12085,ID,Franklin
16043,-1,12770,ID,Fremont
16045,-1,16632,ID,Gem
16047,-1,14749,ID,Gooding
16049,-1,15638,ID,Idaho
16051,-1,22439,ID,Jefferson
16053,-1,20111,ID,Jerome
16055,18,129510,ID,Kootenai
16057,-1,36251,ID,Latah
16059,-1,7795,ID,Lemhi
16061,-1,3712,ID,Lewis
16063,-1,4762,ID,Lincoln
16065,-1,34984,ID,Madison
16067,-1,19046,ID,Minidoka
16069,-1,38513,ID,Nez Perce
16071,-1,4146,ID,Oneida
16073,-1,11114,ID,Owyhee
16075,-1,21916,ID,Payette
16077,-1,7564,ID,Power
16079,-1,13014,ID,Shoshone
16081,-1,8270,ID,Teton
16083,-1,71974,ID,Twin Falls
16085,-1,9480,ID,Valley
16087,-1,10025,ID,Washington
17001,-1,67106,IL,Adams
17003,-1,8730,IL,Alexander
17005,-1,18004,IL,Bond
17007,-1,51797,IL,Boone
17009,-1,6875,IL,Brown
17011,-1,35183,IL,Bureau
17013,-1,5174,IL,Calhoun
17015,-1,15866,IL,Carroll
17017,-1,13611,IL,Cass
17019,10,193844,IL,Champaign
17021,-1,35076,IL,Christian
17023,-1,16669,IL,Clark
17025,-1,14061,IL,Clay
17027,-1,37051,IL,Clinton
17029,-1,53359,IL,Coles
17031,755,5165495,IL,Cook
17033,-1,19966,IL,Crawford
17035,-1,11103,IL,Cumberland
17037,-1,101437,IL,DeKalb
17039,-1,16792,IL,De Witt
17041,-1,20111,IL,Douglas
17043,70,908685,IL,DuPage
17045,-1,18986,IL,Edgar
17047,-1,6694,IL,Edwards
17049,-1,34289,IL,Effingham
17051,-1,21925,IL,Fayette
17053,-1,14096,IL,Ford
17055,-1,39560,IL,Franklin
17057,-1,37387,IL,Fulton
17059,-1,5980,IL,Gallatin
17061,-1,14167,IL,Greene
17063,-1,46534,IL,Grundy
17065,-1,8497,IL,Hamilton
17067,-1,19412,IL,Hancock
17069,-1,4508,IL,Hardin
17071,-1,7614,IL,Henderson
17073,-1,50392,IL,Henry
17075,-1,30308,IL,Iroquois
17077,-1,60170,IL,Jackson
17079,-1,9807,IL,Jasper
17081,-1,39545,IL,Jefferson
17083,-1,22736,IL,Jersey
17085,-1,22828,IL,Jo Daviess
17087,-1,12889,IL,Johnson
17089,27,485179,IL,Kane
17091,11,109735,IL,Kankakee
17093,-1,90740,IL,Kendall
17095,-1,53196,IL,Knox
17097,63,689891,IL,Lake
17099,21,113139,IL,LaSalle
17101,-1,16730,IL,Lawrence
17103,-1,35905,IL,Lee
17105,-1,38978,IL,Livingston
17107,-1,30562,IL,Logan
17109,-1,32868,IL,McDonough
17111,21,300630,IL,McHenry
17113,-1,162925,IL,McLean
17115,-1,110808,IL,Macon
17117,-1,48176,IL,Macoupin
17119,35,266164,IL,Madison
17121,-1,40037,IL,Marion
17123,-1,12896,IL,Marshall
17125,-1,15153,IL,Mason
17127,-1,15397,IL,Massac
17129,-1,12570,IL,Menard
17131,-1,16642,IL,Mercer
17133,-1,31644,IL,Monroe
17135,-1,30378,IL,Montgomery
17137,-1,35966,IL,Morgan
17139,-1,14565,IL,Moultrie
17141,-1,53358,IL,Ogle
17143,20,183446,IL,Peoria
17145,-1,22692,IL,Perry
17147,-1,16682,IL,Piatt
17149,-1,16632,IL,Pike
17151,-1,4397,IL,Pope
17153,-1,6434,IL,Pulaski
17155,-1,5931,IL,Putnam
17157,-1,33688,IL,Randolph
17159,-1,16171,IL,Richland
17161,-1,147131,IL,Rock Island
17163,20,263445,IL,St. Clair
17165,-1,25482,IL,Saline
17167,12,193317,IL,Sangamon
17169,-1,7513,IL,Schuyler
17171,-1,5392,IL,Scott
17173,-1,22379,IL,Shelby
17175,-1,6156,IL,Stark
17177,-1,47917,IL,Stephenson
17179,12,131804,IL,Tazewell
17181,-1,18082,IL,Union
17183,11,82715,IL,Vermilion
17185,-1,12354,IL,Wabash
17187,-1,17839,IL,Warren
17189,-1,15008,IL,Washington
17191,-1,16829,IL,Wayne
17193,-1,14942,IL,White
17195,-1,59033,IL,Whiteside
17197,57,650779,IL,Will
17199,-1,64424,IL,Williamson
17201,44,289405,IL,Winnebago
17203,-1,37385,IL,Woodford
18001,-1,33887,IN,Adams
18003,27,346314,IN,Allen
18005,10,74508,IN,Bartholomew
18007,-1,8871,IN,Benton
18009,-1,13161,IN,Blackford
18011,-1,52750,IN,Boone
18013,-1,15329,IN,Brown
18015,-1,20179,IN,Carroll
18017,-1,39255,IN,Cass
18019,13,104148,IN,Clark
18021,-1,27096,IN,Clay
18023,-1,33298,IN,Clinton
18025,-1,11008,IN,Crawford
18027,-1,30469,IN,Daviess
18029,-1,48879,IN,Dearborn
18031,-1,25469,IN,Decatur
18033,-1,41594,IN,De Kalb
18035,22,117326,IN,Delaware
18037,-1,41589,IN,Dubois
18039,-1,195047,IN,Elkhart
18041,-1,24508,IN,Fayette
18043,11,72358,IN,Floyd
18045,-1,17459,IN,Fountain
18047,-1,23122,IN,Franklin
18049,-1,20563,IN,Fulton
18051,-1,33429,IN,Gibson
18053,-1,70448,IN,Grant
18055,-1,33223,IN,Greene
18057,20,244738,IN,Hamilton
18059,-1,65402,IN,Hancock
18061,-1,37766,IN,Harrison
18063,10,132350,IN,Hendricks
18065,15,48375,IN,Henry
18067,22,83943,IN,Howard
18069,-1,37601,IN,Huntington
18071,-1,41725,IN,Jackson
18073,-1,32419,IN,Jasper
18075,-1,21564,IN,Jay
18077,-1,32287,IN,Jefferson
18079,-1,28320,IN,Jennings
18081,14,130512,IN,Johnson
18083,-1,38399,IN,Knox
18085,-1,76358,IN,Kosciusko
18087,-1,36613,IN,Lagrange
18089,32,491432,IN,Lake
18091,11,109641,IN,La Porte
18093,-1,46165,IN,Lawrence
18095,42,131240,IN,Madison
18097,114,878515,IN,Marion
18099,-1,46851,IN,Marshall
18101,-1,10344,IN,Martin
18103,-1,37745,IN,Miami
18105,16,130677,IN,Monroe
18107,11,38040,IN,Montgomery
18109,-1,68308,IN,Morgan
18111,-1,14326,IN,Newton
18113,-1,47470,IN,Noble
18115,-1,6022,IN,Ohio
18117,-1,19666,IN,Orange
18119,-1,21871,IN,Owen
18121,-1,17376,IN,Parke
18123,-1,19202,IN,Perry
18125,-1,13016,IN,Pike
18127,18,158595,IN,Porter
18129,-1,26348,IN,Posey
18131,-1,13713,IN,Pulaski
18133,-1,37768,IN,Putnam
18135,-1,26415,IN,Randolph
18137,-1,28352,IN,Ripley
18139,-1,17723,IN,Rush
18141,19,265496,IN,St. Joseph
18143,-1,23982,IN,Scott
18145,-1,43812,IN,Shelby
18147,-1,20977,IN,Spencer
18149,-1,23362,IN,Starke
18151,-1,34044,IN,Steuben
18153,-1,21540,IN,Sullivan
18155,-1,10151,IN,Switzerland
18157,12,163010,IN,Tippecanoe
18159,-1,16326,IN,Tipton
18161,-1,7432,IN,Union
18163,25,176822,IN,Vanderburgh
18165,-1,16585,IN,Vermillion
18167,23,106509,IN,Vigo
18169,11,33665,IN,Wabash
18171,-1,8625,IN,Warren
18173,-1,56746,IN,Warrick
18175,-1,28164,IN,Washington
18177,13,69642,IN,Wayne
18179,-1,27872,IN,Wells
18181,-1,24830,IN,White
18183,-1,32597,IN,Whitley
19001,-1,7924,IA,Adair
19003,-1,4224,IA,Adams
19005,-1,14378,IA,Allamakee
19007,-1,13319,IA,Appanoose
19009,-1,6265,IA,Audubon
19011,-1,26137,IA,Benton
19013,-1,127486,IA,Black Hawk
19015,-1,26471,IA,Boone
19017,-1,24054,IA,Bremer
19019,-1,20957,IA,Buchanan
19021,-1,19909,IA,Buena Vista
19023,-1,14931,IA,Butler
19025,-1,10093,IA,Calhoun
19027,-1,20832,IA,Carroll
19029,-1,14021,IA,Cass
19031,-1,18332,IA,Cedar
19033,-1,44531,IA,Cerro Gordo
19035,-1,12215,IA,Cherokee
19037,-1,12603,IA,Chickasaw
19039,-1,9196,IA,Clarke
19041,-1,16812,IA,Clay
19043,-1,18272,IA,Clayton
19045,-1,49487,IA,Clinton
19047,-1,16868,IA,Crawford
19049,-1,56158,IA,Dallas
19051,-1,8619,IA,Davis
