County_cd,Deaths,State,County_nm,Year,Month
01073,10,AL,Jefferson,2009,01
04013,12,AZ,Maricopa,2009,01
06001,14,CA,Alameda,2009,01
06013,16,CA,Contra Costa,2009,01
06019,11,CA,Fresno,2009,01
06029,11,CA,Kern,2009,01
06037,61,CA,Los Angeles,2009,01
06059,34,CA,Orange,2009,01
06065,16,CA,Riverside,2009,01
06067,21,CA,Sacramento,2009,01
06071,11,CA,San Bernardino,2009,01
06073,41,CA,San Diego,2009,01
06075,11,CA,San Francisco,2009,01
06077,16,CA,San Joaquin,2009,01
06083,10,CA,Santa Barbara,2009,01
06085,12,CA,Santa Clara,2009,01
08031,12,CO,Denver,2009,01
09009,12,CT,New Haven,2009,01
12011,30,FL,Broward,2009,01
12031,19,FL,Duval,2009,01
12057,27,FL,Hillsborough,2009,01
12086,16,FL,Miami-Dade,2009,01
12099,22,FL,Palm Beach,2009,01
12101,13,FL,Pasco,2009,01
12103,23,FL,Pinellas,2009,01
12127,11,FL,Volusia,2009,01
17031,43,IL,Cook,2009,01
18097,20,IN,Marion,2009,01
21111,10,KY,Jefferson,2009,01
24005,12,MD,Baltimore,2009,01
25017,13,MA,Middlesex,2009,01
25025,15,MA,Suffolk,2009,01
25027,11,MA,Worcester,2009,01
26099,19,MI,Macomb,2009,01
26163,31,MI,Wayne,2009,01
29189,14,MO,St. Louis,2009,01
32003,32,NV,Clark,2009,01
32031,11,NV,Washoe,2009,01
35001,14,NM,Bernalillo,2009,01
36047,17,NY,Kings,2009,01
36059,13,NY,Nassau,2009,01
36081,11,NY,Queens,2009,01
36103,12,NY,Suffolk,2009,01
36119,10,NY,Westchester,2009,01
40109,14,OK,Oklahoma,2009,01
40143,14,OK,Tulsa,2009,01
41051,12,OR,Multnomah,2009,01
42003,19,PA,Allegheny,2009,01
42045,12,PA,Delaware,2009,01
42101,36,PA,Philadelphia,2009,01
45083,10,SC,Spartanburg,2009,01
47037,11,TN,Davidson,2009,01
47157,11,TN,Shelby,2009,01
48029,10,TX,Bexar,2009,01
48113,30,TX,Dallas,2009,01
48201,30,TX,Harris,2009,01
48439,20,TX,Tarrant,2009,01
49035,19,UT,Salt Lake,2009,01
53033,23,WA,King,2009,01
53053,10,WA,Pierce,2009,01
55079,16,WI,Milwaukee,2009,01
01073,11,AL,Jefferson,2009,02
04013,31,AZ,Maricopa,2009,02
04019,10,AZ,Pima,2009,02
06001,12,CA,Alameda,2009,02
06019,10,CA,Fresno,2009,02
06037,57,CA,Los Angeles,2009,02
06059,38,CA,Orange,2009,02
06065,20,CA,Riverside,2009,02
06067,15,CA,Sacramento,2009,02
06073,21,CA,San Diego,2009,02
06075,19,CA,San Francisco,2009,02
06077,17,CA,San Joaquin,2009,02
06099,10,CA,Stanislaus,2009,02
08005,10,CO,Arapahoe,2009,02
08031,16,CO,Denver,2009,02
08041,10,CO,El Paso,2009,02
10003,11,DE,New Castle,2009,02
12011,21,FL,Broward,2009,02
12031,15,FL,Duval,2009,02
12057,15,FL,Hillsborough,2009,02
12086,10,FL,Miami-Dade,2009,02
12095,13,FL,Orange,2009,02
12099,22,FL,Palm Beach,2009,02
12103,18,FL,Pinellas,2009,02
17031,45,IL,Cook,2009,02
18097,10,IN,Marion,2009,02
24005,10,MD,Baltimore,2009,02
24510,10,MD,Baltimo,2009,02
25025,11,MA,Suffolk,2009,02
26099,25,MI,Macomb,2009,02
26163,29,MI,Wayne,2009,02
27053,10,MN,Hennepin,2009,02
29095,13,MO,Jackson,2009,02
29189,12,MO,St. Louis,2009,02
32003,37,NV,Clark,2009,02
36005,10,NY,Bronx,2009,02
36047,10,NY,Kings,2009,02
36059,11,NY,Nassau,2009,02
36081,12,NY,Queens,2009,02
36103,12,NY,Suffolk,2009,02
40109,10,OK,Oklahoma,2009,02
40143,16,OK,Tulsa,2009,02
41051,10,OR,Multnomah,2009,02
42003,23,PA,Allegheny,2009,02
42045,12,PA,Delaware,2009,02
42101,34,PA,Philadelphia,2009,02
48029,19,TX,Bexar,2009,02
48113,15,TX,Dallas,2009,02
48201,30,TX,Harris,2009,02
48439,11,TX,Tarrant,2009,02
49035,24,UT,Salt Lake,2009,02
53033,16,WA,King,2009,02
53053,11,WA,Pierce,2009,02
53061,12,WA,Snohomish,2009,02
55079,17,WI,Milwaukee,2009,02
01073,12,AL,Jefferson,2009,03
04013,53,AZ,Maricopa,2009,03
04019,18,AZ,Pima,2009,03
06001,12,CA,Alameda,2009,03
06019,10,CA,Fresno,2009,03
06029,12,CA,Kern,2009,03
06037,73,CA,Los Angeles,2009,03
06059,24,CA,Orange,2009,03
06065,15,CA,Riverside,2009,03
06067,25,CA,Sacramento,2009,03
06073,27,CA,San Diego,2009,03
06075,19,CA,San Francisco,2009,03
06077,10,CA,San Joaquin,2009,03
08001,11,CO,Adams,2009,03
08031,18,CO,Denver,2009,03
09009,11,CT,New Haven,2009,03
10003,11,DE,New Castle,2009,03
12009,12,FL,Brevard,2009,03
12011,25,FL,Broward,2009,03
12057,16,FL,Hillsborough,2009,03
12071,13,FL,Lee,2009,03
12099,27,FL,Palm Beach,2009,03
12101,11,FL,Pasco,2009,03
12103,22,FL,Pinellas,2009,03
12105,15,FL,Polk,2009,03
13121,13,GA,Fulton,2009,03
17031,40,IL,Cook,2009,03
18097,16,IN,Marion,2009,03
24510,12,MD,Baltimo,2009,03
25005,10,MA,Bristol,2009,03
25013,11,MA,Hampden,2009,03
25017,15,MA,Middlesex,2009,03
25021,12,MA,Norfolk,2009,03
26099,22,MI,Macomb,2009,03
26125,12,MI,Oakland,2009,03
26163,33,MI,Wayne,2009,03
29095,10,MO,Jackson,2009,03
29189,12,MO,St. Louis,2009,03
32003,27,NV,Clark,2009,03
35001,18,NM,Bernalillo,2009,03
36029,13,NY,Erie,2009,03
