County_cd,Deaths,Population,State,County_nm,Year
2180,-1,9873,AK,Nome Cens,2012
2185,-1,9662,AK,North Slope ,2012
2188,-1,7721,AK,Northwest Arctic ,2012
2195,Missing,Missing,AK,Petersburg Borough/Cens,2012
2198,Missing,Missing,AK,Prince of Wales-Hyder Cens,2012
2201,-1,6375,AK,Prince of Wales-Outer Ketchikan Cens,2012
2220,-1,9048,AK,Sitka ,2012
2230,Missing,Missing,AK,Skagway Munic,2012
2232,-1,3121,AK,Skagway-Hoonah-Angoon Cens,2012
2240,-1,7179,AK,Southeast Fairbanks Cens,2012
2261,-1,9729,AK,Valdez-Cordova Cens,2012
2270,-1,7792,AK,Wade Hampton Cens,2012
2275,Missing,Missing,AK,Wrangell City and ,2012
2280,-1,5665,AK,Wrangell-Petersburg Cens,2012
2282,-1,657,AK,Yakutat ,2012
2290,-1,5728,AK,Yukon-Koyukuk Cens,2012
4001,-1,72968,AZ,Apache,2012
4003,24,131843,AZ,Cochise,2012
4005,11,135999,AZ,Coconino,2012
4007,11,53036,AZ,Gila,2012
4009,-1,36958,AZ,Graham,2012
4011,-1,8763,AZ,Greenlee,2012
4012,-1,20365,AZ,La Paz,2012
4013,631,3942959,AZ,Maricopa,2012
4015,67,203126,AZ,Mohave,2012
4017,20,107037,AZ,Navajo,2012
4019,214,992490,AZ,Pima,2012
4021,45,382259,AZ,Pinal,2012
4023,-1,47321,AZ,Santa Cruz,2012
4025,66,212350,AZ,Yavapai,2012
4027,33,202160,AZ,Yuma,2012
5001,-1,18978,AR,Arkansas,2012
5003,-1,21491,AR,Ashley,2012
5005,-1,41068,AR,Baxter,2012
5007,30,234243,AR,Benton,2012
5009,-1,37356,AR,Boone,2012
5011,-1,11273,AR,Bradley,2012
5013,-1,5306,AR,Calhoun,2012
5015,-1,27574,AR,Carroll,2012
5017,-1,11473,AR,Chicot,2012
5019,-1,22807,AR,Clark,2012
5021,-1,15568,AR,Clay,2012
5023,-1,25824,AR,Cleburne,2012
5025,-1,8615,AR,Cleveland,2012
5027,-1,24429,AR,Columbia,2012
5029,-1,21205,AR,Conway,2012
5031,10,99948,AR,Craighead,2012
5033,-1,61940,AR,Crawford,2012
5035,-1,50065,AR,Crittenden,2012
5037,-1,17651,AR,Cross,2012
5039,-1,7979,AR,Dallas,2012
5041,-1,12575,AR,Desha,2012
5043,-1,18762,AR,Drew,2012
5045,15,118534,AR,Faulkner,2012
5047,-1,17957,AR,Franklin,2012
5049,-1,12246,AR,Fulton,2012
5051,24,96794,AR,Garland,2012
5053,-1,18026,AR,Grant,2012
5055,-1,43166,AR,Greene,2012
5057,-1,22346,AR,Hempstead,2012
5059,-1,33457,AR,Hot Spring,2012
5061,-1,13693,AR,Howard,2012
5063,-1,36925,AR,Independence,2012
5065,-1,13522,AR,Izard,2012
5067,-1,17649,AR,Jackson,2012
5069,-1,74618,AR,Jefferson,2012
5071,-1,25911,AR,Johnson,2012
5073,-1,7441,AR,Lafayette,2012
5075,-1,17047,AR,Lawrence,2012
5077,-1,10162,AR,Lee,2012
5079,-1,14139,AR,Lincoln,2012
5081,-1,12920,AR,Little River,2012
5083,-1,22018,AR,Logan,2012
5085,-1,70101,AR,Lonoke,2012
5087,-1,15619,AR,Madison,2012
5089,-1,16616,AR,Marion,2012
5091,-1,43649,AR,Miller,2012
5093,-1,45531,AR,Mississippi,2012
5095,-1,7843,AR,Monroe,2012
5097,-1,9320,AR,Montgomery,2012
5099,-1,8911,AR,Nevada,2012
5101,-1,8087,AR,Newton,2012
5103,-1,25405,AR,Ouachita,2012
5105,-1,10336,AR,Perry,2012
5107,-1,20762,AR,Phillips,2012
5109,-1,11270,AR,Pike,2012
5111,-1,24293,AR,Poinsett,2012
5113,-1,20440,AR,Polk,2012
5115,-1,62631,AR,Pope,2012
5117,-1,8460,AR,Prairie,2012
5119,47,388905,AR,Pulaski,2012
5121,-1,17854,AR,Randolph,2012
5123,-1,27907,AR,St. Francis,2012
5125,17,111758,AR,Saline,2012
5127,-1,10986,AR,Scott,2012
5129,-1,7988,AR,Searcy,2012
5131,29,127418,AR,Sebastian,2012
5133,-1,17153,AR,Sevier,2012
5135,-1,17061,AR,Sharp,2012
5137,-1,12610,AR,Stone,2012
5139,-1,40864,AR,Union,2012
5141,-1,17167,AR,Van Buren,2012
5143,16,211497,AR,Washington,2012
5145,-1,78670,AR,White,2012
5147,-1,7068,AR,Woodruff,2012
5149,-1,21804,AR,Yell,2012
6001,134,1555542,CA,Alameda,2012
6003,-1,1123,CA,Alpine,2012
6005,10,37089,CA,Amador,2012
6007,71,221180,CA,Butte,2012
6009,-1,44760,CA,Calaveras,2012
6011,-1,21323,CA,Colusa,2012
6013,123,1078242,CA,Contra Costa,2012
6015,-1,28212,CA,Del Norte,2012
6017,35,180558,CA,El Dorado,2012
6019,79,946844,CA,Fresno,2012
6021,-1,27938,CA,Glenn,2012
6023,48,134663,CA,Humboldt,2012
6025,20,177287,CA,Imperial,2012
6027,-1,18408,CA,Inyo,2012
6029,159,855808,CA,Kern,2012
6031,-1,151042,CA,Kings,2012
6033,23,63942,CA,Lake,2012
6035,-1,33662,CA,Lassen,2012
6037,683,9953555,CA,Los Angeles,2012
6039,25,151947,CA,Madera,2012
6041,37,256064,CA,Marin,2012
6043,-1,17858,CA,Mariposa,2012
6045,-1,87409,CA,Mendocino,2012
6047,37,261430,CA,Merced,2012
6049,-1,9328,CA,Modoc,2012
6051,-1,14325,CA,Mono,2012
6053,43,425799,CA,Monterey,2012
6055,16,138898,CA,Napa,2012
6057,25,98305,CA,Nevada,2012
6059,320,3084935,CA,Orange,2012
6061,38,361018,CA,Placer,2012
6063,-1,19327,CA,Plumas,2012
6065,286,2264919,CA,Riverside,2012
6067,206,1447236,CA,Sacramento,2012
6069,-1,56799,CA,San Benito,2012
6071,128,2077247,CA,San Bernardino,2012
6073,424,3181513,CA,San Diego,2012
6075,137,828816,CA,San Francisco,2012
6077,105,700611,CA,San Joaquin,2012
6079,39,274487,CA,San Luis Obispo,2012
6081,58,739982,CA,San Mateo,2012
6083,42,430638,CA,Santa Barbara,2012
6085,142,1838988,CA,Santa Clara,2012
6087,53,266435,CA,Santa Cruz,2012
6089,52,178430,CA,Shasta,2012
6091,-1,3076,CA,Sierra,2012
6093,-1,44147,CA,Siskiyou,2012
6095,29,419881,CA,Solano,2012
6097,66,490509,CA,Sonoma,2012
6099,73,521360,CA,Stanislaus,2012
6101,12,94362,CA,Sutter,2012
6103,12,63133,CA,Tehama,2012
6105,-1,13500,CA,Trinity,2012
6107,28,450701,CA,Tulare,2012
6109,12,54134,CA,Tuolumne,2012
6111,113,834519,CA,Ventura,2012
6113,22,204929,CA,Yolo,2012
6115,-1,72901,CA,Yuba,2012
8001,96,460472,CO,Adams,2012
8003,-1,16141,CO,Alamosa,2012
8005,87,596066,CO,Arapahoe,2012
8007,-1,12113,CO,Archuleta,2012
8009,-1,3762,CO,Baca,2012
8011,-1,5811,CO,Bent,2012
8013,35,305350,CO,Boulder,2012
8014,-1,58930,CO,Broomfield,2012
8015,-1,18105,CO,Chaffee,2012
8017,-1,1873,CO,Cheyenne,2012
8019,-1,9075,CO,Clear Creek,2012
8021,-1,8279,CO,Conejos,2012
8023,-1,3603,CO,Costilla,2012
8025,-1,5418,CO,Crowley,2012
8027,-1,4241,CO,Custer,2012
8029,-1,30438,CO,Delta,2012
8031,126,633563,CO,Denver,2012
8033,-1,1998,CO,Dolores,2012
8035,30,298754,CO,Douglas,2012
8037,-1,51942,CO,Eagle,2012
8039,-1,23400,CO,Elbert,2012
8041,100,645641,CO,El Paso,2012
8043,-1,47122,CO,Fremont,2012
8045,-1,56709,CO,Garfield,2012
8047,-1,5453,CO,Gilpin,2012
8049,-1,14147,CO,Grand,2012
8051,-1,15425,CO,Gunnison,2012
8053,-1,797,CO,Hinsdale,2012
8055,-1,6582,CO,Huerfano,2012
8057,-1,1347,CO,Jackson,2012
8059,81,546080,CO,Jefferson,2012
8061,-1,1438,CO,Kiowa,2012
8063,-1,8107,CO,Kit Carson,2012
8065,-1,7280,CO,Lake,2012
8067,10,52356,CO,La Plata,2012
8069,42,310965,CO,Larimer,2012
8071,-1,14967,CO,Las Animas,2012
8073,-1,5442,CO,Lincoln,2012
8075,-1,21846,CO,Logan,2012
8077,26,147471,CO,Mesa,2012
8079,-1,710,CO,Mineral,2012
8081,-1,13164,CO,Moffat,2012
8083,-1,25437,CO,Montezuma,2012
8085,-1,40678,CO,Montrose,2012
8087,-1,28331,CO,Morgan,2012
8089,-1,18689,CO,Otero,2012
8091,-1,4546,CO,Ouray,2012
8093,-1,16037,CO,Park,2012
8095,-1,4382,CO,Phillips,2012
8097,-1,17223,CO,Pitkin,2012
8099,-1,12408,CO,Prowers,2012
8101,36,160397,CO,Pueblo,2012
8103,-1,6796,CO,Rio Blanco,2012
8105,-1,11882,CO,Rio Grande,2012
8107,-1,23285,CO,Routt,2012
8109,-1,6305,CO,Saguache,2012
8111,-1,691,CO,San Juan,2012
8113,-1,7578,CO,San Miguel,2012
8115,-1,2372,CO,Sedgwick,2012
8117,-1,28223,CO,Summit,2012
8119,-1,23373,CO,Teller,2012
8121,-1,4737,CO,Washington,2012
8123,28,263997,CO,Weld,2012
8125,-1,10117,CO,Yuma,2012
9001,81,934931,CT,Fairfield,2012
9003,116,897420,CT,Hartford,2012
9005,25,187487,CT,Litchfield,2012
9007,29,165512,CT,Middlesex,2012
9009,109,864177,CT,New Haven,2012
9011,48,274267,CT,New London,2012
9013,17,152006,CT,Tolland,2012
9015,15,117995,CT,Windham,2012
10001,32,167605,DE,Kent,2012
10003,81,546041,DE,New Castle,2012
10005,28,203347,DE,Sussex,2012
11001,77,635327,DC,District of C,2012
12001,24,251587,FL,Alachua,2012
12003,-1,27055,FL,Baker,2012
12005,19,172029,FL,Bay,2012
12007,-1,27141,FL,Bradford,2012
12009,116,547753,FL,Brevard,2012
12011,234,1816552,FL,Broward,2012
12013,-1,14717,FL,Calhoun,2012
12015,-1,162937,FL,Charlotte,2012
12017,41,139341,FL,Citrus,2012
12019,35,194260,FL,Clay,2012
12021,40,332332,FL,Collier,2012
12023,17,67949,FL,Columbia,2012
12027,-1,34781,FL,DeSoto,2012
12029,-1,16074,FL,Dixie,2012
12031,166,880870,FL,Duval,2012
12033,33,304218,FL,Escambia,2012
12035,12,98605,FL,Flagler,2012
12037,-1,11637,FL,Franklin,2012
12039,-1,46574,FL,Gadsden,2012
12041,-1,16886,FL,Gilchrist,2012
12043,-1,13007,FL,Glades,2012
12045,-1,15669,FL,Gulf,2012
12047,-1,14732,FL,Hamilton,2012
12049,-1,27379,FL,Hardee,2012
12051,-1,37777,FL,Hendry,2012
12053,31,173110,FL,Hernando,2012
12055,12,98045,FL,Highlands,2012
12057,190,1281677,FL,Hillsborough,2012
12059,-1,19739,FL,Holmes,2012
12061,21,140650,FL,Indian River,2012
12063,-1,49011,FL,Jackson,2012
12065,-1,14204,FL,Jefferson,2012
12067,-1,8811,FL,Lafayette,2012
12069,30,303437,FL,Lake,2012
12071,67,644096,FL,Lee,2012
12073,13,283808,FL,Leon,2012
12075,16,39935,FL,Levy,2012
12077,-1,8247,FL,Liberty,2012
12079,-1,18939,FL,Madison,2012
12081,48,334096,FL,Manatee,2012
12083,51,334294,FL,Marion,2012
12085,19,148945,FL,Martin,2012
12086,135,2607979,FL,Miami-Dade,2012
12087,11,74833,FL,Monroe,2012
12089,18,74638,FL,Nassau,2012
12091,22,190254,FL,Okaloosa,2012
12093,11,39287,FL,Okeechobee,2012
12095,135,1202048,FL,Orange,2012
12097,36,289501,FL,Osceola,2012
12099,193,1354987,FL,Palm Beach,2012
12101,112,470762,FL,Pasco,2012
12103,231,922075,FL,Pinellas,2012
12105,84,615294,FL,Polk,2012
12107,-1,73021,FL,Putnam,2012
12109,20,202308,FL,St. Johns,2012
12111,40,283726,FL,St. Lucie,2012
12113,19,158366,FL,Santa Rosa,2012
12115,72,386135,FL,Sarasota,2012
12117,48,431487,FL,Seminole,2012
12119,-1,102790,FL,Sumter,2012
12121,-1,43492,FL,Suwannee,2012
12123,-1,22762,FL,Taylor,2012
12125,-1,15235,FL,Union,2012
12127,86,497279,FL,Volusia,2012
12129,-1,30805,FL,Wakulla,2012
12131,10,57330,FL,Walton,2012
12133,-1,24856,FL,Washington,2012
13001,-1,18379,GA,Appling,2012
13003,-1,8255,GA,Atkinson,2012
13005,-1,11188,GA,Bacon,2012
13007,-1,3365,GA,Baker,2012
13009,-1,46484,GA,Baldwin,2012
13011,-1,18233,GA,Banks,2012
13013,11,70161,GA,Barrow,2012
13015,16,100488,GA,Bartow,2012
13017,-1,17570,GA,Ben Hill,2012
13019,-1,19160,GA,Berrien,2012
13021,10,156189,GA,Bibb,2012
13023,-1,12909,GA,Bleckley,2012
13025,-1,18539,GA,Brantley,2012
13027,-1,15648,GA,Brooks,2012
13029,-1,32272,GA,Bryan,2012
13031,-1,73162,GA,Bulloch,2012
13033,-1,23131,GA,Burke,2012
13035,-1,23426,GA,Butts,2012
13037,-1,6489,GA,Calhoun,2012
13039,-1,51407,GA,Camden,2012
13043,-1,11126,GA,Candler,2012
13045,16,111444,GA,Carroll,2012
13047,20,65004,GA,Catoosa,2012
13049,-1,13332,GA,Charlton,2012
13051,26,276521,GA,Chatham,2012
13053,-1,12632,GA,Chattahoochee,2012
13055,-1,25629,GA,Chattooga,2012
13057,24,220788,GA,Cherokee,2012
13059,14,120174,GA,Clarke,2012
13061,-1,3104,GA,Clay,2012
13063,31,266073,GA,Clayton,2012
13065,-1,6732,GA,Clinch,2012
13067,82,707629,GA,Cobb,2012
13069,-1,43140,GA,Coffee,2012
13071,-1,46163,GA,Colquitt,2012
13073,16,132518,GA,Columbia,2012
13075,-1,16908,GA,Cook,2012
13077,17,130793,GA,Coweta,2012
13079,-1,12659,GA,Crawford,2012
13081,-1,23555,GA,Crisp,2012
13083,-1,16534,GA,Dade,2012
13085,-1,22371,GA,Dawson,2012
13087,-1,27494,GA,Decatur,2012
13089,50,708800,GA,DeKalb,2012
13091,-1,21343,GA,Dodge,2012
13093,-1,14344,GA,Dooly,2012
13095,12,94590,GA,Dougherty,2012
13097,10,133804,GA,Douglas,2012
13099,-1,10615,GA,Early,2012
13101,-1,4010,GA,Echols,2012
13103,-1,53400,GA,Effingham,2012
13105,-1,19596,GA,Elbert,2012
13107,-1,22852,GA,Emanuel,2012
13109,-1,10664,GA,Evans,2012
13111,-1,23476,GA,Fannin,2012
13113,-1,107463,GA,Fayette,2012
13115,15,96065,GA,Floyd,2012
13117,15,187613,GA,Forsyth,2012
13119,-1,21955,GA,Franklin,2012
13121,95,975321,GA,Fulton,2012
13123,-1,28210,GA,Gilmer,2012
13125,-1,3126,GA,Glascock,2012
13127,11,81026,GA,Glynn,2012
13129,-1,55674,GA,Gordon,2012
13131,-1,25352,GA,Grady,2012
13133,-1,16169,GA,Greene,2012
13135,50,839357,GA,Gwinnett,2012
13137,-1,43478,GA,Habersham,2012
13139,24,184929,GA,Hall,2012
13141,-1,9050,GA,Hancock,2012
13143,-1,28390,GA,Haralson,2012
13145,-1,32611,GA,Harris,2012
13147,-1,25582,GA,Hart,2012
13149,-1,11657,GA,Heard,2012
13151,19,208275,GA,Henry,2012
13153,-1,146340,GA,Houston,2012
13155,-1,9642,GA,Irwin,2012
13157,11,60448,GA,Jackson,2012
13159,-1,13586,GA,Jasper,2012
13161,-1,15134,GA,Jeff Davis,2012
13163,-1,16414,GA,Jefferson,2012
13165,-1,9143,GA,Jenkins,2012
13167,-1,9894,GA,Johnson,2012
13169,-1,28778,GA,Jones,2012
13171,-1,18055,GA,Lamar,2012
13173,-1,10480,GA,Lanier,2012
13175,-1,48004,GA,Laurens,2012
13177,-1,28748,GA,Lee,2012
13179,-1,65426,GA,Liberty,2012
13181,-1,7752,GA,Lincoln,2012
13183,-1,16164,GA,Long,2012
13185,-1,114214,GA,Lowndes,2012
13187,-1,30705,GA,Lumpkin,2012
13189,-1,21666,GA,McDuffie,2012
13191,-1,13842,GA,McIntosh,2012
13193,-1,14304,GA,Macon,2012
13195,-1,28050,GA,Madison,2012
13197,-1,8736,GA,Marion,2012
13199,-1,21325,GA,Meriwether,2012
13201,-1,5971,GA,Miller,2012
13205,-1,23126,GA,Mitchell,2012
13207,-1,26741,GA,Monroe,2012
13209,-1,8964,GA,Montgomery,2012
13211,-1,17823,GA,Morgan,2012
13213,10,39392,GA,Murray,2012
13215,22,199466,GA,Muscogee,2012
13217,-1,101122,GA,Newton,2012
13219,-1,33526,GA,Oconee,2012
13221,-1,14620,GA,Oglethorpe,2012
13223,27,145025,GA,Paulding,2012
13225,-1,27504,GA,Peach,2012
13227,-1,29327,GA,Pickens,2012
13229,-1,18861,GA,Pierce,2012
13231,-1,17795,GA,Pike,2012
13233,-1,41105,GA,Polk,2012
13235,-1,11692,GA,Pulaski,2012
13237,-1,21149,GA,Putnam,2012
13239,-1,2407,GA,Quitman,2012
13241,-1,16314,GA,Rabun,2012
13243,-1,7317,GA,Randolph,2012
13245,32,201856,GA,Richmond,2012
13247,12,85625,GA,Rockdale,2012
13249,-1,4986,GA,Schley,2012
13251,-1,14193,GA,Screven,2012
13253,-1,8908,GA,Seminole,2012
13255,16,63727,GA,Spalding,2012
13257,-1,25701,GA,Stephens,2012
13259,-1,6127,GA,Stewart,2012
13261,-1,31641,GA,Sumter,2012
13263,-1,6546,GA,Talbot,2012
13265,-1,1670,GA,Taliaferro,2012
13267,-1,25313,GA,Tattnall,2012
13269,-1,8381,GA,Taylor,2012
13271,-1,16418,GA,Telfair,2012
13273,-1,9244,GA,Terrell,2012
13275,-1,44615,GA,Thomas,2012
13277,-1,40998,GA,Tift,2012
13279,-1,27136,GA,Toombs,2012
13281,-1,10504,GA,Towns,2012
13283,-1,6753,GA,Treutlen,2012
13285,-1,68432,GA,Troup,2012
13287,-1,8435,GA,Turner,2012
13289,-1,8513,GA,Twiggs,2012
13291,-1,21477,GA,Union,2012
13293,-1,26626,GA,Upson,2012
13295,13,68191,GA,Walker,2012
13297,17,84882,GA,Walton,2012
13299,-1,35859,GA,Ware,2012
13301,-1,5568,GA,Warren,2012
13303,-1,20864,GA,Washington,2012
13305,-1,30362,GA,Wayne,2012
13307,-1,2792,GA,Webster,2012
13309,-1,7911,GA,Wheeler,2012
13311,-1,27591,GA,White,2012
13313,18,103193,GA,Whitfield,2012
13315,-1,8977,GA,Wilcox,2012
13317,-1,10058,GA,Wilkes,2012
13319,-1,9548,GA,Wilkinson,2012
13321,-1,21375,GA,Worth,2012
15001,18,188765,HI,Hawaii,2012
15003,103,975909,HI,Honolulu,2012
15005,-1,89,HI,Kalawao,2012
15007,-1,68558,HI,Kauai,2012
15009,29,158499,HI,Maui,2012
16001,42,408899,ID,Ada,2012
16003,-1,3909,ID,Adams,2012
16005,19,83806,ID,Bannock,2012
16007,-1,5901,ID,Bear Lake,2012
16009,-1,9125,ID,Benewah,2012
16011,-1,45526,ID,Bingham,2012
16013,-1,21107,ID,Blaine,2012
16015,-1,6800,ID,Boise,2012
16017,-1,40436,ID,Bonner,2012
16019,18,106874,ID,Bonneville,2012
16021,-1,10838,ID,Boundary,2012
16023,-1,2722,ID,Butte,2012
16025,-1,1080,ID,Camas,2012
16027,16,193742,ID,Canyon,2012
16029,-1,6773,ID,Caribou,2012
16031,-1,23291,ID,Cassia,2012
16033,-1,874,ID,Clark,2012
16035,-1,8579,ID,Clearwater,2012
16037,-1,4349,ID,Custer,2012
16039,-1,26265,ID,Elmore,2012
16041,-1,12826,ID,Franklin,2012
16043,-1,12986,ID,Fremont,2012
16045,-1,16688,ID,Gem,2012
16047,-1,15238,ID,Gooding,2012
16049,-1,16407,ID,Idaho,2012
16051,-1,26658,ID,Jefferson,2012
16053,-1,22491,ID,Jerome,2012
16055,12,142311,ID,Kootenai,2012
16057,-1,38187,ID,Latah,2012
16059,-1,7778,ID,Lemhi,2012
16061,-1,3839,ID,Lewis,2012
16063,-1,5260,ID,Lincoln,2012
16065,-1,37728,ID,Madison,2012
16067,-1,20113,ID,Minidoka,2012
16069,-1,39562,ID,Nez Perce,2012
16071,-1,4233,ID,Oneida,2012
16073,-1,11398,ID,Owyhee,2012
16075,-1,22672,ID,Payette,2012
16077,-1,7809,ID,Power,2012
16079,-1,12739,ID,Shoshone,2012
16081,-1,10083,ID,Teton,2012
16083,-1,78440,ID,Twin Falls,2012
16085,-1,9515,ID,Valley,2012
16087,-1,10054,ID,Washington,2012
17001,-1,67164,IL,Adams,2012
17003,-1,7712,IL,Alexander,2012
17005,-1,17508,IL,Bond,2012
17007,-1,53802,IL,Boone,2012
17009,-1,6894,IL,Brown,2012
17011,-1,34350,IL,Bureau,2012
17013,-1,5021,IL,Calhoun,2012
17015,-1,15075,IL,Carroll,2012
17017,-1,13411,IL,Cass,2012
17019,19,203937,IL,Champaign,2012
17021,-1,34520,IL,Christian,2012
17023,-1,16301,IL,Clark,2012
17025,-1,13717,IL,Clay,2012
17027,-1,38071,IL,Clinton,2012
17029,-1,53344,IL,Coles,2012
17031,615,5230016,IL,Cook,2012
17033,-1,19621,IL,Crawford,2012
17035,-1,10942,IL,Cumberland,2012
17037,10,104276,IL,DeKalb,2012
17039,-1,16497,IL,De Witt,2012
17041,-1,19822,IL,Douglas,2012
17043,110,927668,IL,DuPage,2012
17045,-1,18174,IL,Edgar,2012
17047,-1,6726,IL,Edwards,2012
17049,-1,34351,IL,Effingham,2012
17051,-1,22130,IL,Fayette,2012
17053,-1,13982,IL,Ford,2012
17055,-1,39874,IL,Franklin,2012
17057,-1,36624,IL,Fulton,2012
17059,-1,5419,IL,Gallatin,2012
17061,-1,13631,IL,Greene,2012
17063,15,50168,IL,Grundy,2012
17065,-1,8372,IL,Hamilton,2012
17067,-1,18893,IL,Hancock,2012
17069,-1,4263,IL,Hardin,2012
17071,-1,7049,IL,Henderson,2012
17073,-1,50160,IL,Henry,2012
17075,-1,29300,IL,Iroquois,2012
17077,-1,58962,IL,Jackson,2012
17079,-1,9646,IL,Jasper,2012
17081,-1,38666,IL,Jefferson,2012
17083,-1,22732,IL,Jersey,2012
17085,-1,22496,IL,Jo Daviess,2012
17087,-1,12912,IL,Johnson,2012
17089,52,521431,IL,Kane,2012
17091,-1,112976,IL,Kankakee,2012
17093,10,118344,IL,Kendall,2012
17095,-1,52302,IL,Knox,2012
17097,85,701220,IL,Lake,2012
17099,22,113109,IL,LaSalle,2012
17101,-1,16682,IL,Lawrence,2012
17103,-1,35114,IL,Lee,2012
17105,10,38553,IL,Livingston,2012
17107,-1,30388,IL,Logan,2012
17109,-1,32516,IL,McDonough,2012
17111,46,307529,IL,McHenry,2012
17113,26,172560,IL,McLean,2012
17115,11,110083,IL,Macon,2012
17117,-1,47179,IL,Macoupin,2012
17119,62,268083,IL,Madison,2012
17121,-1,38919,IL,Marion,2012
17123,-1,12274,IL,Marshall,2012
17125,-1,14346,IL,Mason,2012
17127,-1,15149,IL,Massac,2012
17129,-1,12726,IL,Menard,2012
17131,-1,16190,IL,Mercer,2012
17133,-1,33321,IL,Monroe,2012
17135,-1,29605,IL,Montgomery,2012
17137,-1,35365,IL,Morgan,2012
17139,-1,14984,IL,Moultrie,2012
17141,-1,52834,IL,Ogle,2012
17143,30,187121,IL,Peoria,2012
17145,-1,21862,IL,Perry,2012
17147,-1,16523,IL,Piatt,2012
17149,-1,16261,IL,Pike,2012
17151,-1,4333,IL,Pope,2012
17153,-1,5968,IL,Pulaski,2012
17155,-1,5880,IL,Putnam,2012
17157,-1,32987,IL,Randolph,2012
17159,-1,16182,IL,Richland,2012
17161,14,147638,IL,Rock Island,2012
17163,48,268612,IL,St. Clair,2012
17165,-1,24970,IL,Saline,2012
17167,36,199269,IL,Sangamon,2012
17169,-1,7458,IL,Schuyler,2012
17171,-1,5293,IL,Scott,2012
17173,-1,22252,IL,Shelby,2012
17175,-1,5937,IL,Stark,2012
17177,-1,46938,IL,Stephenson,2012
17179,27,136111,IL,Tazewell,2012
17181,-1,17639,IL,Union,2012
17183,12,80774,IL,Vermilion,2012
17185,-1,11722,IL,Wabash,2012
17187,-1,17736,IL,Warren,2012
17189,-1,14618,IL,Washington,2012
17191,-1,16624,IL,Wayne,2012
17193,-1,14562,IL,White,2012
17195,-1,57786,IL,Whiteside,2012
