County_cd,Deaths,State,County_nm,Year,Month
04013,50,AZ,Maricopa,2008,01
04019,14,AZ,Pima,2008,01
06001,15,CA,Alameda,2008,01
06019,11,CA,Fresno,2008,01
06037,63,CA,Los Angeles,2008,01
06059,30,CA,Orange,2008,01
06065,21,CA,Riverside,2008,01
06067,23,CA,Sacramento,2008,01
06073,38,CA,San Diego,2008,01
06075,21,CA,San Francisco,2008,01
06085,12,CA,Santa Clara,2008,01
08001,11,CO,Adams,2008,01
08031,11,CO,Denver,2008,01
09009,12,CT,New Haven,2008,01
10003,12,DE,New Castle,2008,01
12009,11,FL,Brevard,2008,01
12011,13,FL,Broward,2008,01
12031,11,FL,Duval,2008,01
12057,20,FL,Hillsborough,2008,01
12086,11,FL,Miami-Dade,2008,01
12095,10,FL,Orange,2008,01
12099,28,FL,Palm Beach,2008,01
12101,11,FL,Pasco,2008,01
12103,11,FL,Pinellas,2008,01
13121,14,GA,Fulton,2008,01
17031,39,IL,Cook,2008,01
24005,10,MD,Baltimore,2008,01
24510,11,MD,Baltimo,2008,01
25017,10,MA,Middlesex,2008,01
25025,10,MA,Suffolk,2008,01
26099,23,MI,Macomb,2008,01
26163,21,MI,Wayne,2008,01
32003,35,NV,Clark,2008,01
35001,24,NM,Bernalillo,2008,01
36005,11,NY,Bronx,2008,01
36047,16,NY,Kings,2008,01
36059,11,NY,Nassau,2008,01
36103,21,NY,Suffolk,2008,01
39035,18,OH,Cuyahoga,2008,01
39049,16,OH,Franklin,2008,01
39113,10,OH,Montgomery,2008,01
40109,10,OK,Oklahoma,2008,01
40143,14,OK,Tulsa,2008,01
41051,10,OR,Multnomah,2008,01
42003,18,PA,Allegheny,2008,01
42101,31,PA,Philadelphia,2008,01
47037,10,TN,Davidson,2008,01
48029,17,TX,Bexar,2008,01
48113,18,TX,Dallas,2008,01
48201,36,TX,Harris,2008,01
48355,13,TX,Nueces,2008,01
48439,11,TX,Tarrant,2008,01
49035,16,UT,Salt Lake,2008,01
53033,20,WA,King,2008,01
53053,16,WA,Pierce,2008,01
53061,11,WA,Snohomish,2008,01
55079,21,WI,Milwaukee,2008,01
01097,10,AL,Mobile,2008,02
04013,51,AZ,Maricopa,2008,02
