County_cd,Deaths,Population,State,County_nm,Year
2280,-1,6195,AK,Wrangell-Petersburg Cens,2006
2282,-1,642,AK,Yakutat ,2006
2290,-1,5762,AK,Yukon-Koyukuk Cens,2006
4001,-1,69390,AZ,Apache,2006
4003,19,127241,AZ,Cochise,2006
4005,-1,128695,AZ,Coconino,2006
4007,10,52541,AZ,Gila,2006
4009,-1,33701,AZ,Graham,2006
4011,-1,7838,AZ,Greenlee,2006
4012,-1,20573,AZ,La Paz,2006
4013,541,3642884,AZ,Maricopa,2006
4015,22,196168,AZ,Mohave,2006
4017,14,105624,AZ,Navajo,2006
4019,190,940930,AZ,Pima,2006
4021,26,271328,AZ,Pinal,2006
4023,-1,44298,AZ,Santa Cruz,2006
4025,23,204082,AZ,Yavapai,2006
4027,13,183848,AZ,Yuma,2006
5001,-1,19785,AR,Arkansas,2006
5003,-1,22501,AR,Ashley,2006
5005,-1,40867,AR,Baxter,2006
5007,19,195569,AR,Benton,2006
5009,-1,36056,AR,Boone,2006
5011,-1,11778,AR,Bradley,2006
5013,-1,5693,AR,Calhoun,2006
5015,-1,26615,AR,Carroll,2006
5017,-1,12516,AR,Chicot,2006
5019,-1,22924,AR,Clark,2006
5021,-1,16679,AR,Clay,2006
5023,-1,25430,AR,Cleburne,2006
5025,-1,8829,AR,Cleveland,2006
5027,-1,25133,AR,Columbia,2006
5029,-1,20753,AR,Conway,2006
5031,13,89725,AR,Craighead,2006
5033,-1,59126,AR,Crawford,2006
5035,-1,50360,AR,Crittenden,2006
5037,-1,18525,AR,Cross,2006
5039,-1,8477,AR,Dallas,2006
5041,-1,13870,AR,Desha,2006
5043,-1,18705,AR,Drew,2006
5045,11,102969,AR,Faulkner,2006
5047,-1,18151,AR,Franklin,2006
5049,-1,12119,AR,Fulton,2006
5051,16,94077,AR,Garland,2006
5053,-1,17442,AR,Grant,2006
5055,-1,40469,AR,Greene,2006
5057,-1,22957,AR,Hempstead,2006
5059,-1,32248,AR,Hot Spring,2006
5061,-1,13843,AR,Howard,2006
5063,-1,35426,AR,Independence,2006
5065,-1,13583,AR,Izard,2006
5067,-1,18092,AR,Jackson,2006
5069,-1,79977,AR,Jefferson,2006
5071,-1,24596,AR,Johnson,2006
5073,-1,7879,AR,Lafayette,2006
5075,-1,17193,AR,Lawrence,2006
5077,-1,11067,AR,Lee,2006
5079,-1,14315,AR,Lincoln,2006
5081,-1,13147,AR,Little River,2006
5083,-1,22689,AR,Logan,2006
5085,-1,62648,AR,Lonoke,2006
5087,-1,15156,AR,Madison,2006
5089,-1,16759,AR,Marion,2006
5091,-1,42669,AR,Miller,2006
5093,-1,46983,AR,Mississippi,2006
5095,-1,8949,AR,Monroe,2006
5097,-1,9437,AR,Montgomery,2006
5099,-1,9383,AR,Nevada,2006
5101,-1,8474,AR,Newton,2006
5103,-1,26656,AR,Ouachita,2006
5105,-1,10352,AR,Perry,2006
5107,-1,23244,AR,Phillips,2006
5109,-1,11262,AR,Pike,2006
5111,-1,24904,AR,Poinsett,2006
5113,-1,20422,AR,Polk,2006
5115,-1,58809,AR,Pope,2006
5117,-1,8989,AR,Prairie,2006
5119,38,371647,AR,Pulaski,2006
5121,-1,18185,AR,Randolph,2006
5123,-1,28496,AR,St. Francis,2006
5125,17,96661,AR,Saline,2006
5127,-1,11239,AR,Scott,2006
5129,-1,8210,AR,Searcy,2006
5131,20,121492,AR,Sebastian,2006
5133,-1,16273,AR,Sevier,2006
5135,-1,17629,AR,Sharp,2006
5137,-1,12262,AR,Stone,2006
5139,-1,42914,AR,Union,2006
5141,-1,17027,AR,Van Buren,2006
5143,21,190314,AR,Washington,2006
5145,-1,72728,AR,White,2006
5147,-1,7877,AR,Woodruff,2006
5149,-1,21556,AR,Yell,2006
6001,169,1444484,CA,Alameda,2006
6003,-1,1276,CA,Alpine,2006
6005,10,38353,CA,Amador,2006
6007,69,216824,CA,Butte,2006
6009,-1,46045,CA,Calaveras,2006
6011,-1,20890,CA,Colusa,2006
6013,74,1000834,CA,Contra Costa,2006
6015,-1,28211,CA,Del Norte,2006
6017,35,176773,CA,El Dorado,2006
6019,99,883862,CA,Fresno,2006
6021,-1,27652,CA,Glenn,2006
6023,42,132093,CA,Humboldt,2006
6025,19,160505,CA,Imperial,2006
6027,-1,18370,CA,Inyo,2006
6029,118,784511,CA,Kern,2006
6031,-1,147712,CA,Kings,2006
6033,18,64202,CA,Lake,2006
6035,13,34605,CA,Lassen,2006
6037,689,9737955,CA,Los Angeles,2006
6039,12,143622,CA,Madera,2006
6041,31,244580,CA,Marin,2006
6043,-1,18219,CA,Mariposa,2006
6045,19,87345,CA,Mendocino,2006
6047,11,245338,CA,Merced,2006
6049,-1,9617,CA,Modoc,2006
6051,-1,13743,CA,Mono,2006
6053,41,401831,CA,Monterey,2006
6055,-1,131440,CA,Napa,2006
6057,13,97549,CA,Nevada,2006
6059,247,2932261,CA,Orange,2006
6061,44,321934,CA,Placer,2006
6063,-1,20762,CA,Plumas,2006
6065,176,2012370,CA,Riverside,2006
6067,226,1369563,CA,Sacramento,2006
6069,-1,54124,CA,San Benito,2006
6071,97,1974140,CA,San Bernardino,2006
6073,305,2947289,CA,San Diego,2006
6075,153,768650,CA,San Francisco,2006
6077,80,662812,CA,San Joaquin,2006
6079,32,260498,CA,San Luis Obispo,2006
6081,48,690176,CA,San Mateo,2006
6083,36,408085,CA,Santa Barbara,2006
6085,97,1691159,CA,Santa Clara,2006
6087,32,251616,CA,Santa Cruz,2006
6089,39,176166,CA,Shasta,2006
6091,-1,3424,CA,Sierra,2006
6093,-1,44487,CA,Siskiyou,2006
6095,36,408402,CA,Solano,2006
6097,44,465188,CA,Sonoma,2006
6099,89,504651,CA,Stanislaus,2006
6101,-1,91112,CA,Sutter,2006
6103,10,61587,CA,Tehama,2006
6105,-1,13634,CA,Trinity,2006
6107,49,414921,CA,Tulare,2006
6109,14,56680,CA,Tuolumne,2006
6111,97,798183,CA,Ventura,2006
6113,-1,189615,CA,Yolo,2006
6115,-1,69272,CA,Yuba,2006
8001,68,406575,CO,Adams,2006
8003,-1,15196,CO,Alamosa,2006
8005,73,531619,CO,Arapahoe,2006
8007,-1,11937,CO,Archuleta,2006
8009,-1,3933,CO,Baca,2006
8011,-1,6012,CO,Bent,2006
8013,42,284243,CO,Boulder,2006
8014,-1,48729,CO,Broomfield,2006
8015,-1,17087,CO,Chaffee,2006
8017,-1,1912,CO,Cheyenne,2006
8019,-1,9042,CO,Clear Creek,2006
8021,-1,8256,CO,Conejos,2006
8023,-1,3571,CO,Costilla,2006
8025,-1,5886,CO,Crowley,2006
8027,-1,3994,CO,Custer,2006
8029,-1,29789,CO,Delta,2006
8031,145,556895,CO,Denver,2006
8033,-1,1973,CO,Dolores,2006
8035,25,256136,CO,Douglas,2006
8037,-1,48476,CO,Eagle,2006
8039,-1,22423,CO,Elbert,2006
8041,68,580251,CO,El Paso,2006
8043,10,46873,CO,Fremont,2006
8045,-1,51594,CO,Garfield,2006
8047,-1,4883,CO,Gilpin,2006
8049,-1,14003,CO,Grand,2006
8051,-1,14720,CO,Gunnison,2006
8053,-1,815,CO,Hinsdale,2006
8055,-1,7127,CO,Huerfano,2006
8057,-1,1415,CO,Jackson,2006
8059,38,521662,CO,Jefferson,2006
8061,-1,1456,CO,Kiowa,2006
8063,-1,8011,CO,Kit Carson,2006
8065,-1,7278,CO,Lake,2006
8067,-1,48574,CO,La Plata,2006
8069,37,280713,CO,Larimer,2006
8071,-1,15673,CO,Las Animas,2006
8073,-1,5530,CO,Lincoln,2006
8075,-1,21911,CO,Logan,2006
8077,-1,134665,CO,Mesa,2006
8079,-1,789,CO,Mineral,2006
8081,-1,13115,CO,Moffat,2006
8083,-1,24968,CO,Montezuma,2006
8085,-1,38282,CO,Montrose,2006
8087,-1,27816,CO,Morgan,2006
8089,-1,19042,CO,Otero,2006
8091,-1,4090,CO,Ouray,2006
8093,-1,16230,CO,Park,2006
8095,-1,4414,CO,Phillips,2006
8097,-1,15504,CO,Pitkin,2006
8099,-1,13130,CO,Prowers,2006
8101,26,152026,CO,Pueblo,2006
8103,-1,6176,CO,Rio Blanco,2006
8105,-1,12033,CO,Rio Grande,2006
8107,-1,21859,CO,Routt,2006
8109,-1,6223,CO,Saguache,2006
8111,-1,649,CO,San Juan,2006
8113,-1,7071,CO,San Miguel,2006
8115,-1,2474,CO,Sedgwick,2006
8117,-1,26019,CO,Summit,2006
8119,-1,22281,CO,Teller,2006
8121,-1,4907,CO,Washington,2006
8123,15,230703,CO,Weld,2006
8125,-1,9784,CO,Yuma,2006
9001,100,896254,CT,Fairfield,2006
9003,109,881298,CT,Hartford,2006
9005,19,189682,CT,Litchfield,2006
9007,14,163473,CT,Middlesex,2006
9009,115,850207,CT,New Haven,2006
9011,29,270814,CT,New London,2006
9013,-1,148954,CT,Tolland,2006
9015,12,116778,CT,Windham,2006
10001,13,149704,DE,Kent,2006
10003,50,527174,DE,New Castle,2006
10005,15,182390,DE,Sussex,2006
11001,101,570681,DC,District of C,2006
12001,13,239506,FL,Alachua,2006
12003,-1,25571,FL,Baker,2006
12005,23,165644,FL,Bay,2006
12007,-1,28506,FL,Bradford,2006
12009,107,535138,FL,Brevard,2006
12011,258,1739348,FL,Broward,2006
12013,-1,13997,FL,Calhoun,2006
12015,-1,157099,FL,Charlotte,2006
12017,31,137826,FL,Citrus,2006
12019,17,178339,FL,Clay,2006
12021,52,312621,FL,Collier,2006
12023,12,65890,FL,Columbia,2006
12027,-1,34300,FL,DeSoto,2006
12029,-1,15892,FL,Dixie,2006
12031,150,842098,FL,Duval,2006
12033,53,300395,FL,Escambia,2006
12035,-1,84339,FL,Flagler,2006
12037,-1,11308,FL,Franklin,2006
12039,-1,45258,FL,Gadsden,2006
12041,-1,16223,FL,Gilchrist,2006
12043,-1,12297,FL,Glades,2006
12045,-1,15856,FL,Gulf,2006
12047,-1,14430,FL,Hamilton,2006
12049,-1,27049,FL,Hardee,2006
12051,-1,38776,FL,Hendry,2006
12053,29,164398,FL,Hernando,2006
12055,12,97788,FL,Highlands,2006
12057,186,1171826,FL,Hillsborough,2006
12059,-1,19824,FL,Holmes,2006
12061,25,131463,FL,Indian River,2006
12063,-1,48265,FL,Jackson,2006
12065,-1,14461,FL,Jefferson,2006
12067,-1,8341,FL,Lafayette,2006
12069,19,281329,FL,Lake,2006
12071,98,582678,FL,Lee,2006
12073,13,263076,FL,Leon,2006
12075,-1,39447,FL,Levy,2006
12077,-1,8011,FL,Liberty,2006
12079,-1,19299,FL,Madison,2006
12081,57,313771,FL,Manatee,2006
12083,65,316310,FL,Marion,2006
12085,23,141802,FL,Martin,2006
12086,144,2405911,FL,Miami-Dade,2006
12087,20,73793,FL,Monroe,2006
12089,12,67823,FL,Nassau,2006
12091,33,184071,FL,Okaloosa,2006
12093,-1,39668,FL,Okeechobee,2006
12095,110,1083429,FL,Orange,2006
12097,23,242081,FL,Osceola,2006
12099,211,1284489,FL,Palm Beach,2006
12101,101,439529,FL,Pasco,2006
12103,217,924182,FL,Pinellas,2006
12105,71,568324,FL,Polk,2006
12107,-1,74663,FL,Putnam,2006
12109,11,168480,FL,St. Johns,2006
12111,34,255251,FL,St. Lucie,2006
12113,33,142983,FL,Santa Rosa,2006
12115,83,371361,FL,Sarasota,2006
12117,47,413218,FL,Seminole,2006
12119,-1,76202,FL,Sumter,2006
12121,-1,39533,FL,Suwannee,2006
12123,-1,20793,FL,Taylor,2006
12125,-1,14873,FL,Union,2006
12127,81,494748,FL,Volusia,2006
12129,-1,27785,FL,Wakulla,2006
12131,17,51145,FL,Walton,2006
12133,-1,22860,FL,Washington,2006
13001,-1,17725,GA,Appling,2006
13003,-1,8197,GA,Atkinson,2006
13005,-1,10682,GA,Bacon,2006
13007,-1,3877,GA,Baker,2006
13009,-1,46513,GA,Baldwin,2006
13011,-1,17076,GA,Banks,2006
13013,10,61395,GA,Barrow,2006
13015,10,92983,GA,Bartow,2006
13017,-1,17525,GA,Ben Hill,2006
13019,-1,18051,GA,Berrien,2006
13021,-1,154510,GA,Bibb,2006
13023,-1,12553,GA,Bleckley,2006
13025,-1,16895,GA,Brantley,2006
13027,-1,16309,GA,Brooks,2006
13029,-1,27346,GA,Bryan,2006
13031,-1,64304,GA,Bulloch,2006
13033,-1,22875,GA,Burke,2006
13035,-1,22669,GA,Butts,2006
13037,-1,6350,GA,Calhoun,2006
13039,-1,47086,GA,Camden,2006
13043,-1,10388,GA,Candler,2006
13045,16,105853,GA,Carroll,2006
13047,12,61095,GA,Catoosa,2006
13049,-1,12089,GA,Charlton,2006
13051,20,246896,GA,Chatham,2006
13053,-1,11828,GA,Chattahoochee,2006
13055,-1,25640,GA,Chattooga,2006
13057,14,193241,GA,Cherokee,2006
13059,-1,112074,GA,Clarke,2006
13061,-1,3232,GA,Clay,2006
13063,18,258552,GA,Clayton,2006
13065,-1,6828,GA,Clinch,2006
13067,59,661913,GA,Cobb,2006
13069,-1,40702,GA,Coffee,2006
13071,-1,43700,GA,Colquitt,2006
13073,10,110845,GA,Columbia,2006
13075,-1,16622,GA,Cook,2006
13077,-1,113749,GA,Coweta,2006
13079,-1,12943,GA,Crawford,2006
13081,-1,22718,GA,Crisp,2006
13083,-1,16411,GA,Dade,2006
13085,-1,20660,GA,Dawson,2006
13087,-1,27835,GA,Decatur,2006
13089,35,676687,GA,DeKalb,2006
13091,-1,20954,GA,Dodge,2006
13093,-1,13719,GA,Dooly,2006
13095,-1,94418,GA,Dougherty,2006
13097,18,119918,GA,Douglas,2006
13099,-1,11648,GA,Early,2006
13101,-1,3913,GA,Echols,2006
13103,-1,47823,GA,Effingham,2006
13105,-1,20631,GA,Elbert,2006
13107,-1,22091,GA,Emanuel,2006
13109,-1,10889,GA,Evans,2006
13111,-1,22758,GA,Fannin,2006
13113,-1,104099,GA,Fayette,2006
13115,19,95165,GA,Floyd,2006
13117,-1,147228,GA,Forsyth,2006
13119,-1,21956,GA,Franklin,2006
13121,86,845181,GA,Fulton,2006
13123,-1,27665,GA,Gilmer,2006
13125,-1,2893,GA,Glascock,2006
13127,13,74870,GA,Glynn,2006
13129,-1,52161,GA,Gordon,2006
13131,-1,24384,GA,Grady,2006
13133,-1,15587,GA,Greene,2006
13135,47,740267,GA,Gwinnett,2006
13137,-1,40616,GA,Habersham,2006
13139,20,166524,GA,Hall,2006
13141,-1,9650,GA,Hancock,2006
13143,-1,28121,GA,Haralson,2006
13145,-1,29289,GA,Harris,2006
13147,-1,24764,GA,Hart,2006
13149,-1,11553,GA,Heard,2006
13151,20,180304,GA,Henry,2006
13153,-1,128978,GA,Houston,2006
13155,-1,9852,GA,Irwin,2006
13157,-1,54037,GA,Jackson,2006
13159,-1,13370,GA,Jasper,2006
13161,-1,14028,GA,Jeff Davis,2006
13163,-1,16889,GA,Jefferson,2006
13165,-1,8533,GA,Jenkins,2006
13167,-1,9638,GA,Johnson,2006
13169,-1,27563,GA,Jones,2006
13171,-1,17115,GA,Lamar,2006
13173,-1,8509,GA,Lanier,2006
13175,-1,47287,GA,Laurens,2006
13177,-1,27365,GA,Lee,2006
13179,-1,63047,GA,Liberty,2006
13181,-1,8198,GA,Lincoln,2006
13183,-1,12152,GA,Long,2006
13185,-1,100592,GA,Lowndes,2006
13187,-1,27300,GA,Lumpkin,2006
13189,-1,21564,GA,McDuffie,2006
13191,-1,12950,GA,McIntosh,2006
13193,-1,14364,GA,Macon,2006
13195,-1,27347,GA,Madison,2006
13197,-1,8089,GA,Marion,2006
13199,-1,22694,GA,Meriwether,2006
13201,-1,6104,GA,Miller,2006
13205,-1,23579,GA,Mitchell,2006
13207,-1,24924,GA,Monroe,2006
13209,-1,9165,GA,Montgomery,2006
13211,-1,17316,GA,Morgan,2006
13213,-1,40173,GA,Murray,2006
13215,-1,189464,GA,Muscogee,2006
13217,-1,90647,GA,Newton,2006
13219,-1,29720,GA,Oconee,2006
13221,-1,14030,GA,Oglethorpe,2006
13223,20,122635,GA,Paulding,2006
13225,-1,25510,GA,Peach,2006
13227,-1,28169,GA,Pickens,2006
13229,-1,17502,GA,Pierce,2006
13231,-1,16590,GA,Pike,2006
13233,-1,40372,GA,Polk,2006
13235,-1,11183,GA,Pulaski,2006
13237,-1,20368,GA,Putnam,2006
13239,-1,2545,GA,Quitman,2006
13241,-1,16090,GA,Rabun,2006
13243,-1,7786,GA,Randolph,2006
13245,25,196449,GA,Richmond,2006
13247,11,79911,GA,Rockdale,2006
13249,-1,4374,GA,Schley,2006
13251,-1,14884,GA,Screven,2006
13253,-1,8869,GA,Seminole,2006
13255,-1,61971,GA,Spalding,2006
13257,-1,25488,GA,Stephens,2006
13259,-1,5627,GA,Stewart,2006
13261,-1,32785,GA,Sumter,2006
13263,-1,6959,GA,Talbot,2006
13265,-1,1863,GA,Taliaferro,2006
13267,-1,23417,GA,Tattnall,2006
13269,-1,8798,GA,Taylor,2006
13271,-1,15401,GA,Telfair,2006
13273,-1,9969,GA,Terrell,2006
13275,-1,43901,GA,Thomas,2006
13277,-1,39503,GA,Tift,2006
13279,-1,26851,GA,Toombs,2006
13281,-1,10281,GA,Towns,2006
13283,-1,6771,GA,Treutlen,2006
13285,-1,63897,GA,Troup,2006
13287,-1,9133,GA,Turner,2006
13289,-1,9715,GA,Twiggs,2006
13291,-1,20460,GA,Union,2006
13293,-1,27349,GA,Upson,2006
13295,-1,66343,GA,Walker,2006
13297,-1,77057,GA,Walton,2006
13299,-1,35624,GA,Ware,2006
13301,-1,6038,GA,Warren,2006
13303,-1,20805,GA,Washington,2006
13305,-1,28929,GA,Wayne,2006
13307,-1,2630,GA,Webster,2006
13309,-1,6954,GA,Wheeler,2006
13311,-1,25575,GA,White,2006
13313,13,96408,GA,Whitfield,2006
13315,-1,8868,GA,Wilcox,2006
13317,-1,10586,GA,Wilkes,2006
13319,-1,9793,GA,Wilkinson,2006
13321,-1,21783,GA,Worth,2006
15001,14,173536,HI,Hawaii,2006
15003,64,926954,HI,Honolulu,2006
15005,-1,109,HI,Kalawao,2006
15007,-1,63465,HI,Kauai,2006
15009,-1,145667,HI,Maui,2006
16001,40,363498,ID,Ada,2006
16003,-1,3788,ID,Adams,2006
16005,-1,78491,ID,Bannock,2006
16007,-1,6071,ID,Bear Lake,2006
16009,-1,9260,ID,Benewah,2006
16011,-1,43396,ID,Bingham,2006
16013,-1,21082,ID,Blaine,2006
16015,-1,7151,ID,Boise,2006
16017,-1,40127,ID,Bonner,2006
16019,-1,94756,ID,Bonneville,2006
16021,-1,10530,ID,Boundary,2006
16023,-1,2786,ID,Butte,2006
16025,-1,1073,ID,Camas,2006
16027,-1,172188,ID,Canyon,2006
16029,-1,6886,ID,Caribou,2006
16031,-1,21281,ID,Cassia,2006
16033,-1,947,ID,Clark,2006
16035,-1,8776,ID,Clearwater,2006
16037,-1,4155,ID,Custer,2006
16039,-1,25927,ID,Elmore,2006
16041,-1,12085,ID,Franklin,2006
16043,-1,12770,ID,Fremont,2006
16045,-1,16632,ID,Gem,2006
16047,-1,14749,ID,Gooding,2006
16049,-1,15638,ID,Idaho,2006
16051,-1,22439,ID,Jefferson,2006
16053,-1,20111,ID,Jerome,2006
16055,18,129510,ID,Kootenai,2006
16057,-1,36251,ID,Latah,2006
16059,-1,7795,ID,Lemhi,2006
16061,-1,3712,ID,Lewis,2006
16063,-1,4762,ID,Lincoln,2006
16065,-1,34984,ID,Madison,2006
16067,-1,19046,ID,Minidoka,2006
16069,-1,38513,ID,Nez Perce,2006
16071,-1,4146,ID,Oneida,2006
16073,-1,11114,ID,Owyhee,2006
16075,-1,21916,ID,Payette,2006
16077,-1,7564,ID,Power,2006
16079,-1,13014,ID,Shoshone,2006
16081,-1,8270,ID,Teton,2006
16083,-1,71974,ID,Twin Falls,2006
16085,-1,9480,ID,Valley,2006
16087,-1,10025,ID,Washington,2006
17001,-1,67106,IL,Adams,2006
17003,-1,8730,IL,Alexander,2006
17005,-1,18004,IL,Bond,2006
17007,-1,51797,IL,Boone,2006
17009,-1,6875,IL,Brown,2006
17011,-1,35183,IL,Bureau,2006
17013,-1,5174,IL,Calhoun,2006
17015,-1,15866,IL,Carroll,2006
17017,-1,13611,IL,Cass,2006
17019,10,193844,IL,Champaign,2006
17021,-1,35076,IL,Christian,2006
17023,-1,16669,IL,Clark,2006
17025,-1,14061,IL,Clay,2006
17027,-1,37051,IL,Clinton,2006
17029,-1,53359,IL,Coles,2006
17031,755,5165495,IL,Cook,2006
17033,-1,19966,IL,Crawford,2006
17035,-1,11103,IL,Cumberland,2006
17037,-1,101437,IL,DeKalb,2006
17039,-1,16792,IL,De Witt,2006
17041,-1,20111,IL,Douglas,2006
17043,70,908685,IL,DuPage,2006
17045,-1,18986,IL,Edgar,2006
17047,-1,6694,IL,Edwards,2006
17049,-1,34289,IL,Effingham,2006
17051,-1,21925,IL,Fayette,2006
17053,-1,14096,IL,Ford,2006
17055,-1,39560,IL,Franklin,2006
17057,-1,37387,IL,Fulton,2006
17059,-1,5980,IL,Gallatin,2006
17061,-1,14167,IL,Greene,2006
17063,-1,46534,IL,Grundy,2006
17065,-1,8497,IL,Hamilton,2006
17067,-1,19412,IL,Hancock,2006
17069,-1,4508,IL,Hardin,2006
17071,-1,7614,IL,Henderson,2006
17073,-1,50392,IL,Henry,2006
17075,-1,30308,IL,Iroquois,2006
17077,-1,60170,IL,Jackson,2006
17079,-1,9807,IL,Jasper,2006
17081,-1,39545,IL,Jefferson,2006
17083,-1,22736,IL,Jersey,2006
17085,-1,22828,IL,Jo Daviess,2006
17087,-1,12889,IL,Johnson,2006
17089,27,485179,IL,Kane,2006
17091,11,109735,IL,Kankakee,2006
17093,-1,90740,IL,Kendall,2006
17095,-1,53196,IL,Knox,2006
17097,63,689891,IL,Lake,2006
17099,21,113139,IL,LaSalle,2006
17101,-1,16730,IL,Lawrence,2006
17103,-1,35905,IL,Lee,2006
17105,-1,38978,IL,Livingston,2006
17107,-1,30562,IL,Logan,2006
17109,-1,32868,IL,McDonough,2006
17111,21,300630,IL,McHenry,2006
17113,-1,162925,IL,McLean,2006
17115,-1,110808,IL,Macon,2006
17117,-1,48176,IL,Macoupin,2006
17119,35,266164,IL,Madison,2006
17121,-1,40037,IL,Marion,2006
17123,-1,12896,IL,Marshall,2006
17125,-1,15153,IL,Mason,2006
17127,-1,15397,IL,Massac,2006
17129,-1,12570,IL,Menard,2006
17131,-1,16642,IL,Mercer,2006
17133,-1,31644,IL,Monroe,2006
17135,-1,30378,IL,Montgomery,2006
17137,-1,35966,IL,Morgan,2006
17139,-1,14565,IL,Moultrie,2006
17141,-1,53358,IL,Ogle,2006
17143,20,183446,IL,Peoria,2006
17145,-1,22692,IL,Perry,2006
17147,-1,16682,IL,Piatt,2006
17149,-1,16632,IL,Pike,2006
17151,-1,4397,IL,Pope,2006
17153,-1,6434,IL,Pulaski,2006
17155,-1,5931,IL,Putnam,2006
17157,-1,33688,IL,Randolph,2006
17159,-1,16171,IL,Richland,2006
17161,-1,147131,IL,Rock Island,2006
17163,20,263445,IL,St. Clair,2006
17165,-1,25482,IL,Saline,2006
17167,12,193317,IL,Sangamon,2006
17169,-1,7513,IL,Schuyler,2006
17171,-1,5392,IL,Scott,2006
17173,-1,22379,IL,Shelby,2006
17175,-1,6156,IL,Stark,2006
17177,-1,47917,IL,Stephenson,2006
17179,12,131804,IL,Tazewell,2006
17181,-1,18082,IL,Union,2006
17183,11,82715,IL,Vermilion,2006
17185,-1,12354,IL,Wabash,2006
17187,-1,17839,IL,Warren,2006
17189,-1,15008,IL,Washington,2006
17191,-1,16829,IL,Wayne,2006
