fips,year,deaths_clean,mortality_rate,log_mortality,opioids_in_gm,pop_clean,hhincome_clean,age_clean,white_clean,percent_white,coef_opioids_in_gm,coef_hhincome_clean,coef_age_clean,coef_pop_clean,coef_opioids_per1000_gm
12095,2006,110,9.855800676287119,2.28806018299567,189449.50952882602,1116094,50138,33.4,526565,47.1792698464466,1.0796841891975e-06,-2.3220151354854002e-05,-0.0137733146323171,0.0176207994690349,0.0010796841891975
12097,2006,23,8.896418611307741,2.1856487925283403,38434.5844308751,258531,46328,35.2,110117,42.5933447052771,1.02388645812682e-06,-1.9425453822539398e-05,-0.0163734126587194,0.019065781536737,0.00102388645812682
12099,2006,211,16.238813689243,2.78740428337341,458972.861761227,1299356,53242,43.1,801575,61.6901757486016,5.30200219367991e-07,7.34776061201824e-06,-0.0243092157780289,0.0123682889321515,0.000530200219367991
12101,2006,101,22.1241845814148,3.09667133513753,205816.467528775,456514,44228,43.4,371884,81.4616857314343,7.642447808331571e-07,-1.98452911823818e-05,-0.0212316540532029,0.0314718593460235,0.000764244780833157
12103,2006,217,23.631573960836896,3.1625836975644397,473165.59641820204,918263,45258,45.6,715513,77.9202690296789,4.0464884249662203e-07,-1.0814111931053e-05,-0.00248998869288641,0.025135318690153997,0.000404648842496622
12105,2006,71,12.031532783385,2.4875309352854,155829.24710195,590116,43946,39.4,389097,65.9356804424893,7.722908348437509e-07,-1.25386213297345e-05,-0.00643440681067986,0.0192349293456981,0.000772290834843751
12109,2006,11,6.08999911418195,1.80664793626727,34418.95158215,180624,62663,41.8,155228,85.9398529542032,2.2918205273594798e-06,-1.56874718464295e-05,0.044344224848852996,-0.0226111379522287,0.0022918205273594803
12111,2006,34,12.608516682180099,2.53437251277871,69128.5863045751,269659,45196,41.9,169412,62.8245302400439,9.85214740849876e-07,-4.188717973831021e-06,-0.00376659449618799,0.0153298308054683,0.000985214740849877
12113,2006,33,22.3217305428915,3.10556066779123,36728.8334023,147838,55129,38.7,126573,85.6160121213761,-1.57055461591457e-05,-2.32133364129888e-05,-0.0575818242095636,-0.0148633751470584,-0.0157055461591457
12115,2006,83,22.0627325890484,3.0938898769177596,136777.36361285,376200,49388,51.7,321994,85.59117490696441,4.2826574207816e-07,9.116576947177522e-06,-0.00016873533747841,0.0233654432451971,0.00042826574207816004
12117,2006,47,11.262070783313,2.42144051195856,100547.122561875,417330,58971,37.7,282481,67.6876812115113,1.57960155728311e-06,-2.6885149878377897e-06,0.0371787718790202,0.00383630716443939,0.00157960155728311
12127,2006,81,16.3289003392783,2.79293656480546,133914.7645551,496053,44400,44.4,377031,76.0061928866472,1.6317036860501998e-06,-1.1757539319519e-05,0.0403916345062711,0.000349783486463195,0.0016317036860502
12131,2006,17,31.855488513285604,3.4612096909801604,19100.99059375,53366,47273,42.0,45555,85.363339954278,-1.24536900934875e-05,4.22659711410978e-05,0.220148721925455,-0.0306162057024082,-0.0124536900934875
13013,2006,10,15.0695459545804,2.7126758830922997,14660.618064575,66359,48958,32.9,50233,75.69885019364371,1.71338124551522e-06,-1.37692047678113e-05,0.0254580793088177,0.0103184929864147,0.0017133812455152198
13015,2006,10,10.2645165925911,2.32869295657983,23143.35532075,97423,49216,36.1,78332,80.4040113730844,9.72109446709837e-07,-1.4594602468322e-05,0.00969436692400816,0.0117715800740452,0.000972109446709837
13045,2006,16,14.648392796652802,2.68433062273174,42769.803210175,109227,45559,33.2,80664,73.8498722843253,1.8886715605043598e-06,-1.66850556743685e-05,0.00683092710170019,0.0141146941188529,0.0018886715605043601
13047,2006,12,19.0624453940366,2.9477201897884,14573.434172575,62951,46544,38.0,58357,92.70226048831628,-6.02425816328099e-09,-1.33480033391772e-05,0.0236047043128167,0.00870016903122961,-6.02425816328099e-06
13051,2006,20,7.7994602773488095,2.05405453608976,41647.4544421121,256428,44928,34.3,130455,50.8739295240769,8.949598474516649e-07,-5.4590933263060796e-05,-0.00961202733965294,0.0323521456419993,0.000894959847451665
13057,2006,14,6.786792901014629,1.91497850318719,30646.890043552,206283,66320,35.7,169218,82.0319657945638,1.1556137422667e-06,-1.4090497613829598e-05,0.0250794522477933,0.0103325088795332,0.0011556137422667
13063,2006,18,6.91892556773628,1.93426049279676,26038.86159845,260156,43311,31.1,41084,15.7920632236043,2.5498008711703e-06,-1.4823695030520401e-05,0.027358271724227997,0.0119801028738253,0.0025498008711703
13067,2006,59,8.70974694494554,2.16444273704919,108662.543260625,677402,65522,34.9,391386,57.77750877617721,1.55363212534841e-06,-1.4122448735541699e-05,0.0176640224186966,0.0121144826824073,0.00155363212534841
13073,2006,10,8.48478677730829,2.13827476900194,17514.16243215,117858,66333,36.8,88022,74.684790171223,2.91474933118507e-06,-1.9890114946603896e-05,0.00342497905110761,0.009544376970696659,0.0029147493311850697
13089,2006,35,5.10672321997867,1.63055794999137,51033.6358704751,685371,51349,33.9,204025,29.7685487130328,2.28535124687799e-06,-1.39249587767214e-05,0.0275733151283806,0.0109942869219251,0.00228535124687799
13097,2006,18,14.084507042253499,2.64507540194082,27253.8053083,127800,55852,34.5,66488,52.025039123630705,1.51121449265428e-06,-1.4191639122132e-05,0.0195045468751234,0.0122087268404536,0.00151121449265428
13115,2006,19,19.8309153533034,2.98724210149175,35774.5143058,95810,41066,37.2,71329,74.4483874334621,2.46730604036202e-07,-1.37033043684819e-05,-0.00126930424900529,0.0106684043712906,0.000246730604036202
13121,2006,86,9.69579991476715,2.27169279326081,95368.09267374901,886982,56709,34.0,372016,41.9417755940932,2.29641416796864e-06,-1.2632568935267501e-05,0.0224840525286454,0.0103708227709878,0.00229641416796864
13127,2006,13,16.7456718878813,2.8181398301280405,19464.999036,77632,50337,39.1,50919,65.5902205276175,1.79883172507245e-06,-5.955727821222521e-05,0.0841464887594245,0.0182310424431691,0.00179883172507245
13135,2006,47,6.040960281328809,1.7985629862846002,83887.4021392031,778022,63219,33.3,364496,46.849060823472904,1.38314870636739e-06,-9.631462197668449e-06,0.027219963060014996,0.00880084588100094,0.00138314870636739
13139,2006,20,11.4285061228222,2.43611077134918,30605.271611199998,175001,50876,34.1,112923,64.52705984537229,1.16159428151732e-06,-1.21687811951425e-05,0.0258029374534092,0.00822422280999513,0.0011615942815173198
13151,2006,20,10.3243391132425,2.3345041283958103,30204.689891799997,193717,63923,34.8,107824,55.660577027313,3.8090565490769097e-06,-7.3356035569571e-06,0.0217379600172727,0.00858931677779085,0.00380905654907691
13223,2006,20,14.828544949026899,2.69655403596378,16474.174047,134875,62348,33.2,102655,76.1112140871177,1.3007157594596399e-06,-3.18498932218872e-06,0.0237896317485977,0.0056577763268785795,0.00130071575945964
13245,2006,25,12.615431195438301,2.53492076267717,34076.797741475,198170,37882,33.3,76588,38.647625775849,1.9155063427631403e-06,-2.9741396577608198e-05,0.00135482343024407,0.0120121620333289,0.00191550634276314
13247,2006,11,13.231490948457301,2.5825996662941204,17718.668986,83135,55779,36.6,37238,44.792205448968495,2.9854521846625198e-06,-1.35786742736981e-05,0.0412519187301363,0.00537083269072225,0.00298545218466252
13313,2006,13,13.0117105394855,2.5658497627047003,17580.592786725,99910,42345,33.8,62894,62.950655590031005,4.0882087319892296e-07,-1.88902188602572e-05,0.0449080538752096,0.00474690892073992,0.000408820873198923
16001,2006,40,10.5064641020388,2.35199069650743,72598.2480363001,380718,55835,34.4,331637,87.1083058851959,1.21039905926234e-05,1.5310235028209697e-05,0.0458245585905388,0.0278554304713907,0.0121039905926234
16055,2006,18,13.348065642820599,2.591371478679,31367.230230299996,134851,46336,38.5,124587,92.3886363467827,-1.65610110226932e-05,-0.00015636607820021498,0.129967398386142,-0.0308577155566709,-0.0165610110226932
17019,2006,10,5.053899841812941,1.62016019116238,15452.672099000001,197867,45262,28.6,142196,71.86443419064321,3.29658861249833e-06,-9.41616498290396e-06,0.0245627157962982,0.0298872814496765,0.00329658861249833
17031,2006,755,14.595441428010302,2.68070924900185,359956.883158629,5172848,53942,35.1,2294644,44.3593935101128,1.8159062924077202e-06,-7.56696668464184e-06,-0.00531088920944534,0.0285025921510931,0.00181590629240772
17043,2006,70,7.67980901412097,2.03859467889737,85961.8400207751,911481,76581,37.4,650827,71.4032437319045,1.70663140973426e-06,-1.0674094590688499e-05,-0.0285587365959259,0.0308571030586102,0.0017066314097342599
17089,2006,27,5.37176599791496,1.68115671812828,30951.066955575097,502628,67767,34.2,304830,60.647238116459896,1.56003700795697e-06,-1.26365266477855e-05,-0.0189146623711007,0.0241504178139937,0.00156003700795697
17091,2006,11,9.812667261373768,2.28367412870835,15023.094353999999,112100,50484,36.5,83166,74.1891168599465,1.34685014635506e-06,-4.23973985577898e-06,0.0269844351800432,0.0357554648103848,0.00134685014635506
17097,2006,63,9.036416759540948,2.2012627196693195,76062.2310187751,697179,78948,36.1,463059,66.41895409930589,1.65375520353982e-06,-1.36619063327334e-05,-0.00619113865975418,0.0200181443177483,0.00165375520353982
17099,2006,21,18.455210960637697,2.91534676749968,17582.316517575,113789,51705,40.5,101095,88.84426438407931,2.41241324977612e-06,-1.0511017525393198e-05,0.0184612216045528,0.0232453905974834,0.00241241324977612
17111,2006,21,6.861623917660509,1.92594413641444,30102.640333999996,306050,76482,37.1,258403,84.4316288188205,1.1888417550944201e-06,-2.13560287436649e-05,-0.0176712942409907,0.0154954084980083,0.0011888417550944199
17119,2006,35,13.0594578459357,2.56951261042426,43909.0854898751,268005,51941,38.2,233222,87.02151079270911,1.2299509011538e-06,-5.16735653937062e-05,-0.115353142710628,0.0313412105219992,0.0012299509011538
17143,2006,20,10.804503316982501,2.37996302101544,24163.444990875,185108,49747,36.5,136535,73.7596430192104,8.51041787392821e-06,-1.51874565689934e-05,-0.00865413235208479,0.0094928142061681,0.008510417873928209
17163,2006,20,7.49830350883113,2.01467679613294,28937.810345599995,266727,48562,36.7,169596,63.5841140941862,1.07985900207057e-06,-5.4161647636800605e-05,-0.114307327910497,0.0336517279350037,0.00107985900207057
17167,2006,12,6.1447708000491605,1.8156014437136299,26856.814781625,195288,52232,39.0,162721,83.3236041128999,3.3294540899939e-06,-3.05101301205646e-05,-0.0496453989887904,0.0149853820404662,0.0033294540899939
17179,2006,12,8.964388964837179,2.19325994688005,16129.280551575,133863,54232,39.5,127549,95.2832373396682,7.34900171726438e-06,-1.3172442127608901e-05,0.0486253049762251,0.008508034497195279,0.00734900171726438
17183,2006,11,13.409237745785198,2.59594385345468,14671.762083000001,82033,39456,39.1,66411,80.9564443577585,3.82213226894949e-06,-2.0083839405278e-05,0.0438065608515623,0.0443610326431729,0.0038221322689494896
17197,2006,57,8.53322794048298,2.14396771201649,68176.6326136001,667977,75906,34.9,457845,68.5420306387795,2.40184937320829e-06,-8.93535593936131e-06,0.0154482276117336,0.0381394529068819,0.00240184937320829
17201,2006,44,14.9674118623542,2.70587529519834,46750.2608165001,293972,47198,37.9,216266,73.5668703141796,1.59039299755479e-06,-2.31889128337085e-05,0.00178640567222565,0.0167514103982391,0.00159039299755479
18003,2006,27,7.68503865289811,2.0392754066328402,38417.5463507251,351332,48714,35.2,271833,77.37211526419449,4.09192138610155e-06,-2.1586085095173603e-05,0.0681984616151983,0.0310233110878979,0.00409192138610155
18005,2006,10,13.1830466020697,2.57893165578208,25957.41439715,75855,52742,37.7,66756,88.0047458967768,3.45542105971718e-06,-2.41174006862027e-05,0.0355151217303096,0.0407607218822363,0.00345542105971718
18019,2006,13,12.1064247865079,2.49373628577739,33998.596364725,107381,47368,37.7,92261,85.91929670984631,3.30656291093038e-06,-2.0981889993839e-05,0.0107444440293456,0.0433212202911051,0.00330656291093038
18035,2006,22,18.74829560949,2.93110284745749,38649.053017775,117344,38066,34.7,103705,88.3769089173711,4.61469557195659e-06,-1.9875718504396498e-05,0.0624038178190123,0.0257503867700422,0.00461469557195659
18043,2006,11,14.9468706688045,2.7045019581138394,32602.220617575,73594,52422,38.6,66009,89.69345327064708,3.7866223959071997e-06,-2.0738977970131398e-05,0.0189072496277181,0.0364353827059265,0.0037866223959072
18057,2006,20,7.655678216533201,2.03544762303397,30438.692127599996,261244,81947,35.3,227742,87.1759734194852,3.82339508179076e-06,-2.49890584774746e-05,0.0494912306497284,0.0325445453555666,0.00382339508179076
18063,2006,10,7.141428857085731,1.9659128763701699,20591.45398705,140028,67180,36.5,125330,89.5035278658554,3.62604488249381e-06,-3.0151985447149202e-05,0.0505363823040028,0.0395932548974791,0.00362604488249381
18065,2006,15,30.661679033543898,3.4230136349430493,15059.09802945,48921,41087,40.9,46562,95.1779399439913,4.14626300490346e-06,-1.98835837479094e-05,0.0414358167326849,0.0241977552894745,0.00414626300490346
18067,2006,22,26.4023234044596,3.2734520140245,31704.686261575,83326,45003,39.7,72921,87.51290113529991,4.40773751680349e-06,-2.9540974029875e-05,0.0438058248333348,0.048660257991024004,0.00440773751680349
18081,2006,14,10.294571819345,2.3316167484875696,35612.03336475,135994,61629,36.4,126153,92.763651337559,3.77964595826028e-06,-2.24175450975212e-05,0.0398686249764584,0.0381527631464635,0.0037796459582602796
18089,2006,32,6.47226935967008,1.86752679812222,76346.8355313002,494417,48723,36.9,277053,56.036301340771,2.8662074137662005e-06,-1.73852891461264e-05,0.0347320317024582,0.0405791339681998,0.0028662074137662
