County_cd,State,County_nm,pills
01125,AL,TUSCALOOSA,5898860
01127,AL,WALKER,7942850
01129,AL,WASHINGTON,137100
01131,AL,WILCOX,117550
01133,AL,WINSTON,1749790
05001,AR,ARKANSAS,857180
05003,AR,ASHLEY,767760
05005,AR,BAXTER,1576990
05007,AR,BENTON,5792170
05009,AR,BOONE,1496570
05011,AR,BRADLEY,279100
05013,AR,CALHOUN,187440
05015,AR,CARROLL,1350030
05017,AR,CHICOT,567430
05019,AR,CLARK,849190
05021,AR,CLAY,495180
05023,AR,CLEBURNE,979870
05025,AR,CLEVELAND,21890
05027,AR,COLUMBIA,655960
05029,AR,CONWAY,775800
05031,AR,CRAIGHEAD,4276190
05033,AR,CRAWFORD,2982230
05035,AR,CRITTENDEN,1896820
05037,AR,CROSS,452760
05039,AR,DALLAS,239480
05041,AR,DESHA,405270
05043,AR,DREW,536100
05045,AR,FAULKNER,2513950
05047,AR,FRANKLIN,730380
05049,AR,FULTON,688000
05051,AR,GARLAND,5101460
05053,AR,GRANT,379460
05055,AR,GREENE,2719640
05057,AR,HEMPSTEAD,806740
05059,AR,HOT SPRING,849200
05061,AR,HOWARD,552610
05063,AR,INDEPENDENCE,1688980
05065,AR,IZARD,831960
05067,AR,JACKSON,588920
05069,AR,JEFFERSON,1505230
05071,AR,JOHNSON,964130
05073,AR,LAFAYETTE,230630
05075,AR,LAWRENCE,637340
05077,AR,LEE,179800
05079,AR,LINCOLN,159700
05081,AR,LITTLE RIVER,532910
05083,AR,LOGAN,893490
05085,AR,LONOKE,1616050
05087,AR,MADISON,331740
05089,AR,MARION,523900
05091,AR,MILLER,1588230
05093,AR,MISSISSIPPI,1893070
05095,AR,MONROE,202740
05097,AR,MONTGOMERY,241270
05099,AR,NEVADA,170050
05101,AR,NEWTON,75270
05103,AR,OUACHITA,933710
05105,AR,PERRY,213900
05107,AR,PHILLIPS,1193780
05109,AR,PIKE,721310
05111,AR,POINSETT,1267200
05113,AR,POLK,1017500
05115,AR,POPE,1864680
05117,AR,PRAIRIE,159170
05119,AR,PULASKI,12466618
05121,AR,RANDOLPH,445230
05123,AR,SAINT FRANCIS,556060
05125,AR,SALINE,3377200
05127,AR,SCOTT,719100
05129,AR,SEARCY,211800
05131,AR,SEBASTIAN,7529150
05133,AR,SEVIER,593430
05135,AR,SHARP,802600
05137,AR,STONE,463300
05139,AR,UNION,1836740
05141,AR,VAN BUREN,572520
05143,AR,WASHINGTON,5315050
05145,AR,WHITE,2158060
05147,AR,WOODRUFF,358700
05149,AR,YELL,739390
04001,AZ,APACHE,539590
04003,AZ,COCHISE,4701330
04005,AZ,COCONINO,2980520
04007,AZ,GILA,2527820
04009,AZ,GRAHAM,1684100
04011,AZ,GREENLEE,76300
04012,AZ,LA PAZ,712910
04013,AZ,MARICOPA,114495365
04015,AZ,MOHAVE,12124912
04017,AZ,NAVAJO,2990376
04019,AZ,PIMA,38121886
04021,AZ,PINAL,8761730
04023,AZ,SANTA CRUZ,632050
04025,AZ,YAVAPAI,8667010
04027,AZ,YUMA,3655780
06001,CA,ALAMEDA,94996532
06005,CA,AMADOR,2323280
06007,CA,BUTTE,15433960
06009,CA,CALAVERAS,2397130
06011,CA,COLUSA,666690
06013,CA,CONTRA COSTA,26853680
06015,CA,DEL NORTE,1985260
06017,CA,EL DORADO,6838260
06019,CA,FRESNO,26015320
06021,CA,GLENN,1368550
06023,CA,HUMBOLDT,9200030
06025,CA,IMPERIAL,2825220
06027,CA,INYO,799000
06029,CA,KERN,23801078.0
06031,CA,KINGS,4014540
06033,CA,LAKE,5238990
06035,CA,LASSEN,2231000
06037,CA,LOS ANGELES,198685996.0
06039,CA,MADERA,3571170
06041,CA,MARIN,7467620
06043,CA,MARIPOSA,320500
06045,CA,MENDOCINO,5015790
06047,CA,MERCED,6641380
06049,CA,MODOC,593600
06051,CA,MONO,204800
06053,CA,MONTEREY,10001755
06055,CA,NAPA,3967110
06057,CA,NEVADA,4675180
06059,CA,ORANGE,62097249.5
06061,CA,PLACER,15105560
06063,CA,PLUMAS,1340600
06065,CA,RIVERSIDE,48817085
06067,CA,SACRAMENTO,58126616
06069,CA,SAN BENITO,962900
06071,CA,SAN BERNARDINO,51294310
06073,CA,SAN DIEGO,73716279.5
06075,CA,SAN FRANCISCO,16369350
06077,CA,SAN JOAQUIN,22817300
06079,CA,SAN LUIS OBISPO,9486320
06081,CA,SAN MATEO,13419015
06083,CA,SANTA BARBARA,12371020
06085,CA,SANTA CLARA,25476365
06087,CA,SANTA CRUZ,7918860
06089,CA,SHASTA,14631760
06091,CA,SIERRA,88200
06093,CA,SISKIYOU,2396950
06095,CA,SOLANO,12440740
06097,CA,SONOMA,16415020
06099,CA,STANISLAUS,27252450
06101,CA,SUTTER,5244300
06103,CA,TEHAMA,3624080
06105,CA,TRINITY,923800
06107,CA,TULARE,13567030
06109,CA,TUOLUMNE,4238800
06111,CA,VENTURA,19122780.0
06113,CA,YOLO,5190470
06115,CA,YUBA,3369720
08001,CO,ADAMS,8666050
08003,CO,ALAMOSA,1098870
08005,CO,ARAPAHOE,12293232
08007,CO,ARCHULETA,182700
08009,CO,BACA,79500
08011,CO,BENT,108700
08013,CO,BOULDER,6697410
08014,CO,BROOMFIELD,1364720
08015,CO,CHAFFEE,663960
08017,CO,CHEYENNE,30480
08019,CO,CLEAR CREEK,213700
08021,CO,CONEJOS,283850
08025,CO,CROWLEY,161300
08027,CO,CUSTER,1000
08029,CO,DELTA,1292700
08031,CO,DENVER,8991618
08035,CO,DOUGLAS,4820030
08037,CO,EAGLE,1046820
08041,CO,EL PASO,15053470
08039,CO,ELBERT,214100
08043,CO,FREMONT,1636060
08045,CO,GARFIELD,1802030
08047,CO,GILPIN,34200
08049,CO,GRAND,277900
08051,CO,GUNNISON,226400
08055,CO,HUERFANO,267250
08059,CO,JEFFERSON,18315740
08061,CO,KIOWA,47600
08063,CO,KIT CARSON,119200
08067,CO,LA PLATA,1245400
08065,CO,LAKE,177600
08069,CO,LARIMER,7752460
08071,CO,LAS ANIMAS,596630
08073,CO,LINCOLN,176500
08075,CO,LOGAN,644750
08077,CO,MESA,4906242
08081,CO,MOFFAT,404090
08083,CO,MONTEZUMA,873300
08085,CO,MONTROSE,1143610
08087,CO,MORGAN,663500
08089,CO,OTERO,914260
08091,CO,OURAY,84100
08093,CO,PARK,98500
08095,CO,PHILLIPS,44200
08097,CO,PITKIN,218901
08099,CO,PROWERS,452160
08101,CO,PUEBLO,8136700
08103,CO,RIO BLANCO,120630
08105,CO,RIO GRANDE,229500
08107,CO,ROUTT,642000
08109,CO,SAGUACHE,100
08113,CO,SAN MIGUEL,71800
08115,CO,SEDGWICK,64400
08117,CO,SUMMIT,652900
08119,CO,TELLER,699400
08121,CO,WASHINGTON,39900
08123,CO,WELD,5639090
08125,CO,YUMA,181200
09001,CT,FAIRFIELD,17034344
09003,CT,HARTFORD,21133321
09005,CT,LITCHFIELD,5506190
09007,CT,MIDDLESEX,4279748
09009,CT,NEW HAVEN,27536877
09011,CT,NEW LONDON,7277565
09013,CT,TOLLAND,2701802
09015,CT,WINDHAM,3473260
00000,CT,null,30900
11001,DC,DISTRICT OF COLUMBIA,8403105
10001,DE,KENT,5173830
10003,DE,NEW CASTLE,18025001
10005,DE,SUSSEX,9460450
12001,FL,ALACHUA,8063134
12003,FL,BAKER,1712800
12005,FL,BAY,8489790
12007,FL,BRADFORD,1462290
12009,FL,BREVARD,22282687
12011,FL,BROWARD,74716115.5
12013,FL,CALHOUN,313310
12015,FL,CHARLOTTE,6780730
12017,FL,CITRUS,6365470
12019,FL,CLAY,8856180
12021,FL,COLLIER,8787980
12023,FL,COLUMBIA,3276000
12027,FL,DE SOTO,839270
12029,FL,DIXIE,326400
12031,FL,DUVAL,35552322
12033,FL,ESCAMBIA,13783550
12035,FL,FLAGLER,2848475
12037,FL,FRANKLIN,351020
12039,FL,GADSDEN,896640
12041,FL,GILCHRIST,423610
12045,FL,GULF,594235
12047,FL,HAMILTON,246160
12049,FL,HARDEE,488420
12051,FL,HENDRY,1369180
12053,FL,HERNANDO,9827330
12055,FL,HIGHLANDS,2550360
12057,FL,HILLSBOROUGH,70416049
12059,FL,HOLMES,709830
12061,FL,INDIAN RIVER,4659448
12063,FL,JACKSON,1522140
12065,FL,JEFFERSON,293600
12067,FL,LAFAYETTE,202650
12069,FL,LAKE,9244680
12071,FL,LEE,21339642
12073,FL,LEON,6193360
12075,FL,LEVY,2087796
12077,FL,LIBERTY,109300
12079,FL,MADISON,393000
12081,FL,MANATEE,15024627
12083,FL,MARION,14259410
12085,FL,MARTIN,4703070
12086,FL,MIAMI-DADE,25980254
12087,FL,MONROE,4037960
12089,FL,NASSAU,3374780
12091,FL,OKALOOSA,6622000
12093,FL,OKEECHOBEE,1864440
12095,FL,ORANGE,25858075
12097,FL,OSCEOLA,5410140
12099,FL,PALM BEACH,48861512
12101,FL,PASCO,25331280
12103,FL,PINELLAS,49563750
12105,FL,POLK,18886560
12107,FL,PUTNAM,4356850
12109,FL,SAINT JOHNS,5385240
12111,FL,SAINT LUCIE,7587260
12113,FL,SANTA ROSA,6569330
12115,FL,SARASOTA,16709780
12117,FL,SEMINOLE,14689110
12119,FL,SUMTER,1999948
12121,FL,SUWANNEE,1348460
12123,FL,TAYLOR,915900
12125,FL,UNION,330500
12127,FL,VOLUSIA,21518898
12129,FL,WAKULLA,882050
12131,FL,WALTON,3327995
12133,FL,WASHINGTON,1285270
00000,FL,null,700
13001,GA,APPLING,582360
13003,GA,ATKINSON,316100
13005,GA,BACON,972640
13009,GA,BALDWIN,1297100
13011,GA,BANKS,344940
13013,GA,BARROW,2739260
13015,GA,BARTOW,3864250
13017,GA,BEN HILL,738950
13019,GA,BERRIEN,560620
13021,GA,BIBB,9106630
13023,GA,BLECKLEY,497500
13025,GA,BRANTLEY,439900
13027,GA,BROOKS,630650
13029,GA,BRYAN,1028930
13031,GA,BULLOCH,1433845
13033,GA,BURKE,381560
13035,GA,BUTTS,854500
13037,GA,CALHOUN,59200
13039,GA,CAMDEN,2647630
13043,GA,CANDLER,323150
13045,GA,CARROLL,6277120
13047,GA,CATOOSA,2855800
13049,GA,CHARLTON,305900
13051,GA,CHATHAM,6913890
13055,GA,CHATTOOGA,1410900
13057,GA,CHEROKEE,4978826
13059,GA,CLARKE,5002710
13061,GA,CLAY,93560
13063,GA,CLAYTON,4535020
13065,GA,CLINCH,402070
13067,GA,COBB,15908061
13069,GA,COFFEE,2586420
13071,GA,COLQUITT,953640
13073,GA,COLUMBIA,2853260
13075,GA,COOK,427520
13077,GA,COWETA,2879400
13079,GA,CRAWFORD,90110
13081,GA,CRISP,802060
13083,GA,DADE,695300
13085,GA,DAWSON,1012060
13087,GA,DECATUR,864250
13089,GA,DEKALB,9109642
13091,GA,DODGE,1007870
13093,GA,DOOLY,98870
13095,GA,DOUGHERTY,2081365
13097,GA,DOUGLAS,4186600
13099,GA,EARLY,221200
13103,GA,EFFINGHAM,1167840
13105,GA,ELBERT,1172640
13107,GA,EMANUEL,935970
13109,GA,EVANS,714120
13111,GA,FANNIN,1260860
13113,GA,FAYETTE,2627980
13115,GA,FLOYD,6047150
13117,GA,FORSYTH,3023730
13119,GA,FRANKLIN,1981390
13121,GA,FULTON,16304026
13123,GA,GILMER,1244520
13125,GA,GLASCOCK,400
13127,GA,GLYNN,3275810
13129,GA,GORDON,1849220
13131,GA,GRADY,456970
13133,GA,GREENE,592350
13135,GA,GWINNETT,14302128
13137,GA,HABERSHAM,1525320
13139,GA,HALL,5370530
13141,GA,HANCOCK,101700
13143,GA,HARALSON,2765070
13145,GA,HARRIS,109080
13147,GA,HART,1167240
13149,GA,HEARD,152900
13151,GA,HENRY,4708290
13153,GA,HOUSTON,4490430
13155,GA,IRWIN,165870
13157,GA,JACKSON,2045030
13159,GA,JASPER,265210
13161,GA,JEFF DAVIS,509830
13163,GA,JEFFERSON,528550
13165,GA,JENKINS,244310
13167,GA,JOHNSON,207320
13169,GA,JONES,349260
13171,GA,LAMAR,412430
13173,GA,LANIER,218800
13175,GA,LAURENS,2570370
13177,GA,LEE,171100
13179,GA,LIBERTY,734000
13181,GA,LINCOLN,236240
13183,GA,LONG,77600
13185,GA,LOWNDES,3459420
13187,GA,LUMPKIN,567260
13193,GA,MACON,472630
13195,GA,MADISON,1195220
13197,GA,MARION,83200
13189,GA,MCDUFFIE,920490
13191,GA,MCINTOSH,498190
13199,GA,MERIWETHER,628250
13201,GA,MILLER,157590
13205,GA,MITCHELL,560600
13207,GA,MONROE,561590
13209,GA,MONTGOMERY,52900
13211,GA,MORGAN,463920
13213,GA,MURRAY,1277110
13215,GA,MUSCOGEE,6427050
13217,GA,NEWTON,2341220
13219,GA,OCONEE,526880
13221,GA,OGLETHORPE,274570
13223,GA,PAULDING,3468980
13225,GA,PEACH,716220
13227,GA,PICKENS,1392020
13229,GA,PIERCE,789100
13231,GA,PIKE,188600
13233,GA,POLK,3151670
13235,GA,PULASKI,693314
13237,GA,PUTNAM,388000
13241,GA,RABUN,856970
13243,GA,RANDOLPH,112070
13245,GA,RICHMOND,5871020
13247,GA,ROCKDALE,3114200
13249,GA,SCHLEY,48800
13251,GA,SCREVEN,191950
13253,GA,SEMINOLE,401200
13255,GA,SPALDING,2619710
13257,GA,STEPHENS,2668490
13259,GA,STEWART,102390
13261,GA,SUMTER,682330
13267,GA,TATTNALL,1041540
13269,GA,TAYLOR,286200
13271,GA,TELFAIR,741200
13273,GA,TERRELL,108530
13275,GA,THOMAS,1270318
13277,GA,TIFT,1379590
13279,GA,TOOMBS,1496160
13281,GA,TOWNS,378390
13283,GA,TREUTLEN,260900
13285,GA,TROUP,1628440
13287,GA,TURNER,241900
13289,GA,TWIGGS,46400
13291,GA,UNION,773700
13293,GA,UPSON,1070630
13295,GA,WALKER,2244526
13297,GA,WALTON,3031910
13299,GA,WARE,2985780
13301,GA,WARREN,58100
13303,GA,WASHINGTON,502600
13305,GA,WAYNE,1301570
13309,GA,WHEELER,152900
13311,GA,WHITE,737470
13313,GA,WHITFIELD,3221320
13315,GA,WILCOX,194900
13317,GA,WILKES,379330
13319,GA,WILKINSON,259500
13321,GA,WORTH,429950
66010,GU,GUAM,272600
15001,HI,HAWAII,6472990
15003,HI,HONOLULU,11878080
15007,HI,KAUAI,2523130
15009,HI,MAUI,5416320
19001,IA,ADAIR,159700
19003,IA,ADAMS,87500
19005,IA,ALLAMAKEE,191200
19007,IA,APPANOOSE,428400
19009,IA,AUDUBON,77430
19011,IA,BENTON,309170
19013,IA,BLACK HAWK,2779010
19015,IA,BOONE,721720
19017,IA,BREMER,517440
19019,IA,BUCHANAN,194500
19021,IA,BUENA VISTA,192900
19023,IA,BUTLER,128600
19025,IA,CALHOUN,150400
19027,IA,CARROLL,521190
19029,IA,CASS,308100
19031,IA,CEDAR,153800
19033,IA,CERRO GORDO,1523070
19035,IA,CHEROKEE,140700
19037,IA,CHICKASAW,112500
19039,IA,CLARKE,241900
19041,IA,CLAY,294360
19043,IA,CLAYTON,250100
19045,IA,CLINTON,1137650
19047,IA,CRAWFORD,256890
19049,IA,DALLAS,693100
19051,IA,DAVIS,87600
19053,IA,DECATUR,167800
19055,IA,DELAWARE,164300
19057,IA,DES MOINES,1305530
19059,IA,DICKINSON,297790
19061,IA,DUBUQUE,1709520
19063,IA,EMMET,129200
19065,IA,FAYETTE,467420
19067,IA,FLOYD,209760
19069,IA,FRANKLIN,175790
19071,IA,FREMONT,142500
19073,IA,GREENE,197500
19075,IA,GRUNDY,342200
19077,IA,GUTHRIE,209260
19079,IA,HAMILTON,327300
19081,IA,HANCOCK,131400
19083,IA,HARDIN,407650
19085,IA,HARRISON,446000
19087,IA,HENRY,403130
19089,IA,HOWARD,181600
19091,IA,HUMBOLDT,184800
19093,IA,IDA,183300
19095,IA,IOWA,201300
19097,IA,JACKSON,313660
19099,IA,JASPER,1013230
19101,IA,JEFFERSON,476800
19103,IA,JOHNSON,1439850
19105,IA,JONES,251200
19107,IA,KEOKUK,56300
19109,IA,KOSSUTH,285200
19111,IA,LEE,1220280
19113,IA,LINN,4128770
19115,IA,LOUISA,79300
19117,IA,LUCAS,258700
19119,IA,LYON,148560
19121,IA,MADISON,340300
19123,IA,MAHASKA,646400
19125,IA,MARION,843700
19127,IA,MARSHALL,897560
19129,IA,MILLS,198730
19131,IA,MITCHELL,101700
19133,IA,MONONA,254130
19135,IA,MONROE,213000
19137,IA,MONTGOMERY,304900
19139,IA,MUSCATINE,875900
19141,IA,OBRIEN,140090
19143,IA,OSCEOLA,84300
19145,IA,PAGE,463320
19147,IA,PALO ALTO,106200
19149,IA,PLYMOUTH,222000
19151,IA,POCAHONTAS,89030
19153,IA,POLK,14842000
19155,IA,POTTAWATTAMIE,2476190
19157,IA,POWESHIEK,500860
19159,IA,RINGGOLD,100600
19161,IA,SAC,70330
19163,IA,SCOTT,4448390
19165,IA,SHELBY,207100
19167,IA,SIOUX,273430
19169,IA,STORY,1159100
19171,IA,TAMA,182260
19173,IA,TAYLOR,90900
19175,IA,UNION,431700
19177,IA,VAN BUREN,130600
19179,IA,WAPELLO,1085210
19181,IA,WARREN,954120
19183,IA,WASHINGTON,309300
19185,IA,WAYNE,129880
19187,IA,WEBSTER,1139160
19189,IA,WINNEBAGO,286600
19191,IA,WINNESHIEK,217600
19193,IA,WOODBURY,1618742
19195,IA,WORTH,50600
19197,IA,WRIGHT,356700
16001,ID,ADA,10783878
16003,ID,ADAMS,1900
16005,ID,BANNOCK,2371490
16007,ID,BEAR LAKE,280100
16009,ID,BENEWAH,471300
16011,ID,BINGHAM,757735
16013,ID,BLAINE,305830
16017,ID,BONNER,1532690
16019,ID,BONNEVILLE,3084280
16021,ID,BOUNDARY,481300
16023,ID,BUTTE,142260
16027,ID,CANYON,4280190
16029,ID,CARIBOU,221400
16031,ID,CASSIA,968900
16035,ID,CLEARWATER,388000
16037,ID,CUSTER,51800
16039,ID,ELMORE,441200
16041,ID,FRANKLIN,275600
16043,ID,FREMONT,136610
16045,ID,GEM,294000
16047,ID,GOODING,315800
16049,ID,IDAHO,406310
16051,ID,JEFFERSON,231800
16053,ID,JEROME,534280
16055,ID,KOOTENAI,4788760
16057,ID,LATAH,1045300
16059,ID,LEMHI,388600
16061,ID,LEWIS,241600
16065,ID,MADISON,524630
16067,ID,MINIDOKA,254900
16069,ID,NEZ PERCE,2267420
16071,ID,ONEIDA,155080
16073,ID,OWYHEE,86400
16075,ID,PAYETTE,245200
16077,ID,POWER,155400
16079,ID,SHOSHONE,854930
16081,ID,TETON,168990
16083,ID,TWIN FALLS,3043840
16085,ID,VALLEY,413000
16087,ID,WASHINGTON,268600
17001,IL,ADAMS,2221300
17003,IL,ALEXANDER,127500
17005,IL,BOND,257600
17007,IL,BOONE,990120
17009,IL,BROWN,69000
17011,IL,BUREAU,469110
17013,IL,CALHOUN,140460
17015,IL,CARROLL,190560
17017,IL,CASS,156400
17019,IL,CHAMPAIGN,3608880
17021,IL,CHRISTIAN,982240
17023,IL,CLARK,546080
17025,IL,CLAY,321580
17027,IL,CLINTON,353700
17029,IL,COLES,1334800
17031,IL,COOK,65584794
17033,IL,CRAWFORD,742400
17035,IL,CUMBERLAND,128800
17037,IL,DEKALB,1400770
17039,IL,DEWITT,277430
17041,IL,DOUGLAS,309700
17043,IL,DUPAGE,13399710
17045,IL,EDGAR,446800
17047,IL,EDWARDS,198050
17049,IL,EFFINGHAM,1024900
17051,IL,FAYETTE,432660
17053,IL,FORD,299900
17055,IL,FRANKLIN,2410360
17057,IL,FULTON,880070
17059,IL,GALLATIN,103060
17061,IL,GREENE,531260
17063,IL,GRUNDY,1056460
17065,IL,HAMILTON,160600
17067,IL,HANCOCK,202080
17069,IL,HARDIN,333660
17071,IL,HENDERSON,1300
17073,IL,HENRY,648800
17075,IL,IROQUOIS,713000
17077,IL,JACKSON,2067170
17079,IL,JASPER,238300
17081,IL,JEFFERSON,1341600
17083,IL,JERSEY,929760
17085,IL,JO DAVIESS,327000
17087,IL,JOHNSON,144670
17089,IL,KANE,5057780
17091,IL,KANKAKEE,2660790
17093,IL,KENDALL,1403210
17095,IL,KNOX,1718830
17099,IL,LA SALLE,3095380
17097,IL,LAKE,10503830
17101,IL,LAWRENCE,547600
17103,IL,LEE,557310
17105,IL,LIVINGSTON,872320
17107,IL,LOGAN,729100
17115,IL,MACON,3162870
17117,IL,MACOUPIN,956260
17119,IL,MADISON,8956500
17121,IL,MARION,1196890
17123,IL,MARSHALL,249400
17125,IL,MASON,330500
17127,IL,MASSAC,706170
17109,IL,MCDONOUGH,585600
17111,IL,MCHENRY,4939020
17113,IL,MCLEAN,1978950
17129,IL,MENARD,106300
17131,IL,MERCER,165980
17133,IL,MONROE,732970
17135,IL,MONTGOMERY,810360
17137,IL,MORGAN,947630
17139,IL,MOULTRIE,178900
17141,IL,OGLE,853430
17143,IL,PEORIA,4660620
17145,IL,PERRY,697360
17147,IL,PIATT,331230
17149,IL,PIKE,347000
17151,IL,POPE,101600
17153,IL,PULASKI,144400
17155,IL,PUTNAM,74730
17157,IL,RANDOLPH,1052450
17159,IL,RICHLAND,644100
17161,IL,ROCK ISLAND,2390030
17163,IL,SAINT CLAIR,5963520
17165,IL,SALINE,1949730
17167,IL,SANGAMON,5160850
17169,IL,SCHUYLER,144700
17171,IL,SCOTT,20500
17173,IL,SHELBY,224700
17175,IL,STARK,14000
17177,IL,STEPHENSON,975760
17179,IL,TAZEWELL,3406490
17181,IL,UNION,755160
17183,IL,VERMILION,3231830
17185,IL,WABASH,383300
17187,IL,WARREN,297100
17189,IL,WASHINGTON,198320
17191,IL,WAYNE,430630
17193,IL,WHITE,551170
17195,IL,WHITESIDE,981140
17197,IL,WILL,10766350
17199,IL,WILLIAMSON,4226380
17201,IL,WINNEBAGO,9338030
17203,IL,WOODFORD,636780
18001,IN,ADAMS,543000
18003,IN,ALLEN,7761250
18005,IN,BARTHOLOMEW,4452880
18007,IN,BENTON,89310
18009,IN,BLACKFORD,808190
18011,IN,BOONE,1687600
18013,IN,BROWN,354900
18015,IN,CARROLL,344760
18017,IN,CASS,894300
18019,IN,CLARK,6065530
18021,IN,CLAY,1036820
18023,IN,CLINTON,1204545
18025,IN,CRAWFORD,317400
18027,IN,DAVIESS,1884100
18033,IN,DE KALB,811130
18029,IN,DEARBORN,2697000
18031,IN,DECATUR,1095660
18035,IN,DELAWARE,6882350
18037,IN,DUBOIS,1922750
18039,IN,ELKHART,4765790
18041,IN,FAYETTE,2042800
18043,IN,FLOYD,5691190
18045,IN,FOUNTAIN,1006630
18047,IN,FRANKLIN,489100
18049,IN,FULTON,800550
18051,IN,GIBSON,1335820
18053,IN,GRANT,3443550
18055,IN,GREENE,1247600
18057,IN,HAMILTON,6013270
18059,IN,HANCOCK,2248270
18061,IN,HARRISON,1513660
18063,IN,HENDRICKS,4651950
18065,IN,HENRY,2994880
18067,IN,HOWARD,4925690
18069,IN,HUNTINGTON,1075700
18071,IN,JACKSON,2023560
18073,IN,JASPER,1435360
18075,IN,JAY,925060
18077,IN,JEFFERSON,1517400
18079,IN,JENNINGS,1407490
18081,IN,JOHNSON,6429420
18083,IN,KNOX,2595470
18085,IN,KOSCIUSKO,1983800
18091,IN,LA PORTE,3625780
18087,IN,LAGRANGE,299900
18089,IN,LAKE,15218500
18093,IN,LAWRENCE,3239460
18095,IN,MADISON,9204534
18097,IN,MARION,39999040
18099,IN,MARSHALL,1509360
18101,IN,MARTIN,450420
18103,IN,MIAMI,747900
18105,IN,MONROE,5364440
18107,IN,MONTGOMERY,1748680
18109,IN,MORGAN,3565070
18111,IN,NEWTON,216300
18113,IN,NOBLE,910700
18115,IN,OHIO,224230
18117,IN,ORANGE,898300
18119,IN,OWEN,637540
18121,IN,PARKE,368200
18123,IN,PERRY,647080
18125,IN,PIKE,511710
18127,IN,PORTER,5269190
18129,IN,POSEY,822470
18131,IN,PULASKI,476100
18133,IN,PUTNAM,1230420
18135,IN,RANDOLPH,823800
18137,IN,RIPLEY,1447740
18139,IN,RUSH,738800
18143,IN,SCOTT,2440860
18145,IN,SHELBY,1431900
18147,IN,SPENCER,617460
18141,IN,ST JOSEPH,7463260
18149,IN,STARKE,1335600
18151,IN,STEUBEN,582020
18153,IN,SULLIVAN,1013050
18155,IN,SWITZERLAND,260000
18157,IN,TIPPECANOE,4638060
18159,IN,TIPTON,387260
18161,IN,UNION,197000
18163,IN,VANDERBURGH,10192380
18165,IN,VERMILLION,621300
18167,IN,VIGO,5155960
18169,IN,WABASH,1472200
18173,IN,WARRICK,1631880
18175,IN,WASHINGTON,1115800
18177,IN,WAYNE,3191240
18179,IN,WELLS,740330
18181,IN,WHITE,673500
18183,IN,WHITLEY,865790
20001,KS,ALLEN,571400
20003,KS,ANDERSON,204500
20005,KS,ATCHISON,616000
20007,KS,BARBER,140460
20009,KS,BARTON,988760
20011,KS,BOURBON,554550
20013,KS,BROWN,435850
20015,KS,BUTLER,2812810
20019,KS,CHAUTAUQUA,107440
20021,KS,CHEROKEE,597670
