County_cd,State,County_nm,pills
12011,FL,BROWARD,69618222
12013,FL,CALHOUN,433290
12015,FL,CHARLOTTE,9855800
12017,FL,CITRUS,9322748
12019,FL,CLAY,11300350
12021,FL,COLLIER,11093030
12023,FL,COLUMBIA,4483770
12027,FL,DE SOTO,1077710
12029,FL,DIXIE,241190
12031,FL,DUVAL,50363878
12033,FL,ESCAMBIA,17819810
12035,FL,FLAGLER,4343500
12037,FL,FRANKLIN,379500
12039,FL,GADSDEN,1074030
12041,FL,GILCHRIST,565720
12043,FL,GLADES,120400
12045,FL,GULF,611630
12047,FL,HAMILTON,279930
12049,FL,HARDEE,629110
12051,FL,HENDRY,1546640
12053,FL,HERNANDO,13791100
12055,FL,HIGHLANDS,3763040
12057,FL,HILLSBOROUGH,67727328
12059,FL,HOLMES,756050
12061,FL,INDIAN RIVER,8036190
12063,FL,JACKSON,2115070
12065,FL,JEFFERSON,364420
12067,FL,LAFAYETTE,224340
12069,FL,LAKE,13866660
12071,FL,LEE,30946220
12073,FL,LEON,7365430
12075,FL,LEVY,2719694
12077,FL,LIBERTY,127500
12079,FL,MADISON,550280
12081,FL,MANATEE,19093250
12083,FL,MARION,16390040
12085,FL,MARTIN,6746740
12086,FL,MIAMI-DADE,42612969
12087,FL,MONROE,4836190
12089,FL,NASSAU,5386390
12091,FL,OKALOOSA,7755920
12093,FL,OKEECHOBEE,2670730
12095,FL,ORANGE,57031646
12097,FL,OSCEOLA,9341450
12099,FL,PALM BEACH,51643262
12101,FL,PASCO,32177564
12103,FL,PINELLAS,60957622
12105,FL,POLK,23579890
12107,FL,PUTNAM,6068560
12109,FL,SAINT JOHNS,7164650
12111,FL,SAINT LUCIE,12749590
12113,FL,SANTA ROSA,9334830
12115,FL,SARASOTA,20788684
12117,FL,SEMINOLE,24139800
12119,FL,SUMTER,4086150
12121,FL,SUWANNEE,1663140
12123,FL,TAYLOR,1174570
12125,FL,UNION,437430
12127,FL,VOLUSIA,29080558
12129,FL,WAKULLA,1062120
12131,FL,WALTON,3373130
12133,FL,WASHINGTON,1849720
13001,GA,APPLING,1012980
13003,GA,ATKINSON,525260
13005,GA,BACON,1382150
13009,GA,BALDWIN,2176469
13011,GA,BANKS,669460
13013,GA,BARROW,3636180
13015,GA,BARTOW,5696750
13017,GA,BEN HILL,1162300
13019,GA,BERRIEN,838900
13021,GA,BIBB,12666130
13023,GA,BLECKLEY,831330
13025,GA,BRANTLEY,656100
13027,GA,BROOKS,1490380
13029,GA,BRYAN,1743184.956
13031,GA,BULLOCH,2253400
13033,GA,BURKE,673190
13035,GA,BUTTS,1211890
13037,GA,CALHOUN,132180
13039,GA,CAMDEN,2330150
13043,GA,CANDLER,556720
13045,GA,CARROLL,7872860
13047,GA,CATOOSA,4470150
13049,GA,CHARLTON,558820
13051,GA,CHATHAM,10253798
13055,GA,CHATTOOGA,1969520
13057,GA,CHEROKEE,7500080
13059,GA,CLARKE,6666520
13061,GA,CLAY,115600
13063,GA,CLAYTON,6347970
13065,GA,CLINCH,661270
13067,GA,COBB,22095538
13069,GA,COFFEE,5038500
13071,GA,COLQUITT,1669700
13073,GA,COLUMBIA,4719870
13075,GA,COOK,832660
13077,GA,COWETA,5024924
13079,GA,CRAWFORD,183000
13081,GA,CRISP,1265570
13083,GA,DADE,912000
13085,GA,DAWSON,1346410
13087,GA,DECATUR,1341200
13089,GA,DEKALB,13292510
13091,GA,DODGE,1346460
13093,GA,DOOLY,140500
13095,GA,DOUGHERTY,3513000
13097,GA,DOUGLAS,6718334
13099,GA,EARLY,305080
13103,GA,EFFINGHAM,1655190
13105,GA,ELBERT,1365750
13107,GA,EMANUEL,1251040
13109,GA,EVANS,892020
13111,GA,FANNIN,1683320
13113,GA,FAYETTE,3530530
13115,GA,FLOYD,8617320
13117,GA,FORSYTH,4724930
13119,GA,FRANKLIN,2582690
13121,GA,FULTON,22010032.4
13123,GA,GILMER,1841000
13127,GA,GLYNN,4117090
13129,GA,GORDON,2790270
13131,GA,GRADY,801420
13133,GA,GREENE,1100340
13135,GA,GWINNETT,19144988
13137,GA,HABERSHAM,2129410
13139,GA,HALL,8191830
13141,GA,HANCOCK,143500
13143,GA,HARALSON,3617730
13145,GA,HARRIS,134000
13147,GA,HART,1509580
13149,GA,HEARD,304040
13151,GA,HENRY,7621445
13153,GA,HOUSTON,7424580
13155,GA,IRWIN,259000
13157,GA,JACKSON,3752810
13159,GA,JASPER,411200
13161,GA,JEFF DAVIS,1111060
13163,GA,JEFFERSON,842860
13165,GA,JENKINS,339060
13167,GA,JOHNSON,248710
13169,GA,JONES,724070
13171,GA,LAMAR,704000
13173,GA,LANIER,329450
13175,GA,LAURENS,3508560
13177,GA,LEE,409870
13179,GA,LIBERTY,1366660
13181,GA,LINCOLN,347000
13183,GA,LONG,131290
13185,GA,LOWNDES,5484970
13187,GA,LUMPKIN,860850
13193,GA,MACON,599030
13195,GA,MADISON,1560800
13197,GA,MARION,88180
13189,GA,MCDUFFIE,1450080
13191,GA,MCINTOSH,872620
13199,GA,MERIWETHER,895260
13201,GA,MILLER,251950
13205,GA,MITCHELL,965870
13207,GA,MONROE,1037480
13209,GA,MONTGOMERY,67300
13211,GA,MORGAN,690660
13213,GA,MURRAY,2002050
13215,GA,MUSCOGEE,9708930
13217,GA,NEWTON,3630810
13219,GA,OCONEE,662600
13221,GA,OGLETHORPE,376780
13223,GA,PAULDING,4253800
13225,GA,PEACH,1142730
13227,GA,PICKENS,1702920
13229,GA,PIERCE,1065380
13231,GA,PIKE,212360
13233,GA,POLK,3995750
13235,GA,PULASKI,1238390
13237,GA,PUTNAM,561300
13241,GA,RABUN,1200820
13243,GA,RANDOLPH,236820
13245,GA,RICHMOND,9176990
13247,GA,ROCKDALE,5028840
13249,GA,SCHLEY,73500
13251,GA,SCREVEN,358570
13253,GA,SEMINOLE,563840
13255,GA,SPALDING,3882060
13257,GA,STEPHENS,3580090
13259,GA,STEWART,181900
13261,GA,SUMTER,1122480
13263,GA,TALBOT,5600
13267,GA,TATTNALL,1337790
13269,GA,TAYLOR,396720
13271,GA,TELFAIR,1241480
13273,GA,TERRELL,230710
13275,GA,THOMAS,1990450
13277,GA,TIFT,2499430
13279,GA,TOOMBS,2044430
13281,GA,TOWNS,551030
13283,GA,TREUTLEN,330460
13285,GA,TROUP,2877320
13287,GA,TURNER,382740
13289,GA,TWIGGS,102900
13291,GA,UNION,1200330
13293,GA,UPSON,1714320
13295,GA,WALKER,3134290
13297,GA,WALTON,4688600
13299,GA,WARE,3542040
13301,GA,WARREN,137300
13303,GA,WASHINGTON,753210
13305,GA,WAYNE,2619780
13309,GA,WHEELER,368300
13311,GA,WHITE,1308650
13313,GA,WHITFIELD,4935500
13315,GA,WILCOX,352970
13317,GA,WILKES,566000
13319,GA,WILKINSON,498500
13321,GA,WORTH,676170
66010,GU,GUAM,474800
15001,HI,HAWAII,8366400
15003,HI,HONOLULU,16998950
15007,HI,KAUAI,2654440
15009,HI,MAUI,7325950
19001,IA,ADAIR,233600
19003,IA,ADAMS,60300
19005,IA,ALLAMAKEE,366600
19007,IA,APPANOOSE,605100
19009,IA,AUDUBON,89700
19011,IA,BENTON,414150
19013,IA,BLACK HAWK,3860490
19015,IA,BOONE,1028500
19017,IA,BREMER,1119670
19019,IA,BUCHANAN,298830
19021,IA,BUENA VISTA,361000
19023,IA,BUTLER,194000
19025,IA,CALHOUN,187300
19027,IA,CARROLL,720660
19029,IA,CASS,507900
19031,IA,CEDAR,203600
19033,IA,CERRO GORDO,2218230
19035,IA,CHEROKEE,252240
19037,IA,CHICKASAW,184930
19039,IA,CLARKE,468990
19041,IA,CLAY,501050
19043,IA,CLAYTON,299500
19045,IA,CLINTON,1737640
19047,IA,CRAWFORD,342470
19049,IA,DALLAS,948210
19051,IA,DAVIS,126670
19053,IA,DECATUR,294820
19055,IA,DELAWARE,242600
19057,IA,DES MOINES,1801400
19059,IA,DICKINSON,472000
19061,IA,DUBUQUE,2608590
19063,IA,EMMET,146700
19065,IA,FAYETTE,693000
19067,IA,FLOYD,328300
19069,IA,FRANKLIN,254370
19071,IA,FREMONT,184800
19073,IA,GREENE,320600
19075,IA,GRUNDY,362900
19077,IA,GUTHRIE,303130
19079,IA,HAMILTON,383500
19081,IA,HANCOCK,167500
19083,IA,HARDIN,546940
19085,IA,HARRISON,506560
19087,IA,HENRY,451200
19089,IA,HOWARD,424400
19091,IA,HUMBOLDT,252000
19093,IA,IDA,218330
19095,IA,IOWA,319550
19097,IA,JACKSON,506430
19099,IA,JASPER,1276360
19101,IA,JEFFERSON,589800
19103,IA,JOHNSON,2024825
19105,IA,JONES,390660
19107,IA,KEOKUK,102240
19109,IA,KOSSUTH,423630
19111,IA,LEE,1978280
19113,IA,LINN,5485830
19115,IA,LOUISA,83100
19117,IA,LUCAS,349800
19119,IA,LYON,253620
19121,IA,MADISON,475940
19123,IA,MAHASKA,764860
19125,IA,MARION,1197780
19127,IA,MARSHALL,1436590
19129,IA,MILLS,366400
19131,IA,MITCHELL,147200
19133,IA,MONONA,397760
19135,IA,MONROE,267500
19137,IA,MONTGOMERY,455260
19139,IA,MUSCATINE,1169680
19141,IA,OBRIEN,244830
19143,IA,OSCEOLA,124160
19145,IA,PAGE,692250
19147,IA,PALO ALTO,155400
19149,IA,PLYMOUTH,374840
19151,IA,POCAHONTAS,187400
19153,IA,POLK,22525980
19155,IA,POTTAWATTAMIE,3422060
19157,IA,POWESHIEK,601900
19159,IA,RINGGOLD,164700
19161,IA,SAC,123900
19163,IA,SCOTT,6065620
19165,IA,SHELBY,264260
19167,IA,SIOUX,446620
19169,IA,STORY,1645650
19171,IA,TAMA,272730
19173,IA,TAYLOR,75030
19175,IA,UNION,574630
19177,IA,VAN BUREN,158200
19179,IA,WAPELLO,1619060
19181,IA,WARREN,1425360
19183,IA,WASHINGTON,450700
19185,IA,WAYNE,190600
19187,IA,WEBSTER,1589300
19189,IA,WINNEBAGO,368430
19191,IA,WINNESHIEK,308500
19193,IA,WOODBURY,2489340
19195,IA,WORTH,71880
19197,IA,WRIGHT,484500
16001,ID,ADA,18069404
16003,ID,ADAMS,1100
16005,ID,BANNOCK,4028360
16007,ID,BEAR LAKE,321100
16009,ID,BENEWAH,386700
16011,ID,BINGHAM,1510160
16013,ID,BLAINE,484860
16017,ID,BONNER,1970900
16019,ID,BONNEVILLE,5035550
16021,ID,BOUNDARY,534350
16023,ID,BUTTE,118800
16027,ID,CANYON,7444770
16029,ID,CARIBOU,298000
16031,ID,CASSIA,1393400
16035,ID,CLEARWATER,504000
16037,ID,CUSTER,78200
16039,ID,ELMORE,787880
16041,ID,FRANKLIN,386400
16043,ID,FREMONT,210130
16045,ID,GEM,1034300
16047,ID,GOODING,559700
16049,ID,IDAHO,537600
16051,ID,JEFFERSON,376300
16053,ID,JEROME,746890
16055,ID,KOOTENAI,6390050
16057,ID,LATAH,1150330
16059,ID,LEMHI,412500
16061,ID,LEWIS,434430
16065,ID,MADISON,777280
16067,ID,MINIDOKA,407100
16069,ID,NEZ PERCE,2721790
16071,ID,ONEIDA,193790
16073,ID,OWYHEE,190400
16075,ID,PAYETTE,567400
16077,ID,POWER,253100
16079,ID,SHOSHONE,1047580
16081,ID,TETON,238950
16083,ID,TWIN FALLS,4735070
16085,ID,VALLEY,529620
16087,ID,WASHINGTON,522100
17001,IL,ADAMS,3475080
17003,IL,ALEXANDER,172000
17005,IL,BOND,522630
17007,IL,BOONE,1522000
17009,IL,BROWN,119730
17011,IL,BUREAU,630760
17013,IL,CALHOUN,104400
17015,IL,CARROLL,263700
17017,IL,CASS,228100
17019,IL,CHAMPAIGN,5181340
17021,IL,CHRISTIAN,1593740
17023,IL,CLARK,787900
17025,IL,CLAY,382500
17027,IL,CLINTON,638470
17029,IL,COLES,2079760
17031,IL,COOK,96711129
17033,IL,CRAWFORD,867560
17035,IL,CUMBERLAND,192940
17037,IL,DEKALB,2315490
17039,IL,DEWITT,530500
17041,IL,DOUGLAS,515080
17043,IL,DUPAGE,21905545
17045,IL,EDGAR,771650
17047,IL,EDWARDS,246480
17049,IL,EFFINGHAM,1679280
17051,IL,FAYETTE,623060
17053,IL,FORD,508580
17055,IL,FRANKLIN,2949250
17057,IL,FULTON,1271820
17059,IL,GALLATIN,145930
17061,IL,GREENE,668250
17063,IL,GRUNDY,1802630
17065,IL,HAMILTON,256200
17067,IL,HANCOCK,372010
17069,IL,HARDIN,491150
17071,IL,HENDERSON,73000
17073,IL,HENRY,1150280
17075,IL,IROQUOIS,1158700
17077,IL,JACKSON,3013990
17079,IL,JASPER,201660
17081,IL,JEFFERSON,1785340
17083,IL,JERSEY,1383730
17085,IL,JO DAVIESS,524380
17087,IL,JOHNSON,406860
17089,IL,KANE,8510075
17091,IL,KANKAKEE,4398030
17093,IL,KENDALL,2595470
17095,IL,KNOX,2260720
17099,IL,LA SALLE,4014705
17097,IL,LAKE,16219974
17101,IL,LAWRENCE,805260
17103,IL,LEE,804370
17105,IL,LIVINGSTON,1464510
17107,IL,LOGAN,1146100
17115,IL,MACON,4832470
17117,IL,MACOUPIN,1513910
17119,IL,MADISON,13962350
17121,IL,MARION,1774860
17123,IL,MARSHALL,427880
17125,IL,MASON,521260
17127,IL,MASSAC,1157250
17109,IL,MCDONOUGH,805300
17111,IL,MCHENRY,8126690
17113,IL,MCLEAN,3467720
17129,IL,MENARD,175390
17131,IL,MERCER,216930
17133,IL,MONROE,1266020
17135,IL,MONTGOMERY,1379800
17137,IL,MORGAN,1585700
17139,IL,MOULTRIE,308010
17141,IL,OGLE,1227030
17143,IL,PEORIA,6752870
17145,IL,PERRY,1098740
17147,IL,PIATT,541000
17149,IL,PIKE,540840
17151,IL,POPE,109200
17153,IL,PULASKI,315760
17155,IL,PUTNAM,97030
17157,IL,RANDOLPH,1562190
17159,IL,RICHLAND,808980
17161,IL,ROCK ISLAND,3837540
17163,IL,SAINT CLAIR,9890390
17165,IL,SALINE,2629760
17167,IL,SANGAMON,9354030
17169,IL,SCHUYLER,234490
17173,IL,SHELBY,343720
17175,IL,STARK,19400
17177,IL,STEPHENSON,1569500
17179,IL,TAZEWELL,5379930
17181,IL,UNION,1179100
17183,IL,VERMILION,4452360
17185,IL,WABASH,591890
17187,IL,WARREN,418230
17189,IL,WASHINGTON,331580
17191,IL,WAYNE,753920
17193,IL,WHITE,937170
17195,IL,WHITESIDE,1647500
17197,IL,WILL,16812615
17199,IL,WILLIAMSON,5802710
17201,IL,WINNEBAGO,13486640
17203,IL,WOODFORD,941460
18001,IN,ADAMS,930900
18003,IN,ALLEN,13338618
18005,IN,BARTHOLOMEW,6027680
18007,IN,BENTON,115100
18009,IN,BLACKFORD,1261400
18011,IN,BOONE,2730200
18013,IN,BROWN,391900
18015,IN,CARROLL,439030
18017,IN,CASS,1510120
18019,IN,CLARK,9828010
18021,IN,CLAY,1468520
18023,IN,CLINTON,1905500
18025,IN,CRAWFORD,419000
18027,IN,DAVIESS,2321690
18033,IN,DE KALB,1507700
18029,IN,DEARBORN,3405320
18031,IN,DECATUR,1271700
18035,IN,DELAWARE,9190350
18037,IN,DUBOIS,2470300
18039,IN,ELKHART,7290030
18041,IN,FAYETTE,2757360
18043,IN,FLOYD,7711162
18045,IN,FOUNTAIN,1267630
18047,IN,FRANKLIN,822060
18049,IN,FULTON,1225040
18051,IN,GIBSON,2131000
18053,IN,GRANT,4808150
18055,IN,GREENE,1802970
18057,IN,HAMILTON,9638090
18059,IN,HANCOCK,3150920
18061,IN,HARRISON,2170900
18063,IN,HENDRICKS,7263100
18065,IN,HENRY,4117330
18067,IN,HOWARD,6841700
18069,IN,HUNTINGTON,1980100
18071,IN,JACKSON,3207990
18073,IN,JASPER,2121020
18075,IN,JAY,1683700
18077,IN,JEFFERSON,2197630
18079,IN,JENNINGS,2064740
18081,IN,JOHNSON,9479710
18083,IN,KNOX,3347110
18085,IN,KOSCIUSKO,3329330
18091,IN,LA PORTE,6071810
18087,IN,LAGRANGE,532540
18089,IN,LAKE,22354716
18093,IN,LAWRENCE,4329460
18095,IN,MADISON,11668650
18097,IN,MARION,55768390
18099,IN,MARSHALL,2098480
18101,IN,MARTIN,757880
18103,IN,MIAMI,1231900
18105,IN,MONROE,6115010
18107,IN,MONTGOMERY,2512290
18109,IN,MORGAN,5755650
18111,IN,NEWTON,205800
18113,IN,NOBLE,1779600
18115,IN,OHIO,75600
18117,IN,ORANGE,1423700
18119,IN,OWEN,917770
18121,IN,PARKE,467700
18123,IN,PERRY,1010250
18125,IN,PIKE,784000
18127,IN,PORTER,8852584
18129,IN,POSEY,1323200
18131,IN,PULASKI,771100
18133,IN,PUTNAM,1771890
18135,IN,RANDOLPH,1212060
18137,IN,RIPLEY,1858260
18139,IN,RUSH,963700
18143,IN,SCOTT,3256070
18145,IN,SHELBY,2403100
18147,IN,SPENCER,978130
18141,IN,ST JOSEPH,11323310
18149,IN,STARKE,2182600
18151,IN,STEUBEN,1214540
18153,IN,SULLIVAN,1528000
18155,IN,SWITZERLAND,291600
18157,IN,TIPPECANOE,7674250
18159,IN,TIPTON,430300
18161,IN,UNION,237600
18163,IN,VANDERBURGH,16174144
18165,IN,VERMILLION,893600
18167,IN,VIGO,7132720
18169,IN,WABASH,1800000
18173,IN,WARRICK,2910920
18175,IN,WASHINGTON,1825480
18177,IN,WAYNE,4573090
18179,IN,WELLS,929420
18181,IN,WHITE,1069500
18183,IN,WHITLEY,1650700
20001,KS,ALLEN,944900
20003,KS,ANDERSON,245200
20005,KS,ATCHISON,891400
20007,KS,BARBER,223890
20009,KS,BARTON,1491820
20011,KS,BOURBON,876430
20013,KS,BROWN,703750
