county_id,2006,2007,2008,2009,2010,2011,2012
19149,1073,1151,1506,1733,1951,2101,2289
19151,337,303,319,526,673,779,696
19153,59610,69185,85030,93507,111085,137491,133555
19155,18758,17018,18308,21909,22661,23709,23580
19157,2190,2494,2951,3004,3256,3559,2805
19159,355,290,311,490,627,795,672
19161,381,439,504,521,698,754,729
19163,21757,21701,23789,29198,38296,44887,47352
19165,986,1187,1227,1278,1525,1565,1493
19167,1499,1691,1820,1978,2398,3181,3233
19169,5455,6447,7577,8119,9864,10323,9397
19171,915,882,945,1084,1143,1460,1757
19173,437,461,603,638,454,435,504
19175,2041,2429,2636,2638,2823,3215,2968
19177,389,374,318,346,463,506,596
19179,3747,4093,4757,5685,6456,7188,6002
19181,3494,4665,5737,6242,7118,8496,8351
19183,1519,1541,1625,1768,1980,2303,2649
19185,777,1018,1461,840,883,906,805
19187,4625,5890,6747,7561,9075,8740,8188
19189,1776,1790,1528,1644,2159,2053,2007
19191,1052,1278,1290,1284,1798,1980,2037
19193,6865,7266,8409,9764,11189,13651,14454
19195,213,238,284,338,362,335,367
19197,1547,1751,2101,2272,2522,2572,2613
16001,79124,78505,80191,93714,120571,140277,140751
16003,28,19,12,12,14,11,14
16005,10948,12030,13940,16213,19740,22503,23983
16007,1396,1757,1442,1407,1392,1531,1289
16009,1352,1729,1979,2245,2516,1640,1247
16011,3928,4375,5020,6461,7630,8936,9236
16013,2073,1791,1793,1645,2766,3003,3077
16017,6456,7788,8609,9719,10947,11147,9771
16019,16237,18739,20534,22948,26742,33786,32666
16021,2197,2065,2356,2621,2600,2430,2262
16023,373,443,411,487,485,542,623
16027,21556,25710,27316,31027,39127,45736,46973
16029,1203,1278,1225,1157,1269,1460,1404
16031,5237,6577,8055,8455,9221,10137,10053
16035,1233,1540,1746,2161,2410,2574,1858
16037,162,218,243,216,239,309,346
16039,2857,2816,3336,3740,5143,5612,5513
16041,1082,1072,1067,1276,1360,1651,1650
16043,476,592,610,756,792,909,1072
16045,3371,1652,1497,1506,7502,8217,8067
16047,1661,1682,1821,2127,2430,2978,2972
16049,1299,1579,1588,1744,2037,2291,2031
16051,725,802,911,1385,1568,1893,1914
16053,2372,2849,3218,3368,3719,4353,4469
16055,24870,28050,31441,34001,36528,38108,36862
16057,4917,5954,6393,6566,6644,6471,6859
16059,1546,1694,1662,1820,1597,1680,1989
16061,858,960,1151,1245,1394,1611,1183
16063,10,2,0,0,0,0,0
16065,2486,2883,3238,3565,4155,4605,4594
16067,1025,1313,1455,1609,1710,2132,2477
16069,11845,12196,13214,13648,15414,16610,16348
16071,1531,1407,1161,878,1107,1166,1261
16073,301,415,542,578,663,694,917
16075,2685,1616,1496,1615,3852,4245,4342
16077,593,602,615,773,935,1259,1253
16079,2919,3710,4767,4896,5179,5193,5031
16081,516,652,994,1018,1190,1247,1198
16083,12591,15105,17496,20949,23773,27002,27746
16085,1824,2298,2302,2787,3284,3539,3604
16087,1031,1022,1242,1569,1577,2041,2375
17001,8492,9377,10985,13039,15211,17899,18603
17003,449,435,674,433,445,512,456
17005,928,1192,1614,1733,1852,2407,2681
17007,3745,5044,5688,6289,7115,8532,7623
17009,309,438,473,493,436,442,452
17011,2255,2262,2122,2360,2756,3517,3354
17013,462,467,538,569,360,280,352
17015,595,784,934,1001,1178,1189,1082
17017,766,796,1011,1229,1416,1493,1146
17019,14540,17636,20321,22580,26219,30159,34086
17021,3845,4666,5697,6741,7587,9056,7851
17023,2193,2414,2556,2957,3107,3539,3343
17025,1019,1611,2030,1865,1880,2183,2523
17027,1766,2005,2334,2668,2972,3671,4050
17029,6755,7176,8385,9144,10646,12319,12384
17031,378058,349860,347783,401533,493555,563532,589255
17033,2727,3312,3969,4145,4314,4568,4157
17035,544,540,588,516,638,836,996
17037,6387,6415,6894,8090,10872,13066,12555
17041,1031,1273,1527,1696,1997,2365,2562
17043,81620,74813,83109,89857,122789,147004,144745
17045,1792,2284,2529,2605,2744,4003,4195
17047,745,923,1060,782,866,893,1005
17049,4320,4704,5402,6652,7702,8979,8813
17051,2106,2100,2336,2711,2958,3541,3721
17053,1417,1271,1536,1891,2013,1673,1809
17055,10523,12338,12924,13837,14375,15965,14740
17057,3146,3770,3861,4381,4927,6083,6073
17059,374,335,404,487,381,524,586
17061,1528,1747,1562,1605,1899,2336,1874
17063,5259,5175,4853,5471,8389,10288,9942
17065,694,812,761,1000,1033,1321,1110
17067,997,1080,1142,1148,1303,1390,1219
17069,641,786,927,1041,1176,1407,1389
17073,2617,2908,3155,3662,4017,5243,5553
17075,2703,3570,4439,5208,5418,6250,5785
17077,9928,12201,14267,14112,15632,18762,18953
17079,1323,1511,1951,2180,1301,1074,1044
17081,5981,7251,7638,7635,8353,10167,11021
17083,4523,5135,5709,5817,6755,7745,7457
17085,1237,1582,1789,1943,2412,2782,2500
17087,632,787,954,1164,1579,1539,1238
17089,27482,25664,27916,30339,42651,50597,50527
17091,12034,12746,14130,15526,19699,24079,24833
17093,6219,6669,7600,8960,12974,14984,15446
17095,5874,6793,7374,7404,8299,10122,10200
17097,59706,59350,60685,64818,86057,106256,100182
17101,2409,3162,3311,3523,3749,4826,5559
17103,2420,2865,3396,3540,3526,4672,4957
17105,3119,4340,5224,6174,7384,8382,8036
17107,2426,3247,4043,4054,4590,6202,6027
17115,20029,14099,17316,28027,36088,42642,42536
17117,4105,4062,4777,5707,6605,8252,7921
17119,35935,43265,48539,53865,60272,72017,77496
17121,4652,5941,6883,7348,7736,9089,9618
17123,818,980,1051,1167,1556,1857,1761
17125,1085,1385,1570,1700,1803,2023,2092
17127,1840,2210,2420,2975,3511,4613,4771
17109,2812,3066,3085,3494,3894,4105,3926
17111,28096,27960,29254,31601,45066,51082,53904
17113,9898,10413,11714,13071,20146,30396,23103
17129,388,359,518,590,542,629,827
17131,899,988,986,853,952,1262,1204
17133,3552,3743,4355,5107,5875,7294,7775
17135,3154,3913,4771,5451,6592,7249,7591
17137,3936,4419,5021,5800,7802,9210,9353
17139,640,906,984,1147,1422,1784,1976
17141,3643,4331,4822,4754,5569,6388,6319
17143,24094,19510,20818,34600,43880,53694,54726
17145,3080,3459,4069,4389,5106,5775,5107
17147,1073,1340,1591,1982,2235,2769,2268
17149,1479,1758,2287,2609,3044,3133,3062
17151,356,456,435,443,646,484,588
17153,476,538,665,879,1079,1207,1119
17155,283,268,250,272,409,434,397
17157,4668,5663,6193,6499,7467,9185,8199
17159,2821,3501,4185,4150,3986,4123,4668
17161,9188,9233,10779,12346,14678,18256,20692
17163,28845,27302,31256,35684,44125,56898,54943
17165,8578,8730,8851,9216,10513,12996,13456
17167,19470,22304,28725,33704,42789,51879,48019
17169,733,795,886,892,993,966,1109
17171,109,137,4,0,0,0,0
17173,811,1231,1313,1595,1639,1866,1975
17175,62,64,90,139,109,126,120
17177,4078,4667,5418,6470,7977,9339,9843
17179,12022,15149,16891,19503,24103,29153,30398
17181,3356,4021,4409,5102,5456,6595,7162
17183,13364,15827,18768,19781,21961,25087,25445
17185,1291,1761,2165,2373,2525,3081,3569
17187,1094,1185,1319,1221,1379,1829,2080
17189,634,879,870,1128,1406,1674,1423
17191,1745,2895,3011,3020,3436,4354,4974
17193,2912,3563,3661,3815,4768,5621,5064
17195,3705,4405,5227,5954,7682,9495,9222
17197,53218,53517,58130,64649,83492,96229,100293
17199,20438,21744,23744,29477,31163,32996,32228
17201,39929,50381,58711,61413,64185,73928,70837
17203,2322,2628,3023,3685,4025,3982,5322
18001,2188,2666,3024,3586,4072,5289,6257
18003,31838,36082,41942,60648,75602,86862,102794
18005,22484,28361,32826,33689,35756,40302,39808
18007,437,305,360,503,422,349,359
18009,4375,5387,5959,6014,5916,6888,8060
18011,7183,9729,12575,13194,14885,18079,20371
18013,2123,2673,2988,2581,2399,2539,2482
18015,1415,1815,2093,2216,1818,2530,2801
18017,3629,4627,5885,7006,7043,9341,10614
18019,26212,31309,39488,44429,48997,53797,55623
18021,4167,5538,6151,6058,6918,7794,8322
18023,5236,7504,8757,9092,10736,11919,13179
18025,1425,2210,2331,2346,2425,2646,2804
18027,5769,7729,8779,9725,9954,12065,12032
18029,12486,15211,17186,17536,19451,19439,19468
18031,5469,7144,6438,6674,7422,8617,8953
18035,30368,37651,40593,43651,46467,52021,55853
18037,9107,11344,11782,11760,12627,14323,15198
18039,19717,25935,27747,30594,35123,39974,45754
18041,10434,10472,11998,13259,14486,15857,16674
18043,23363,27721,33087,36311,38254,39858,41291
18045,3423,5156,5767,5978,6105,7019,7627
18047,1668,2503,3001,3585,4145,4750,5600
18049,3848,4478,5597,6577,7455,7964,9547
18051,4968,7136,7978,9467,10567,12194,11628
18053,12901,16827,20134,22039,21047,24026,30566
18055,6026,7148,7576,8107,8868,10668,11026
18057,29838,36486,41624,46106,50987,56514,322976
18059,10302,12935,15197,14521,16074,18084,20023
18061,8801,10346,11213,11756,12411,13597,14968
18063,21509,32873,35803,38622,41210,48278,51242
18065,12714,16739,18519,19536,21946,24517,26177
18067,24211,29110,33582,34431,36884,42135,44887
18069,3603,5136,6030,6959,8706,10923,12051
18071,10833,14476,16785,17279,19433,21888,20735
18073,6942,8535,9106,8837,9856,11568,12869
18075,4370,6032,7166,7500,8723,10389,9853
18077,6677,9342,10147,10626,11193,13117,12582
18079,7220,8861,10055,10344,11549,12806,13282
18081,30003,38940,45353,47775,52066,65461,69431
18083,9442,11436,12178,13164,13960,17665,22034
18085,8080,10306,12010,13501,15655,18966,21873
18087,1185,1337,1761,2154,2354,2709,3559
18089,61790,70428,78390,85266,97825,113405,120460
18093,11989,16632,19054,18842,20389,22585,23257
18095,33276,45173,51025,53959,55428,62745,65003
18097,200375,228576,248997,305263,352159,404069,419690
18099,6096,8103,9894,10435,11400,12845,14162
18101,1793,2511,2678,3368,3302,3718,4357
18103,3142,3899,4784,5463,6430,7690,8661
18105,22831,28072,29771,31846,33362,36907,39206
18107,7798,10447,12835,13744,14367,16386,16242
18109,16067,22828,23445,27683,30186,34018,33928
18111,1104,1451,1143,947,889,1158,1280
18113,3594,4439,5408,6069,7561,9292,11160
18115,1408,1423,1216,506,0,396,773
18117,3157,4984,6718,7144,7276,8525,8349
18119,2677,3477,3962,4304,4710,5441,5946
18121,1213,1914,2031,1671,1971,2268,2318
18123,3052,4271,4770,5488,6207,7486,7287
18125,1813,2689,2629,2916,3163,3856,4072
18127,23874,37914,34657,38969,45713,58356,54445
18129,2491,3524,4132,4423,4876,5684,6086
18131,1588,2629,3074,3247,3972,4811,4762
18133,5169,6795,7390,8540,8984,10218,10104
18135,4094,4918,5888,6183,6486,7969,8274
18137,6943,8315,8814,9505,10868,11229,11453
18139,2998,4128,4667,5015,5436,5891,6091
18143,11996,15485,17325,18585,20611,21479,21088
18145,6724,8555,10433,10947,12915,14947,14377
18147,1599,2315,2832,3154,3882,3194,3981
18149,5217,7260,8745,9715,11742,13713,15870
18151,2903,3223,4160,4664,5409,6870,8300
18153,4328,5505,6310,7213,7580,8519,8195
18155,1273,1532,1480,1624,1651,1704,1874
18157,20271,25280,30606,34740,39865,48883,54736
18159,1892,2199,2584,2348,2207,2245,2830
18161,883,1066,1129,974,1130,1264,1463
18163,41444,53043,60654,71335,76719,97462,94030
18165,2535,3817,4598,3880,4212,4676,4505
18167,21234,26694,30862,31680,32886,36682,37795
18169,7064,8698,9830,9503,9901,10228,11169
18171,1,0,0,0,0,0,0
18173,8022,10208,12411,13772,16557,17973,19181
18175,3966,6369,8312,9809,10549,11419,11348
18177,15290,18566,19916,21919,23835,25589,25931
18179,3590,4151,2888,3032,4075,5094,6604
18181,3749,3923,4172,4779,5742,6279,7004
18183,3605,4348,5503,6538,7496,9719,11444
20001,2203,2478,2921,3314,3683,4392,4238
20003,671,741,788,724,880,1091,1061
20005,2604,3140,3947,4727,5180,5659,6005
20007,430,478,577,652,809,1017,945
20009,3681,4713,6572,8104,8929,9827,10064
20011,2055,2950,3735,4199,5306,5572,5436
20013,2156,2584,3142,3411,3836,4473,5272
20015,12866,15166,16026,16252,18775,23374,26189
20019,378,590,852,677,457,537,508
20021,2548,3530,3607,3795,4886,4904,4295
20023,866,871,355,522,549,551,698
20025,297,538,717,691,1103,1430,1133
20027,1555,1845,2029,2190,2389,3011,3072
20029,1378,1864,2012,2366,2707,3032,3122
20031,1571,2139,2411,2621,2931,3202,3359
20033,305,485,465,726,913,987,836
20035,5961,7198,7929,8441,9224,9883,9583
20037,7122,8889,9823,10752,12011,13631,14264
20039,336,358,373,454,506,475,369
20041,1518,1678,1973,2366,2511,2954,3212
20045,12120,13864,15328,16175,18715,20008,20531
20047,165,182,182,199,283,341,206
20049,381,437,475,450,407,545,738
20051,3891,4873,5370,5847,7496,8627,8078
20053,675,659,792,869,913,1052,1180
20055,3372,3685,4393,5316,5395,6000,6525
20057,4492,6104,6123,5737,6166,7401,6826
20059,4314,5359,6245,6258,6421,7713,7650
20061,3103,4249,5197,6553,7812,8469,8558
20063,154,230,280,327,333,379,357
20065,203,263,326,337,348,406,463
20067,375,442,535,505,510,681,855
20069,230,311,741,488,647,606,681
20071,292,311,308,446,347,413,354
20073,935,1138,924,799,1163,1893,2056
20075,245,182,171,270,348,416,317
20077,489,568,587,634,841,1069,1488
20079,4427,5606,6468,6615,7419,8149,8908
20081,270,236,365,301,274,399,414
20083,169,190,230,365,492,665,505
20085,1281,1377,1739,1893,2098,2537,2533
20087,780,917,1082,1152,1249,1434,1456
20089,186,170,210,237,186,225,263
20091,82439,99283,125188,123634,137041,184418,147867
20093,143,143,151,269,257,325,384
20095,655,795,620,680,1090,1486,1898
20097,139,56,0,0,0,3,163
20099,4244,5141,5688,5959,6940,7525,7669
20101,123,109,139,179,237,347,164
20103,310840,392951,305374,41347,41390,48962,55111
20105,184,206,227,298,256,332,488
20107,949,1029,1041,1461,1723,2105,2109
20109,126,252,282,243,287,549,602
20111,4440,5200,5167,5016,5278,5554,6397
20115,588,723,965,1194,1648,1622,1931
20117,1351,1441,1754,2094,2299,2512,2797
20113,3452,4254,4871,5339,6426,7219,7826
20119,304,382,394,373,379,368,346
20121,4657,5077,5360,5538,6682,7906,7497
20123,490,527,573,557,620,720,900
20125,8249,9211,9973,10503,11409,11813,11083
20127,285,398,378,506,650,714,603
20129,721,786,842,1266,1502,2212,2107
20131,1227,1314,1428,1785,2019,2545,2611
20133,2494,2850,3209,3696,4163,4849,4870
20135,583,490,589,527,458,602,564
20137,889,945,1151,1315,1644,1600,1678
20139,1412,1240,1335,1347,1510,1508,1506
20141,321,361,335,499,640,710,758
20143,514,533,566,683,663,796,1099
20145,712,739,888,1244,1283,1421,1417
20147,415,439,531,474,651,623,744
20149,1236,1350,1508,2217,2462,3180,3753
20151,3634,4050,4691,4928,4928,5287,5155
20153,170,214,226,237,293,304,266
20155,7022,9549,12215,15452,18047,21438,22868
20157,1057,1187,1161,1169,1102,1094,1060
20159,1130,1338,1172,1318,1747,2146,2519
20161,7079,8578,10826,12393,14369,16742,15801
20163,503,897,787,774,884,762,796
20165,211,272,85,327,351,361,427
20167,398,558,584,914,1072,1274,1334
20169,9386,11457,12161,13821,15399,17102,19136
20171,464,527,517,669,736,1040,1495
20173,101131,109980,113229,133860,144065,155491,163982
20175,4130,4435,4253,4198,4316,5247,5309
20177,23975,27663,31658,35896,40314,44158,45799
20179,154,205,249,248,310,301,246
20181,2611,2793,2705,2442,2561,2613,2261
20183,419,484,382,551,645,703,697
20187,150,193,218,210,271,353,384
20189,420,520,578,630,548,492,432
20191,4940,6362,7213,7756,7149,6318,5713
20193,1983,2289,2513,2906,3025,3037,3272
20195,311,333,460,407,646,777,913
20201,163,205,270,364,372,423,480
20203,137,133,133,172,169,253,272
20205,807,1039,1087,1188,1161,1374,1707
20207,466,559,530,484,490,501,571
20209,20609,23170,27750,28760,31993,35841,40145
21001,2152,2316,3023,3188,3929,5082,4870
21003,3250,4207,5376,5751,5458,6444,6073
21005,4251,5693,6337,6591,7581,8703,8580
21007,913,1188,1343,1525,1941,1883,1669
21009,8809,10818,11526,12647,14308,16442,16243
21011,1018,1181,1265,1252,1765,1807,1948
21013,15979,17354,17745,19299,21085,21663,19144
21015,32718,38760,41817,45616,52229,57421,53739
21017,4297,4924,5426,6035,6828,8527,7350
21019,37696,33268,39449,42406,40259,36233,30451
21021,7828,9418,10172,11590,13546,16804,16216
21023,702,633,519,428,572,864,727
21025,5731,6207,6825,7570,8198,9582,9616
21027,1683,2099,2562,3118,3507,3895,4677
21029,8686,10918,12419,14156,16078,17720,18957
21031,2798,3363,4099,4809,5095,5400,5432
21033,4017,4172,5114,5961,6293,7060,6862
21035,6844,7345,8334,9706,10688,11431,12021
21037,21003,23132,25651,27298,31337,34336,33454
21039,422,546,677,796,987,1118,1045
21041,2408,3627,4330,4756,5213,6239,6282
21043,7873,7137,6588,8252,13011,11108,8910
21045,1823,1833,1673,1975,3261,3511,3378
21047,10063,11341,13268,13066,13018,14662,17457
21049,11226,14771,16075,16371,19047,20706,17167
21051,9923,10053,10375,10850,14764,16860,14511
21053,4318,4748,5988,6337,6227,7069,7782
21055,4472,4556,5126,4846,4456,5212,5062
21057,2004,1730,1791,1949,2257,2680,2798
21059,14783,18269,20770,24732,29583,33789,34094
21061,959,860,917,1134,1401,2033,2337
21063,945,775,1103,1941,2841,1784,1231
21065,2830,3597,3890,4505,5763,9464,8590
21067,55710,61418,65911,67946,75315,90370,82222
21069,1927,1948,2306,2562,2955,3564,3511
21071,15733,17463,20962,27968,38045,43897,39130
21073,11915,13717,11955,12575,14321,15833,15138
21075,2642,2921,3065,3256,3305,3691,3320
21077,806,1136,1247,1639,2021,2211,1814
21079,2633,2978,3368,3419,3274,3243,3492
21081,11687,13570,12926,14115,16407,19899,15057
21083,5591,7095,7594,8349,9071,10462,10263
21085,6941,7624,7125,8233,9325,11583,11679
21087,1627,1661,1807,2073,2175,2548,2711
21089,11156,11886,12640,12496,12220,13279,13312
21091,370,457,520,558,619,478,416
21093,13944,15939,17645,19532,21671,25033,28676
21095,10114,10757,10763,10827,11695,12867,12850
21097,3937,4099,4531,5497,5645,5680,5729
21099,2006,2326,2403,2821,3338,3712,3811
21101,22419,14397,17012,28040,42196,45576,42020
21103,1350,2063,2207,2154,1967,2341,2213
21105,428,442,521,562,633,592,512
21107,24161,21204,15520,19120,22998,30934,30448
21109,2525,2632,2793,2759,3250,4353,5331
21111,157162,183651,214725,235063,267338,286870,283960
21113,10553,13049,13535,14900,16425,18124,17440
21115,9619,10138,10726,13826,14758,14743,11713
21117,38586,44785,49778,55658,62447,75598,74521
21119,2222,2395,2727,3159,4641,4642,5047
21121,7085,6844,7152,8125,9214,9460,8827
21123,2416,2487,2680,2907,3362,3802,4423
21125,13847,15129,15610,16256,17379,21034,19969
21127,7457,8317,6935,8043,8954,8139,7245
21129,8597,6789,7280,14652,17282,17967,15960
21131,3950,4292,5203,5676,6498,8207,9717
21133,7780,8520,8687,10206,12712,13506,13516
21135,3230,3229,3166,3444,4057,3166,2221
21137,3847,4581,5533,6303,6785,7761,7762
21139,1818,2110,2429,3088,3020,3168,3055
21141,2792,3210,3714,4384,4913,5441,5249
21143,1334,1579,1776,2286,2026,2296,2409
21151,17736,19961,21290,22955,32342,40634,33935
21153,1715,2066,2327,2649,3460,3708,3670
21155,3174,3554,4137,4507,4999,5892,5835
21157,6395,7483,8239,9176,9919,10967,10905
21159,2488,2590,2603,2991,3749,3808,3953
21161,5013,4878,5609,6031,6458,7341,7274
21145,25013,30471,33667,36814,41458,46318,43102
21147,2896,3549,3139,4011,6535,5876,6293
21149,1010,1199,1337,1507,1623,1898,2125
21163,2647,3102,3666,4221,4553,5307,5903
21165,882,998,758,938,947,1151,1251
21167,3227,4095,5102,6179,6817,7597,7863
21169,1709,1334,1358,1533,1531,1766,1695
21171,2399,2132,2181,2739,3308,4001,4217
21173,6885,8681,9246,10101,14035,20078,16969
21175,1699,2109,2284,2472,2697,3905,3544
21177,6702,7955,9194,9978,10777,11036,11946
21179,6117,7926,10427,12451,13702,15455,14977
21181,1059,1045,1120,818,877,1090,1127
21183,2908,3119,3751,4926,6302,6909,7083
21185,6467,8442,9472,9928,11102,12782,12765
21187,924,1145,1262,1638,1557,2043,2130
21189,826,1261,1340,1532,2040,2114,2056
21191,1568,1820,1938,2268,2555,2734,2611
21193,14926,18085,19829,23409,27303,33348,32221
21195,34179,31805,32057,36501,42136,44420,39272
21197,3256,3935,4326,5358,5880,6662,7185
21199,14855,17101,17241,18615,22877,25773,26311
21203,3804,5147,6042,6639,7386,8445,9093
21205,4641,5179,5320,6638,7864,8161,8393
21207,4293,4494,4677,5059,6760,6968,6753
21209,8233,9381,9774,10313,11334,16402,13485
21211,4999,6972,8286,9054,9451,10296,11775
21213,4145,4850,5854,7419,6879,7644,7349
21215,1338,1488,1688,1921,2187,2753,3094
21217,3766,4509,5095,5950,6687,8312,8213
21219,927,1148,1287,1395,1464,1922,2182
21221,1439,1453,1820,2349,2687,3011,3182
21223,381,536,689,607,482,508,658
21225,3944,4385,4879,5333,5717,6390,6357
21227,17495,19965,23435,25928,29468,33960,33483
21229,1160,1555,1859,2232,2142,2154,2376
21231,4664,5323,5462,5829,6160,6802,7300
21233,1940,2170,2393,2882,3193,3824,3951
21235,25041,28348,28392,31094,36541,38285,37820
21237,1637,2348,2614,1992,2722,3337,3780
21239,2958,3691,4245,4179,4257,4690,4728
22001,9851,10034,9712,10919,12313,13147,12451
22003,5241,5429,6129,6431,6788,8046,9042
22005,22668,27484,31898,31136,29424,30174,33332
22007,1096,1265,1392,1107,1043,1293,2087
22009,8636,9576,10963,11252,11445,12401,12603
22011,3865,3990,4383,5609,6829,7712,8083
22013,1405,1398,1348,1736,2317,2613,2493
22015,17964,20317,23134,25830,29016,29081,25075
22017,59277,60144,65634,73890,80994,88909,77225
22019,47436,50276,50886,51914,50861,56616,60537
22021,2850,2697,3068,3221,3545,3396,2786
22025,1692,1769,1944,1998,1930,2240,2489
22027,2569,2815,3329,5185,5210,5070,4415
22029,3161,3754,4133,3805,3893,4588,4649
22031,3059,3019,3432,4214,3147,2991,3079
22033,98636,119270,131443,130494,120279,125653,135473
22035,421,320,305,755,432,416,585
22037,1263,1407,1551,1684,1508,1607,1493
22039,7281,7917,8601,9807,8845,10208,12613
22041,2337,2931,2977,3326,3513,3863,3744
22043,543,694,731,1042,1287,1692,1913
22045,10866,12406,14302,18681,18447,19782,19274
22047,6233,7143,8803,10658,11191,10167,10503
22049,1993,2105,2357,2532,3017,3086,3022
22051,169607,137566,132099,129785,139281,150102,155380
22053,6701,6950,7185,7508,6476,6759,7338
22055,60661,68024,67659,68681,71994,75586,75597
22057,22357,25028,26576,25866,24092,26507,28161
22061,4691,5556,5679,7773,7066,6590,6361
22063,28135,34168,42049,42539,42057,52250,50107
22065,701,677,737,862,949,972,1190
22067,4227,4263,4618,6268,6981,6517,6558
22069,3777,3892,4575,5889,5123,6678,6330
22071,27418,43350,31093,36317,43726,81099,65369
22073,24978,24871,26388,30741,32962,32384,34180
22075,597,656,700,791,1178,1699,2047
22077,3453,3926,4514,5183,5650,5523,6522
22079,34201,38035,42233,48168,52021,61097,63999
22081,1580,1492,1272,1373,1383,1838,2249
22083,3054,3281,3569,4997,6353,5414,4827
22085,3634,3814,4057,4204,4349,5333,5304
22087,4746,10184,9268,9869,12127,14864,18344
22089,9270,10961,10429,10882,11168,12139,13748
22091,513,527,655,727,690,651,641
22093,1592,1778,2006,2295,2374,2948,3332
22097,19518,21013,22152,25544,26340,28004,27764
22099,6195,7190,8118,8950,8961,9301,10993
22101,10900,12025,13326,15343,17110,16897,18812
22103,63988,74164,69884,77442,78871,87222,87513
22105,25837,26706,29455,34149,37360,40170,39520
22107,312,318,406,348,705,985,627
22109,22212,32715,23029,22441,25505,27074,28711
22111,2477,2544,2819,3504,3338,3548,3423
22113,8468,8046,8039,8679,9561,12900,10002
22115,5484,6847,8099,8779,9974,13057,14538
22117,12183,12320,13376,14952,19842,26617,21540
22119,8414,9443,11668,11579,11695,11344,10979
22121,5291,6733,7882,7220,6792,5951,5936
22123,1711,1815,1920,2033,1715,1950,2385
22125,1190,1427,1679,1960,2002,2588,2265
22127,4399,3887,4844,4935,4762,5202,4249
25001,53097,58869,57491,60961,62798,61439,60217
25003,29474,33759,35069,34467,36293,36836,34961
25005,115902,126248,135349,146502,145677,160495,161869
25007,3574,4420,4666,4429,4689,4386,4648
25009,120478,133672,140460,166370,190299,219567,214902
25011,11846,13348,14393,14648,15104,15958,16591
25013,113299,121766,128855,139510,151496,155123,157532
25015,29596,35205,38337,40703,42938,44089,44105
25017,166923,194751,196518,196733,208601,237495,228086
25019,1531,1857,2035,1862,1616,1606,1695
25021,106507,116935,114663,109591,117428,124892,125872
25023,92547,105431,113895,117363,125617,130110,133307
25025,97740,106510,101345,100948,108932,114263,118577
25027,167592,180354,190290,199753,213045,221823,234664
24001,19776,22828,25370,28740,31086,31849,32027
24003,111951,126690,136437,148764,160497,171881,171896
24510,165355,193775,211757,245886,279502,309303,446463
24510,119008,120939,131794,141562,157501,165563,178909
24009,19071,24950,27351,32355,36343,37008,36557
24011,5086,5727,5537,5596,5888,6532,6116
24013,28906,35014,38703,42648,47460,48819,47844
24015,29164,31343,38477,44210,59666,60915,31852
24017,29493,36086,36927,41020,46883,46992,44682
24019,5207,5523,5970,6228,6450,6688,5883
24021,38454,44947,48252,54896,58842,64064,67601
24023,4438,5499,5793,6684,7247,8190,8891
24025,54636,63772,75021,92018,99512,102570,97000
24027,43041,47380,51262,59194,65350,77647,80364
24029,5968,6328,7342,7758,8607,9743,9531
24031,86190,104266,105694,120828,134304,132752,135543
24033,84301,96048,100070,108642,122603,133222,132139
24035,7418,9048,9394,11123,11400,12201,11682
24037,18585,24933,29008,27307,29911,30606,34244
24039,2497,2862,3719,4212,5357,6209,4877
24041,5647,6143,6755,7747,9074,10553,10783
24043,30795,33362,36060,44016,55606,57716,61723
24045,23242,24678,29468,34486,45261,52039,37874
24047,14190,16120,18055,18100,19548,20918,18205
23001,22747,27015,31677,36607,44730,50478,45947
23003,19995,22310,24438,22727,25698,25129,22786
23005,62334,73452,80486,84594,96564,99080,100280
23007,8278,8805,9348,9488,10145,10497,9546
23009,13979,16020,16476,15969,16900,17835,17529
23011,41370,41424,41842,42442,50208,54379,54884
23013,9034,9408,9795,9616,10808,10944,11608
23015,9135,9956,9562,9207,9421,9273,8026
23017,10672,13006,13515,13775,15991,17672,18048
23019,52057,54834,58632,59221,63921,67987,66367
23021,5594,5771,6317,5991,6494,7185,7048
23023,6695,7788,8109,8747,9303,10027,11176
23025,18367,19448,19363,19302,20663,20507,18233
23027,9491,8823,9321,9142,10453,10888,11052
23029,8915,10476,10226,10600,12422,13219,11126
23031,38126,42637,46832,50753,58010,63362,63073
26001,1511,1315,1426,1671,1881,2372,1980
26003,1035,1123,977,1125,1287,1570,1689
26005,8197,9634,10484,12240,13894,16900,17554
26007,6613,6612,7382,8226,8895,9626,10009
26009,2706,3038,3319,3346,3527,3370,3361
26011,2633,3035,3377,4403,4848,4847,5002
26013,1207,1310,1452,1298,1382,1779,1812
26015,4314,4941,6070,6618,6644,7237,7497
26017,19165,20888,22138,22697,25793,48801,48880
26019,2076,2185,2293,2725,3214,3491,3341
26021,21098,23310,23760,26992,30369,36122,41698
26023,4853,5441,5921,6892,8789,9009,9794
26025,28143,32741,36464,40531,44872,49351,178189
26027,2601,2942,3197,3987,4481,5647,6401
26029,4542,4803,5043,5513,6114,6830,7236
26031,7127,8104,9243,9495,9451,9767,9918
26033,7160,7400,8080,9475,10477,9966,8747
26035,7120,7568,8799,10156,10898,11124,11938
26037,7573,9238,10388,10642,11046,12430,12841
26039,4712,4994,5163,4910,4595,5696,6396
26041,8305,7697,8636,11993,17208,20414,19261
